Name,Position,Institution,SubInstitution,Education,Other Affiliation,page,Career,AffiliationId,carnegie_id,PrimarySample,FixedPosition
June Scobee Rodgers,Member,University of Tennessee System,,,,648.0,,2799495847.0,,True,Trustee
The Hon Steve Adams,Member,University of Tennessee System,,Austin Pay State 1973 BS,"Treasurer, State of Tennessee",648.0,,2799495847.0,,True,Trustee
Dale Kelley,Member,University of Tennessee System,,,,648.0,,2799495847.0,,True,Trustee
Joe Lancaster,Member,University of Tennessee System,,,,648.0,,2799495847.0,,True,Trustee
J V Sailors,Ex Officio Member,University of Tennessee System,,,"Executive Director, State Board of Education",648.0,,2799495847.0,,True,"Trustee, Ex Officio"
A C Wharton,Chairman,University of Tennessee System,,,"Chief Public Defender, County of Shelby, Tennessee",648.0,,2799495847.0,,True,Board President
William Ransom Jones,Member,University of Tennessee System,,,,648.0,,2799495847.0,,True,Trustee
Tony Scott England,Member,University of Tennessee System,,,,648.0,,2799495847.0,,True,Trustee
Debby Patterson Koch,Secretary,University of Tennessee System,,,,648.0,,2799495847.0,,True,Other Board Member
John Morgan,Member,University of Tennessee System,,Austin Pay State 1974 BS,"Comptroller, State of Tennessee",648.0,,2799495847.0,,True,Trustee
Arthur Joseph,Governor,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,True,Overseer
Ruth H Skydell,Governor,Yeshiva University,Ferkauf Graduate School of Psychology,,,733.0,,19772626.0,197708.0,True,Overseer
Samuel Skura,Governor,Yeshiva University,Ferkauf Graduate School of Psychology,,,733.0,,19772626.0,197708.0,True,Overseer
David Pernick,Governor,Yeshiva University,Ferkauf Graduate School of Psychology,,,733.0,,19772626.0,197708.0,True,Overseer
Saul Kagan,Governor,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,True,Overseer
Aaron Parnes,Governor,Yeshiva University,Ferkauf Graduate School of Psychology,,,733.0,,19772626.0,197708.0,True,Overseer
David S Gottesman,Governor,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,True,Overseer
David A Alpert,Governor,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,True,Overseer
Kathie Kramer Rudy,Governor,Yeshiva University,Ferkauf Graduate School of Psychology,,,733.0,,19772626.0,197708.0,True,Overseer
Benay Lindenauer,Career Development Coordinator,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,True,Overseer
Chal Mar,Governor,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,True,Overseer
Joseph Bartlett,Governor,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,True,Overseer
Froma Benerofe,Governor,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,True,Overseer
Joel Daner,Governor,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,True,Overseer
Dan Davis,Governor,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,True,Overseer
Ira Yavarkovsky,Governor,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,True,Overseer
Roselyn Weitzner,Secretary,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,True,Other Board Member
Lilly Tempelsman,Governor,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,True,Overseer
Stephen D Solender,Governor,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,True,Overseer
Ronald Shear,Governor,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,True,Overseer
Herbert Barbanel,Governor,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,True,Overseer
Edward Anfang,Governor,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,True,Overseer
Frank S Greenberg,Governor,Yeshiva University,Ferkauf Graduate School of Psychology,,,733.0,,19772626.0,197708.0,True,Overseer
Barbara Levine Kamen,Vice Chairperson,Yeshiva University,Ferkauf Graduate School of Psychology,,,733.0,,19772626.0,197708.0,True,Board Vice President
Israel Millerjoan Odonnel,Governor,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,True,Overseer
Lillian Chutick,Governor,Yeshiva University,Ferkauf Graduate School of Psychology,,,733.0,,19772626.0,197708.0,True,Overseer
David Goldman,Governor,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,True,Overseer
Peter Rhulenirving M Rosenbaun,Governor,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,True,Overseer
Joan Sadinoff Katz,Vice ChairPerson,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,True,Board Vice President
David I Schachne,Governor,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,True,Overseer
Meri Kraidman,Governor,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,True,Overseer
Eileen Rhulen,Governor,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,True,Overseer
Jayne G Beker,Governor,Yeshiva University,Ferkauf Graduate School of Psychology,,,733.0,,19772626.0,197708.0,True,Overseer
Samson Bitensky,Chairman,Yeshiva University,Ferkauf Graduate School of Psychology,,,733.0,,19772626.0,197708.0,True,Board President
Jerry Clair,Governor,Yeshiva University,Ferkauf Graduate School of Psychology,,,733.0,,19772626.0,197708.0,True,Overseer
Robert Schwalbe,Governor,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,True,Overseer
Martin B Bernstein,Governor,Yeshiva University,Ferkauf Graduate School of Psychology,,,733.0,,19772626.0,197708.0,True,Overseer
Irma R Hilton,Governor,Yeshiva University,Ferkauf Graduate School of Psychology,,,733.0,,19772626.0,197708.0,True,Overseer
Fredda S Leff,Governor,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,True,Overseer
Norman Lamm,Governor,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,True,Overseer
Beth Myers,Governor,Yeshiva University,Ferkauf Graduate School of Psychology,,,733.0,,19772626.0,197708.0,True,Overseer
Leonard Marcus,Governor,Yeshiva University,Ferkauf Graduate School of Psychology,,,733.0,,19772626.0,197708.0,True,Overseer
Phyllis Gelman Kukin,Governor,Yeshiva University,Ferkauf Graduate School of Psychology,,,733.0,,19772626.0,197708.0,True,Overseer
Lawrence A Kobrin,Vice Chairman,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,True,Board Vice President
Philip P Goodkin,Governor,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,True,Overseer
Richard Segall,Governor,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,True,Overseer
Ira Kukin,Governor,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,True,Overseer
