Name,Position,Institution,SubInstitution,Education,Other Affiliation,page,Notes,Career,AffiliationId,carnegie_id,PrimarySample,level_0,index,StateSystem,FixedPosition
Tom B. LaRoche,Board Member,Clemson University,,,"Affiliation: Executive Vice President and Chief Administrative Officer, Davis & Floyd P.O. Box 61599, North Charleston, SC 29419 Tel: (843) 554-8602",258.0,,,8078737.0,217882.0,True,,,,Member
"H. McQueen ""Mac"" Love",Board Member,Clemson University,,,,258.0,,,8078737.0,217882.0,True,,,,Member
Eleanor H. Mann,Board Member,Clemson University,,,,258.0,,,8078737.0,217882.0,True,,,,Member
"Michael J. ""Mike"" Maxwell",Board Member,Clemson University,,,,258.0,,,8078737.0,217882.0,True,,,,Member
W. Keller Kissam,Board Member,Clemson University,,,"Affiliation: Vice President, Natural Gas Operations, South Carolina Electric & Gas Company 1400 Lady Street, Mail Code E2i, Columbia, SC 29201 Tel: (803) 217-8535",258.0,,,8078737.0,217882.0,True,,,,Member
"James G. ""Jimmy"" Taylor",Board Member,Clemson University,,,"Affiliation: President, Regions Bank/Southwest Carolina P.O. Box 488, Beaufort, SC 29901 Tel: (843) 525-8401",258.0,,,8078737.0,217882.0,True,,,,Member
E. Guy Hendrix,Board Member,Clemson University,,,,258.0,,,8078737.0,217882.0,True,,,,Member
Daniel E. McNiel,Board Member,Clemson University,,,,258.0,,,8078737.0,217882.0,True,,,,Member
"R. S. ""Sims"" Tompkins",Board Member,Clemson University,,,,258.0,,,8078737.0,217882.0,True,,,,Member
Patrick A. Duncan,Board Member,Clemson University,,,,258.0,,,8078737.0,217882.0,True,,,,Member
Jack Kelly,Board Member,Clemson University,,,,258.0,,,8078737.0,217882.0,True,,,,Member
Austin Gore,Board Member,Clemson University,,,,258.0,,,8078737.0,217882.0,True,,,,Member
Chalmers R. Carr III,Board Member,Clemson University,,,,258.0,,,8078737.0,217882.0,True,,,,Member
Doug Harper,Board Member,Clemson University,,,"President, Harper Corporation",258.0,,,8078737.0,217882.0,True,,,,Member
T. B. Harper,Board Member,Clemson University,,,,258.0,,,8078737.0,217882.0,True,,,,Member
"John W. McCarter, Jr",Board Member,Clemson University,,,,258.0,,,8078737.0,217882.0,True,,,,Member
"Mary Joy ""M J"" Pizzella",Board Member,Clemson University,,,,258.0,,,8078737.0,217882.0,True,,,,Member
"Jack W. Carter, Jr",Board Member,Clemson University,,,,258.0,,,8078737.0,217882.0,True,,,,Member
"John F. ""Trip"" Renfro",Board Member,Clemson University,,,,258.0,,,8078737.0,217882.0,True,,,,Member
Rhonda Collins,Board Member,Clemson University,,,,258.0,,,8078737.0,217882.0,True,,,,Member
Samuel Dozier,Board Member,Clemson University,,,,258.0,,,8078737.0,217882.0,True,,,,Member
"William H. ""Billy"" Davis, Jr",Board Member,Clemson University,,,,258.0,,,8078737.0,217882.0,True,,,,Member
"Joseph F. ""Joe"" Thompson",Board Member,Clemson University,,,,258.0,,,8078737.0,217882.0,True,,,,Member
Walter Dantzler,Board Member,Clemson University,,,,258.0,,,8078737.0,217882.0,True,,,,Member
"James P. Creel, Jr",Board Member,Clemson University,,,,258.0,,,8078737.0,217882.0,True,,,,Member
William H. Burton,Board Member,Clemson University,,,,258.0,,,8078737.0,217882.0,True,,,,Member
Darryl C. Caldwell,Board Member,Clemson University,,,"Attorney, Duff, White & Boykin, LLC",258.0,,,8078737.0,217882.0,True,,,,Member
John M.S. Hoefer,Board Member,Clemson University,,,,258.0,,,8078737.0,217882.0,True,,,,Member
Sterling W. Beckman,Board Member,Clemson University,,,,258.0,,,8078737.0,217882.0,True,,,,Member
Louis P. Batson III,Board Member,Clemson University,,,,258.0,,,8078737.0,217882.0,True,,,,Member
C. Green DesChamps II,Board Member,Clemson University,,,,258.0,,,8078737.0,217882.0,True,,,,Member
"F. K. ""Kin"" Hill, Jr",Board Member,Clemson University,,,,258.0,,,8078737.0,217882.0,True,,,,Member
"William Philip ""Phil"" Bradley",Board Member,Clemson University,,,,258.0,,,8078737.0,217882.0,True,,,,Member
"Leonard L. ""Len"" Hutchinson",Board Member,Clemson University,,,,258.0,,,8078737.0,217882.0,True,,,,Member
James R. Courie,Board Member,Clemson University,,,,258.0,,,8078737.0,217882.0,True,,,,Member
"Steven Epps, Jr",Board Member,Clemson University,,,,258.0,,,8078737.0,217882.0,True,,,,Member
"B. Charles Eldridge, Jr",Board Member,Clemson University,,,,258.0,,,8078737.0,217882.0,True,,,,Member
"Roger E. Franklin, Jr",Faculty Representative,College Of William And Mary,,William & Mary 1975 BS,,272.0,,,16285277.0,231624.0,True,,,,Other Board Member
"Charles A. ""Charlie"" Banks",Board Member,College Of William And Mary,,Brown 1962 AB,"Principal, Clayton, Dubilier & Rice, Inc375 Park Avenue, 18th Floor, New York, NY 10152-1899",272.0,,,16285277.0,231624.0,True,,,,Member
Michael K. Powell,Rector,College Of William And Mary,,William & Mary 1985 AB; Georgetown 1993 JD,"Senior Advisor, Providence Equity Partners, Inc1050 Connecticut Avenue, NW, Suite 1250, Washington, DC 20036",273.0,,,16285277.0,231624.0,True,,,,Other Board Member
Joseph J. Plumeri II,Board Member,College Of William And Mary,,William & Mary 1966 BA,"Chairman and Chief Executive Officer, Willis Group Holdings LimitedOne World Financial Center, 200 Liberty Street, New York, NY 10281",272.0,,,16285277.0,231624.0,True,,,,Member
Yvonne M. Rosa,Student Representative,College Of William And Mary,,,,273.0,,,16285277.0,231624.0,True,,,,Other Board Member
The Honorable John Charles Thomas,Board Member,College Of William And Mary,,"Virginia 1972 BA, 1975 JD","Partner, Hunton & Williams LLP Riverfront Plaza, 951 East Byrd Street, East Tower, Richmond, VA 23219-4074",273.0,,,16285277.0,231624.0,True,,,,Member
Barbara B. Ukrop,Board Member,College Of William And Mary,,William & Mary 1961 BA,,273.0,,,16285277.0,231624.0,True,,,,Member
Robert A. Blair,Board Member,College Of William And Mary,,,"President, Blair Law, PC4936 Rodman Street, NW, Washington, DC 20016-3239",272.0,,,16285277.0,231624.0,True,,,,Member
R. Philip Herget III,Board Member,College Of William And Mary,,Virginia BA; North Carolina MBA,"Partner, Columbia Capital201 North Union Street, Suite 300, Alexandria, VA 22314",272.0,,,16285277.0,231624.0,True,,,,Member
Anita O. Poston,Board Member,College Of William And Mary,,Maryland 1971 BS; William & Mary 1974 JD,"Partner, Vandeventer Black LLP500 World Trade Center, 101 West Main Street, Norfolk, VA 23510-1674",272.0,,,16285277.0,231624.0,True,,,,Member
Kathy Hornsby,Board Member,College Of William And Mary,,William & Mary 1979,,272.0,,,16285277.0,231624.0,True,,,,Member
Sarah I. Gore,Board Member,College Of William And Mary,,William & Mary 1956 BA; Delaware 1975 MS,"Global Leader, Human Resources, W.L. Gore & Associates, Inc",272.0,,,16285277.0,231624.0,True,,,,Member
John W. Gerdelman,Board Member,College Of William And Mary,,,"Chairman, Intelliden Corporation90 South Cascade Avenue, Colorado Springs, CO 80903",272.0,,,16285277.0,231624.0,True,,,,Member
Thomas E. Capps,Board Member,College Of William And Mary,,"North Carolina 1958 AB, 1965 JD","Chairman and Chief Executive Officer, Dominion Resources, Inc. (2004-2005)",272.0,,,16285277.0,231624.0,True,,,,Member
Janet M. Brashear,Board Member,College Of William And Mary,,William & Mary 1982 BA; Harvard 1987 MBA,"Executive Vice President, Strategic Planning, AMERIGROUP Corporation4425 Corporation Lane, Virginia Beach, VA 23462",272.0,,,16285277.0,231624.0,True,,,,Member
Suzann W. Matthews,Secretary,College Of William And Mary,,William & Mary 1971 BA,,272.0,,,16285277.0,231624.0,True,,,,Other Board Member
Colleen Kennedy,Faculty Representative,College Of William And Mary,,,E-mail: cikenn@wm.edu,272.0,,,16285277.0,231624.0,True,,,,Other Board Member
Jeffrey L. McWaters,Board Member,College Of William And Mary,,Kentucky 1978 BS,"Chairman, AMERIGROUP Corporation4425 Corporation Lane, Virginia Beach, VA 23462",272.0,,,16285277.0,231624.0,True,,,,Member
Zachary B. Pilchen,Student Representative,College Of William And Mary,,,,272.0,,,16285277.0,231624.0,True,,,,Other Board Member
John K. Coors,Trustee,Colorado School Of Mines,,,,275.0,,,167576493.0,126775.0,True,,,,Trustee
Frank DeFilippo,Trustee,Colorado School Of Mines,,,"Partner, DeFilippo, Rees, Robinette LLC 1675 Broadway, Suite 2440, Denver, CO 80202",275.0,,,167576493.0,126775.0,True,,,,Trustee
L. Roger Hutson,Trustee,Colorado School Of Mines,,,"Owner, Paladin Energy Partners, LLC",275.0,,,167576493.0,126775.0,True,,,,Trustee
DeAnn Craig,Trustee,Colorado School Of Mines,,"Colorado Mines 1973 BSc, 1980 BSc 2002 MSc, 2005 PhD; Regis U MBA",,275.0,,,167576493.0,126775.0,True,,,,Trustee
Terrance G. Tschatschula,Trustee,Colorado School Of Mines,,Texas 1980 BS,"Founder and President, Aspen Petroleum Products, Inc",275.0,,,167576493.0,126775.0,True,,,,Trustee
Michael S. Nyikos,Trustee,Colorado School Of Mines,,New Mexico Highlands; Michigan PhD,,275.0,,,167576493.0,126775.0,True,,,,Trustee
David J. Wagner,Trustee,Colorado School Of Mines,,,"President, David Wagner & Associates",275.0,,,167576493.0,126775.0,True,,,,Trustee
Julie Leff,Trustee,Columbia University,,,,280.0,,,78577930.0,190150.0,True,,,,Trustee
Patricia Green,Trustee,Columbia University,,,,280.0,,,78577930.0,190150.0,True,,,,Trustee
Dawn Duques,Trustee,Columbia University,,,,280.0,,,78577930.0,190150.0,True,,,,Trustee
John Klingenstein,Trustee,Columbia University,,,,280.0,,,78577930.0,190150.0,True,,,,Trustee
Elliot S. Jaffe,Trustee,Columbia University,,,,280.0,,,78577930.0,190150.0,True,,,,Trustee
Bruce Wilcox,Trustee,Columbia University,,UC Santa Barbara BA,"Chairman, Cumberland Associates LLC 1114 Avenue of the Americas, New York, NY 10036",281.0,,,78577930.0,190150.0,True,,,,Trustee
Christopher J. Williams,Trustee,Columbia University,,,,281.0,,,78577930.0,190150.0,True,,,,Trustee
William D. Rueckert,Co-Chairman,Columbia University,,,,280.0,,,78577930.0,190150.0,True,,,,Board President
Marnee L. Fieldman,Administrator,Columbia University,,,,282.0,,,78577930.0,190150.0,True,,,,Trustee
Faye Wattleton,Trustee,Columbia University,,,"President, Center for the Advancement of Women 25 West 43rd Street, Suite 1120, New York, NY 10036",281.0,,,78577930.0,190150.0,True,,,,Trustee
Philip L. Milstein,Vice Chairman,Columbia University,,Columbia 1971 BA; NYU 1975 MBA,"Principal, Ogden CAP Properties, LiC",281.0,,,78577930.0,190150.0,True,,,,Board Vice President
Armen A. Avanessians,Trustee,Columbia University,,,,281.0,,,78577930.0,190150.0,True,,,,Trustee
Antonia Munroe Grumbach,Trustee,Columbia University,,,,280.0,,,78577930.0,190150.0,True,,,,Trustee
Marjorie L. Hart,Trustee,Columbia University,,,,280.0,,,78577930.0,190150.0,True,,,,Trustee
Ruth L. Gottesman,Trustee,Columbia University,,,,280.0,,,78577930.0,190150.0,True,,,,Trustee
Mark E. Kingdon,Trustee,Columbia University,,,"President, Kingdon Capital Management LLC",281.0,,,78577930.0,190150.0,True,,,,Trustee
Jan Krukowski,Trustee,Columbia University,,,,280.0,,,78577930.0,190150.0,True,,,,Trustee
Esta E. Stecher,Trustee,Columbia University,,,"Executive Vice President, General Counsel and Secretary, The Goldman Sachs Group, Inc85 Broad Street, New York, NY 10004",281.0,,,78577930.0,190150.0,True,,,,Trustee
Kyriakos Tsakopoulos,Trustee,Columbia University,,,"Executive Vice President and General Counsel, AKT Development Corporation",281.0,,,78577930.0,190150.0,True,,,,Trustee
Savio W. Tung,Trustee,Columbia University,,Columbia 1973 BS,"Member, Management Committee, Investcorp International, IncWestg Bldg., 280 Park Ave., 37th Fl., New York, NY 10017",281.0,,,78577930.0,190150.0,True,,,,Trustee
Clyde Y.C. Wu,Trustee,Columbia University,,Johns Hopkins 1952 BA; Columbia 1956 MD,"Associate Clinical Professor, School of Medicine, Wayne State University 15400 Michigan, Ste. 1, Detroit, MI 48126",281.0,,,78577930.0,190150.0,True,,,,Trustee
Richard E. Witten,Trustee,Columbia University,,Harvard 1978 JD,,281.0,,,78577930.0,190150.0,True,,,,Trustee
Jane Buerger,Dean,Columbia University,College of Education,,,282.0,,,78577930.0,190150.0,True,,,,Trustee
Eduardo J. Marti,Trustee,Columbia University,,,,280.0,,,78577930.0,190150.0,True,,,,Trustee
Jeffrey Blackman,Trustee,Columbia University,,,,282.0,,,78577930.0,190150.0,True,,,,Trustee
James P. Comer,Trustee,Columbia University,,,,280.0,,,78577930.0,190150.0,True,,,,Trustee
Lorraine Monroe,Trustee,Columbia University,,,,280.0,,,78577930.0,190150.0,True,,,,Trustee
Joan E. Spero,Trustee,Columbia University,,"Wisconsin 1966 BA; Columbia 1968 MIA, 1973 PhD","President, Doris Duke Charitable Foundation 650 Fifth Avenue, 19th Floor, New York, NY 10019",281.0,,,78577930.0,190150.0,True,,,,Trustee
"John W. Hyland, Jr",Co-Chairman,Columbia University,,Williams BA: Harvard MBA,,280.0,,,78577930.0,190150.0,True,,,,Board President
A'Lelia Bundles,Trustee,Columbia University,,,,281.0,,,78577930.0,190150.0,True,,,,Trustee
Patricia M. Cloherty,Trustee,Columbia University,,,"Chairman and CEO, Delta Private Equity Partners, LLC",281.0,,,78577930.0,190150.0,True,,,,Trustee
Stephen H. Case,Trustee,Columbia University,,"Columbia 1964 BA, 1968 JD","Partner, Davis Polk & Wardwell 450 Lexington Ave., New York, NY 10017 Tel: (212) 450-4064",281.0,,,78577930.0,190150.0,True,,,,Trustee
Lee C. Bollinger,Trustee,Columbia University,,,,281.0,,,78577930.0,190150.0,True,,,,Trustee
Cory A. Booker,Trustee,Columbia University,,,"Mayor, Office of the Mayor, City of NewarkNew Jersey City Hall, 920 Broad Street, Room 200 Newark, NJ 07102 Education: Stanford 1991 BA. 1992 MA: Yale 1997 JD",280.0,,,78577930.0,190150.0,True,,,,Trustee
Gillian Neukom Toledo,Trustee,Columbia University,,U Puget Sound 1994,,281.0,,,78577930.0,190150.0,True,,,,Trustee
Steven R. Wechsler,Trustee,Columbia University,,SUNY (Buffalo) 1970; Columbia 1972 MBA,"Senior Managing Director, Tishman Speyer Properties LP Tel: (212) 715-0300",281.0,,,78577930.0,190150.0,True,,,,Trustee
Ann F. Kaplan,Trustee,Columbia University,,Columbia 1977 MBA,"Chairman, Circle Financial Group 650 Madison Avenue, 17th Floor, New York, NY 10022",281.0,,,78577930.0,190150.0,True,,,,Trustee
"Eric H. Holder, Jr",Trustee,Columbia University,,"Columbia 1973 BA, 1976 JD",,281.0,,,78577930.0,190150.0,True,,,,Trustee
Mrs. Daniel Cowin,Trustee,Columbia University,,,,280.0,,,78577930.0,190150.0,True,,,,Trustee
Ellen Oran Kaden,Trustee,Columbia University,,Cornell 1972 BA; Chicago 1973 MA; Columbia 1977 JD,"Senior Vice President, Law and Government Affairs, Campbell Soup Company Campbell Place, Camden, NJ 08103-1799 Tel: (856) 342-6125",281.0,,,78577930.0,190150.0,True,,,,Trustee
Sue Ann Weinberg,Trustee,Columbia University,,,,281.0,,,78577930.0,190150.0,True,,,,Trustee
Jose A. Cabranes,Trustee,Columbia University,,Columbia 1961 AB; Yale 1965 JD; Cambridge (UK) 1967 MLitt,"Circuit Judge (I), United States Court of Appeals for the Second Circuit U.S. Courthouse, 141 Church Street, New Haven, CT 06510-2030",281.0,,,78577930.0,190150.0,True,,,,Trustee
Vikram S. Pandit,Trustee,Columbia University,,"Columbia 1976 BS, 1977 MS, 1980 MPhil, 1986 PhD","Chairman and Chief Executive Officer, Institutional Clients Group and Chairman, Citi Alternative Investments, Operating Committee, Citigroup Inc399 Park Avenue, New York, NY 10022",281.0,,,78577930.0,190150.0,True,,,,Trustee
"Harold F. ""Gerry"" Lenfest",Trustee,Columbia University,,Washington and Lee 1953 BA; Columbia 1958 LLB,"President, Lenfest Communications",281.0,,,78577930.0,190150.0,True,,,,Trustee
"William V. Campbell, Jr",Chairman,Columbia University,,"Columbia 1962 BA, MS","Chairman of the Board, Intuit Inc P.O. Box 7850, Mountain View, CA 94039-7850 Tel: (650) 944-6000",281.0,,,78577930.0,190150.0,True,,,,Board President
Michael B. Rothfeld,Trustee,Columbia University,,"Columbia 1969 BA, 1971 MBA, MS",,281.0,,,78577930.0,190150.0,True,,,,Trustee
"Charles O. ""Chuck"" Prince III",Trustee,Columbia University,,USC 1975 JD; Georgetown 1983 LLM,,280.0,,,78577930.0,190150.0,True,,,,Trustee
Jay P. Urwitz,Trustee,Columbia University,,"SUNY (Binghamton) 1970 BA; Harvard 1974 MPP, 1974 JD","Co-Chair, Defense, National Security and Government Contracts Department, Wilmer Cutler Pickering Hale and Dorr LLP 1875 Pennsylvania Avenue, NW, Washington, DC 20006 Tel: (202) 663-6880",281.0,,,78577930.0,190150.0,True,,,,Trustee
Marilyn Laurie,Vice Chairman,Columbia University,,Barnard 1959 BA; Pace 1975 MBA,,281.0,,,78577930.0,190150.0,True,,,,Board Vice President
"Claude A. Mayberry, Jr",Trustee,Columbia University,,,,280.0,,,78577930.0,190150.0,True,,,,Trustee
James W.B. Benkard,Trustee,Columbia University,,Harvard 1959 BA; Columbia 1963 LLB,,280.0,,,78577930.0,190150.0,True,,,,Trustee
Enid W. Morse,Trustee,Columbia University,,Manhattanville BA,,280.0,,,78577930.0,190150.0,True,,,,Trustee
John Merrow,Trustee,Columbia University,,,,280.0,,,78577930.0,190150.0,True,,,,Trustee
Abby M. O'Neill,Trustee,Columbia University,,,,280.0,,,78577930.0,190150.0,True,,,,Trustee
Dailey Pattee,Trustee,Columbia University,,,,280.0,,,78577930.0,190150.0,True,,,,Trustee
"E. John Rosenwald, Jr.",Trustee,Columbia University,,,"Vice Chairman and Senior Managing Director, Investment Banking, Bear Stearns & Co. Inc383 Madison Avenue, New York, NY 10179 Education: Dartmouth 1952 AB, 1953 MBA",280.0,,,78577930.0,190150.0,True,,,,Trustee
Kenneth A. Forde,Trustee,Columbia University,,CCNY; Columbia MD,"Jose M. Ferrer Chair in Surgery, Columbia University (1997-2006)",281.0,,,78577930.0,190150.0,True,,,,Trustee
Laurie M. Tisch,Trustee,Columbia University,,,,280.0,,,78577930.0,190150.0,True,,,,Trustee
N. R. Narayana Murthy,Board-Elected Trustee,Cornell University,,Mysore (India) 1967 BE; Indian Inst Tech (India) 1969 MT,"Chairman and Chief Mentor, Infosys Technologies Limited",289.0,,,205783295.0,190415.0,True,,,,Trustee
Denis M. Hughes,Board-Elected Trustee,Cornell University,,SUNY (Empire State) BS,"President, New York State AFL-CIO",289.0,,,205783295.0,190415.0,True,,,,Trustee
Robert S. Harrison,Vice Chairman,Cornell University,,Cornell 1976 AB; Oxford (UK) 1978 MA; Yale 1981 JD,"Attorney, Davis Polk & Wardwell; Partner and Managing Director, Goldman Sachs & Company",289.0,,,205783295.0,190415.0,True,,,,Board Vice President
Edwin H. Morgens,Vice Chairman,Cornell University,,,"Chairman, Morgens, Waterfall, Vintiadis & Company, Inc",289.0,,,205783295.0,190415.0,True,,,,Board Vice President
Jill N. Lerner,Alumni-Elected Trustee,Cornell University,,Cornell 1975 BArch,"Principal, Kohn Pedersen Fox Associates PC",289.0,,,205783295.0,190415.0,True,,,,Trustee
Kevin M. McGovern,Board-Elected Trustee,Cornell University,,Cornell 1970 AB; St John's U (NY) JD,"Chairman and Chief Executive Officer, McGovern Capital LLC",289.0,,,205783295.0,190415.0,True,,,,Trustee
David J. Skorton,Ex Officio Trustee,Cornell University,,,,289.0,,,205783295.0,190415.0,True,,,,"Trustee, Ex Officio"
Eliot Spitzer,Ex Officio Trustee,Cornell University,,,"Governor (D), State of New York",289.0,,,205783295.0,190415.0,True,,,,"Trustee, Ex Officio"
Andrew M. Paul,Board-Elected Trustee,Cornell University,,,"Chairman, Enhanced Capital Partners",289.0,,,205783295.0,190415.0,True,,,,Trustee
Lubna Suliman Olayan,Trustee,Cornell University,,,,289.0,,,205783295.0,190415.0,True,,,,Trustee
Sherri Koenig Stuewer,Board-Elected Trustee,Cornell University,,,"Vice President, Safety, Health and Environment, Exxon Mobil Corporation",289.0,,,205783295.0,190415.0,True,,,,Trustee
Jan Rock Zubrow,Vice Chairman,Cornell University,,Cornell 1977 AB; Harvard 1981 MBA,"Venture Partner, Radius Ventures, LiC",290.0,,,205783295.0,190415.0,True,,,,Board Vice President
David W. Zalaznick,Vice Chairman,Cornell University,,Cornell 1976 BS; Columbia 1978 MBA,"Managing Principal, The Jordan Company, LP; Principal, Jordan Zalaznick Capital Company",290.0,,,205783295.0,190415.0,True,,,,Board Vice President
Michael J. Zak,Trustee,Cornell University,,Cornell 1975; Harvard 1981 MBA,,290.0,,,205783295.0,190415.0,True,,,,Trustee
Craig Yunker,Board-Elected Trustee,Cornell University,,Cornell 1972 BS,,290.0,,,205783295.0,190415.0,True,,,,Trustee
Stephen J. Ettinger,Trustee,Cornell University,,,,288.0,,,205783295.0,190415.0,True,,,,Trustee
Jerold R. Ruderman,Gubernatorial-Appointed Trustee,Cornell University,,,"Attorney, Wilson, Elser, Moskowitz, Edelman & Dicker LLP",289.0,,,205783295.0,190415.0,True,,,,Trustee
Mao Ye,Student-Elected Trustee,Cornell University,,,,290.0,,,205783295.0,190415.0,True,,,,Trustee
Peter J. Nolan,Board-Elected Trustee,Cornell University,,"Cornell 1980 BS, 1982 MBA","Managing Partner, Leonard Green & Partners, L.P",289.0,,,205783295.0,190415.0,True,,,,Trustee
Kathleen M. Ramussen,Faculty-Elected Trustee,Cornell University,,,,289.0,,,205783295.0,190415.0,True,,,,Trustee
Philip M. Young,Board-Elected Trustee,Cornell University,,,"General Partner, U.S. Venture Partners",290.0,,,205783295.0,190415.0,True,,,,Trustee
Lisa Skeete Tatum,Trustee,Cornell University,,,,290.0,,,205783295.0,190415.0,True,,,,Trustee
Andrew H. Tisch,Board-Elected Trustee,Cornell University,,Cornell 1971 BS; Harvard 1977 MBA,"Co-Chairman of the Board Chairman of the Executive Committee], Loews Corporation",290.0,,,205783295.0,190415.0,True,,,,Trustee
Sheryl WuDunn,Board-Elected Trustee,Cornell University,,Cornell 1981 AB; Harvard 1986 MBA; Princeton 1988 MPA,"Anchor and Principal Writer, Page One, Discovery Times Channel, Discovery Networks",290.0,,,205783295.0,190415.0,True,,,,Trustee
William V. Eaton,Trustee,Cornell University,,,,288.0,,,205783295.0,190415.0,True,,,,Trustee
Ratan N. Tata,Board-Elected Trustee,Cornell University,,Cornell 1962 BS,"Chairman, Tata Steel Limited",290.0,,,205783295.0,190415.0,True,,,,Trustee
Donald C. Opatrny,Board-Elected Trustee,Cornell University,,Cornell 1974 AB; Chicago 1976 MBA,,289.0,,,205783295.0,190415.0,True,,,,Trustee
John A. Noble,Board-Elected Trustee,Cornell University,,Cornell 1976 BS,"President and Chief Executive Officer, Synergy, LLC",289.0,,,205783295.0,190415.0,True,,,,Trustee
Martin Y. Tang,Board-Elected Trustee,Cornell University,,,"Managing Director, Spencer Stuart & Associates",289.0,,,205783295.0,190415.0,True,,,,Trustee
Ronald G. Ehrenberg,Faculty-Elected Trustee,Cornell University,,"SUNY (Binghamton) 1966 BA; Northwestern 1970 MA, 1970 PhD","Irving M. Ives Professor of Industrial and Labor Relations and Economics, Cornell University",288.0,,,205783295.0,190415.0,True,,,,Trustee
Marcus H. Loo,Alumni-Elected Trustee,Cornell University,,"Cornell 1977 BS, 1981 MD","Clinical Associate Professor of Urology, Joan and Sanford I. Weill Medical College of Cornell University, Cornell University",289.0,,,205783295.0,190415.0,True,,,,Trustee
Carolyn Chauncey Neuman,Board-Elected Trustee,Cornell University,,Cornell 1964 BS,,289.0,,,205783295.0,190415.0,True,,,,Trustee
Karen Rupert Keating,Board-Elected Trustee,Cornell University,,Cornell 1976 AB,"Managing Director, JPMorgan Chase & Co",289.0,,,205783295.0,190415.0,True,,,,Trustee
Katherine H. Duch,Trustee,Cornell University,,,,288.0,,,205783295.0,190415.0,True,,,,Trustee
Peter C. Meinig,Chairman,Cornell University,,,"President and Chief Executive Officer, HM International, Inc",289.0,,,205783295.0,190415.0,True,,,,Board President
Paul A. Gould,Board-Elected Trustee,Cornell University,,,"Managing Director, Allen & Company Incorporated",289.0,,,205783295.0,190415.0,True,,,,Trustee
Sheldon Silver,Ex Officio Trustee,Cornell University,,,"Assembly Member (D), New York State Assembly",289.0,,,205783295.0,190415.0,True,,,,"Trustee, Ex Officio"
Philip R. Reilly,Alumni-Elected Trustee,Cornell University,,Cornell 1969 AB; Columbia 1973 JD; Yale 1981 MD,"Chief Executive Officer, Interleukin Genetics, Inc (2000-2006)",289.0,,,205783295.0,190415.0,True,,,,Trustee
Irene B. Rosenfeld,Board-Elected Trustee,Cornell University,,,"Chairman and Chief Executive Officer, Kraft Foods Inc",289.0,,,205783295.0,190415.0,True,,,,Trustee
Bruce S. Raynor,Board-Elected Trustee,Cornell University,,,"General President, UNITE HERE; Chairman, Amalgamated Bank",289.0,,,205783295.0,190415.0,True,,,,Trustee
Cheryl A. Francis,Alumni-Elected Trustee,Cornell University,,Cornell 1976 BS; Chicago 1978 MBA,"Vice Chairman, Corporate Leadership Center",288.0,,,205783295.0,190415.0,True,,,,Trustee
William D. Sanders,Board-Elected Trustee,Cornell University,,,"Co-Chairman, Verde Realty, MLP; Co-Founder, Verde Group, LLC",289.0,,,205783295.0,190415.0,True,,,,Trustee
Kenneth A. Goldman,Board-Elected Trustee,Cornell University,,Cornell 1971 BS; Harvard 1974 MBA,"Chief Financial Officer, Fortinet, Inc",288.0,,,205783295.0,190415.0,True,,,,Trustee
Robert L. Ryan,Board-Elected Trustee,Cornell University,,Wayne State 1966 BS; Cornell 1968 MS; Harvard 1970 MBA,"Senior Vice President and Chief Financial Officer, Medtronic, Inc. (1993-2005)",289.0,,,205783295.0,190415.0,True,,,,Trustee
Blanche Savin Goldenberg,Board-Elected Trustee,Cornell University,,Cornell 1974 AB,"Chairman, Hartford Foundation for Public Giving (1999-2002)",288.0,,,205783295.0,190415.0,True,,,,Trustee
Michael V. Esposito,Employee-Elected Trustee,Cornell University,,,"Assistant Director, Academic Personnel Policy, Cornell University",288.0,,,205783295.0,190415.0,True,,,,Trustee
Miguel A. Ferrer,Board-Elected Trustee,Cornell University,,"Cornell 1959 BA, 1961 MBA","President and Chief Executive Officer, Puerto Rico, UBS Paine Webber Inc",288.0,,,205783295.0,190415.0,True,,,,Trustee
Robert A. Huret,Alumni-Elected Trustee,Cornell University,,Cornell 1965 BS,"Managing Member, Financial Technology Management",289.0,,,205783295.0,190415.0,True,,,,Trustee
Robert J. Katz,Board-Elected Trustee,Cornell University,,Cornell 1969 AB; Harvard 1972 JD,"Senior Director, Goldman, Sachs & Co",289.0,,,205783295.0,190415.0,True,,,,Trustee
Richard J. Schwartz,Gubernatorial-Appointed Trustee,Cornell University,,,,289.0,,,205783295.0,190415.0,True,,,,Trustee
Samuel C. Fleming,Vice Chairman,Cornell University,,Cornell 1962 BChE; Harvard 1967 MBA,"Chairman Emeritus, Decision Resources, Inc",288.0,,,205783295.0,190415.0,True,,,,Board Vice President
John J. Donahoe II,Trustee,Dartmouth College,,,"President, eBay Marketplaces, eBay Inc2145 Hamilton Avenue, San Jose, CA 95125",294.0,,,107672454.0,182670.0,True,,,,Trustee
John H. Lynch,Ex Officio Trustee,Dartmouth College,,New Hampshire BA; Harvard MBA; Georgetown JD,"Governor (D), State of New Hampshire, 107 North Main Street, Concord, NH 03301, Tel: (603) 271-2121",294.0,,,107672454.0,182670.0,True,,,,"Trustee, Ex Officio"
Michael Chu,Trustee,Dartmouth College,,,,294.0,,,107672454.0,182670.0,True,,,,Trustee
Karen C. Francis,Trustee,Dartmouth College,,Dartmouth 1984 AB; Harvard 1989 MBA,"Vice President; President and Chief Executive Officer, ConsumerConnect, Ford Motor Company",294.0,,,107672454.0,182670.0,True,,,,Trustee
