Name,Position,Institution,SubInstitution,Education,Other Affiliation,page,Notes,Career,AffiliationId,carnegie_id,PrimarySample,FixedPosition
"Rev. M. William Howard, Jr",Chairman,Rutgers State University Of New Jersey,,Morehouse Col 1968 BA; Princeton Sem 1972 MDiv,"Pastor, Bethany Baptist Church",595.0,,,102322142.0,186380.0,True,Board President
Patrick M. Ryan,Governor,Rutgers State University Of New Jersey,,Notre Dame 1967,"President and Chief Executive Officer, Yardville National Bank; Trustee, Board of Trustees, Rutgers, The State University of New Jersey",595.0,,,102322142.0,186380.0,True,Trustee
Richard L. McCormick,Ex Officio Governor,Rutgers State University Of New Jersey,,,,595.0,,,102322142.0,186380.0,True,"Trustee, Ex Officio"
Eugene Michael O'Hara,Governor,Rutgers State University Of New Jersey,,Rutgers (Newark) 1962 BS,"Chief Financial Officer, Prudential Insurance Company of America",595.0,,,102322142.0,186380.0,True,Trustee
Samuel Rabinowitz,Faculty Representative Governor,Rutgers State University Of New Jersey,,,,595.0,,,102322142.0,186380.0,True,Other Board Member
"John F. Russo, Sr.",Governor,Rutgers State University Of New Jersey,,Notre Dame 1955; Columbia 1958 JD,"Partner, Princeton Public Affairs Group, Inc",595.0,,,102322142.0,186380.0,True,Trustee
George R. Zoffinger,Governor,Rutgers State University Of New Jersey,,Penn State 1970 BA: NYU 1971 MA,"President and Chief Executive Officer, New Jersey Sports and Exposition Authority Capital Corporation",595.0,,,102322142.0,186380.0,True,Trustee
Patricia Nachtigal,Vice Chairman,Rutgers State University Of New Jersey,,Montclair State Col 1968 BA; Rutgers (Newark) 1976 JD; NYU 1982 LLM,"Senior Vice President and General Counsel, Ingersoll-Rand Company Limited",595.0,,,102322142.0,186380.0,True,Board Vice President
Duncan L. MacMillan,Governor,Rutgers State University Of New Jersey,,Rutgers 1966 BA; Fordham 1967 MA; NYU 1971 MBA,,595.0,,,102322142.0,186380.0,True,Trustee
Cecilia E. McGraw,Trustee,Saint Marys College Of California,,,"Lawyer and Case Manager, Scarlett Law Group",609.0,,,177081203.0,123554.0,False,Regent
"Brother Vincent Malham, FSC",Trustee,Saint Marys College Of California,,St Mary's U (MN) BA; Washington U (MO) MM; U Laval (Canada) DME,"President, Christian Brothers University",609.0,,,177081203.0,123554.0,False,Regent
Philip E. Lebherz,Trustee,Saint Marys College Of California,,,"Chairman and Chief Executive Officer, LISI, Inc",609.0,,,177081203.0,123554.0,False,Regent
Meghan Birmingham Leader,Trustee,Saint Marys College Of California,,"St Mary's Col (CA) BA, MBA","Vice President and Head, Global Business Operations, Novartis Vaccines and Diagnostics, Inc",609.0,,,177081203.0,123554.0,False,Regent
"Brother Christopher Brady, FSC",Secretary,Saint Marys College Of California,,,"Principal, De La Salle High School",609.0,,,177081203.0,123554.0,False,Other Board Member
"Brother Stanislaus Campbell, FSC",Trustee,Saint Marys College Of California,,,"Provincial, San Francisco Province, Order of the Brothers of the Christian Schools",609.0,,,177081203.0,123554.0,False,Regent
Raymond W. Syufy,Trustee,Saint Marys College Of California,,,"Chief Executive Officer, Century Theatres, Inc",609.0,,,177081203.0,123554.0,False,Regent
George F. Schmitt,Trustee,Saint Marys College Of California,,,,609.0,,,177081203.0,123554.0,False,Regent
"Rev. Patrick LaBelle, OP",Trustee,Saint Marys College Of California,,,,609.0,,,177081203.0,123554.0,False,Regent
"Brother Edmond Larouche, FSC",Trustee,Saint Marys College Of California,,,"President, St. Mary's College High School",609.0,,,177081203.0,123554.0,False,Regent
James R. Quandt,Chairman,Saint Marys College Of California,,,"Partner, Hudson Highland Group, Inc",609.0,,,177081203.0,123554.0,False,Board President
"Brother Louis DeThomasis, FSC",Trustee,Saint Marys College Of California,,Georgetown 1963 BSFS; Union Inst PhD; Georgetown LLD,"Chancellor, Saint Mary's University of Minnesota",609.0,,,177081203.0,123554.0,False,Regent
Thomas P. O'Donnell,Trustee,Saint Marys College Of California,,,"Member, Ferrari Ottoboni LLP",609.0,,,177081203.0,123554.0,False,Regent
Russell J. Harrison,Trustee,Saint Marys College Of California,,,"President and Chief Executive Officer, onManagement, inc",609.0,,,177081203.0,123554.0,False,Regent
"Brother Ronald Gallagher, FSC",Trustee,Saint Marys College Of California,,,,609.0,,,177081203.0,123554.0,False,Regent
Richard M. DeLuna,Trustee,Saint Marys College Of California,,,"Chairman and Chief Executive Officer, Collection Bureau of America",609.0,,,177081203.0,123554.0,False,Regent
Sherie Dodsworth,Trustee,Saint Marys College Of California,,,"President, ROl Assistance",609.0,,,177081203.0,123554.0,False,Regent
Louisa Garaventa-Binswanger,Trustee,Saint Marys College Of California,,,,609.0,,,177081203.0,123554.0,False,Regent
Peter W. Kelly,Trustee,Saint Marys College Of California,,,"Partner, TMP/Highland Partners",609.0,,,177081203.0,123554.0,False,Regent
A. David Cobo,Trustee,Saint Marys College Of California,,"San Francisco State BA, MA","Chief Executive Officer, Prudential California Nevada/Texas Realty",609.0,,,177081203.0,123554.0,False,Regent
Robin J. Driscoll,Trustee,Saint Marys College Of California,,,,609.0,,,177081203.0,123554.0,False,Regent
Reginald V. Terrell,Trustee,Saint Marys College Of California,,,"Attorney, Terrel Law Group",609.0,,,177081203.0,123554.0,False,Regent
Audrey L. Richardson,Trustee,Saint Marys College Of California,,,"Owner and Manager, ELM Enterprises",609.0,,,177081203.0,123554.0,False,Regent
Ellen M. Hancock,Trustee,Santa Clara University,,New Rochelle 1965 BA; Fordham 1966 MA,,619.0,,,16269868.0,122931.0,False,Regent
William S. Carter,Trustee,Santa Clara University,,,"Partner, Irell & Manella LLP 1800 Avenue of the Stars, Suite 900, Los Angeles, CA 90067-4276",619.0,,,16269868.0,122931.0,False,Regent
"P. Anthony ""Tony"" Ridder",Trustee,Santa Clara University,,Michigan 1962 BA,,619.0,,,16269868.0,122931.0,False,Regent
Michael J. Carey,Trustee,Santa Clara University,,,"President, Seirus Gloves and Accessories; President, Seirus Innovative Accessories 13975 Danielson Street, Poway, CA 92064",619.0,,,16269868.0,122931.0,False,Regent
"Rev. James P. Flaherty, S.J",Trustee,Santa Clara University,,Marquette 1978; New School 2003,"Rector, Jesuit Community, Marquette University",619.0,,,16269868.0,122931.0,False,Regent
Paul F. Gentzkow.,Trustee,Santa Clara University,,,"President and Chief Operating Officer, Staffing Services, Robert Half International Inc",619.0,,,16269868.0,122931.0,False,Regent
Rebecca Guerra,Trustee,Santa Clara University,,,"Vice President, Human Resources, Extreme Networks, Inc",619.0,,,16269868.0,122931.0,False,Regent
Salvador O. Gutierrez.,Trustee,Santa Clara University,,,"President, Western Technology Investment",619.0,,,16269868.0,122931.0,False,Regent
"Rupert H. Johnson, Jr",Trustee,Santa Clara University,,,"Vice Chairman, Franklin Resources, Inc",619.0,,,16269868.0,122931.0,False,Regent
"Michael R. ""Mike"" Splinter",Trustee,Santa Clara University,,"Wisconsin 1972 BSEE, 1974 MSEE","President and Chief Executive Officer, Applied Materials, IncPO. Box 58039, Santa Clara, CA 95054-3299",620.0,,,16269868.0,122931.0,False,Regent
Tasce Simon,Trustee,Santa Clara University,,,,619.0,,,16269868.0,122931.0,False,Regent
Edward A. Panelli,Trustee,Santa Clara University,,,,619.0,,,16269868.0,122931.0,False,Regent
Robert H. Smith,Trustee,Santa Clara University,,USC,,620.0,,,16269868.0,122931.0,False,Regent
Larry W. Sonsini,Trustee,Santa Clara University,,UC Berkeley 1963 AB; Boalt Hall 1966 JD,"Chairman, Executive Management Committee",620.0,,,16269868.0,122931.0,False,Regent
Louis M. Castruccio,Trustee,Santa Clara University,,,,619.0,,,16269868.0,122931.0,False,Regent
William E. Terry,Trustee,Santa Clara University,,,,620.0,,,16269868.0,122931.0,False,Regent
Agnieszka Winkler,Trustee,Santa Clara University,,,,620.0,,,16269868.0,122931.0,False,Regent
"Gregory R. Bonfiglio, S.J",Trustee,Santa Clara University,,,,619.0,,,16269868.0,122931.0,False,Regent
Jon R. Aboitiz,Trustee,Santa Clara University,,,"President, Jesuit High School",619.0,,,16269868.0,122931.0,False,Regent
"Margaret M. ""Peggy"" Bradshaw",Trustee,Santa Clara University,,Santa Clara 1972 BS; Smith 1979 MA,"National Director, Small Business Banking, Comerica Incorporated Comerica Tower at Detroit Center, 500 Woodward Avenue, Detroit, MI 48226",619.0,,,16269868.0,122931.0,False,Regent
"Rev. Joseph P. Daoust, S.J",Trustee,Santa Clara University,,,"President, Jesuit School of Theology, University of California, Berkeley Berkeley, CA 94720 Tel: (510) 841-8804",619.0,,,16269868.0,122931.0,False,Regent
John A. Sobrato,Trustee,Santa Clara University,,,,620.0,,,16269868.0,122931.0,False,Regent
"Rev. Eduardo C. Fernandez, S.J",Trustee,Santa Clara University,,,,619.0,,,16269868.0,122931.0,False,Regent
David C. Drummond,Trustee,Santa Clara University,,Santa Clara BA; Stanford 1989 JD,"Senior Vice President and Chief Legal Officer, Google Inc1600 Amphitheatre Parkway, Mountain View, CA 94043 Tel: (650) 623-4000",619.0,,,16269868.0,122931.0,False,Regent
"Rev. Gerald T. Cobb, S.J",Trustee,Santa Clara University,,,"Associate Professor, Department of English Seattle University 901 12th Avenue, Seattle, WA 98122-1090",619.0,,,16269868.0,122931.0,False,Regent
"Thomas J. Reese, S.J",Trustee,Santa Clara University,,Saint Louis U 1968 MA; Jesuit Berkeley 1974 MDiv; UC Berkeley 1976 PhD,,619.0,,,16269868.0,122931.0,False,Regent
Robert W. Peters,Trustee,Santa Clara University,,,,619.0,,,16269868.0,122931.0,False,Regent
Leon E. Panetta,Trustee,Santa Clara University,,,"Founder and Director, The Leon and Sylvia Panetta Institute for Public Policy",619.0,,,16269868.0,122931.0,False,Regent
Kapil Nanda .,Trustee,Santa Clara University,,,"Founder, Chairman and Chief Executive Officer, Infogain Corporation",619.0,,,16269868.0,122931.0,False,Regent
Richard M. Moley,Trustee,Santa Clara University,,,"Chairman, President and Chief Executive Officer, StrataCom, Inc. (1986-1996)",619.0,,,16269868.0,122931.0,False,Regent
Regis McKenna,Trustee,Santa Clara University,,,,619.0,,,16269868.0,122931.0,False,Regent
Michael T. McCarthy,Trustee,Santa Clara University,,,,619.0,,,16269868.0,122931.0,False,Regent
"Rev. Joseph M. MeShane, S.J",Trustee,Santa Clara University,,,"President, Fordham University at Rose Hil",619.0,,,16269868.0,122931.0,False,Regent
"Gerdenio M. ""Sonny"" Manuel, S.J.",Ex Officio Trustee,Santa Clara University,,U San Francisco 1971 BA; Jesuit Berkeley 1978 MDiv; Duke 1985 PhD,,619.0,,,16269868.0,122931.0,False,"Regent, Ex Officio"
"Robert J. Finocchio, Jr",Trustee,Santa Clara University,,Santa Clara 1973 BS; Harvard 1977 MBA,,619.0,,,16269868.0,122931.0,False,Regent
Jennifer Konecny.,Trustee,Santa Clara University,,,,619.0,,,16269868.0,122931.0,False,Regent
"A. C. ""Mike"" Markkula, Jr",Chairman,Santa Clara University,,,"Owner, A.C.M. Investments",619.0,,,16269868.0,122931.0,False,Board President
Heidi LeBaron Leupp,Trustee,Santa Clara University,,Santa Clara,,619.0,,,16269868.0,122931.0,False,Regent
"J. Terrence ""Terry"" Lanni.",Trustee,Santa Clara University,,,"Chairman and Chief Executive Officer, MGM MIRAGE",619.0,,,16269868.0,122931.0,False,Regent
"Rev. Paul L. Locatelli, S.J",Trustee,Santa Clara University,,,,619.0,,,16269868.0,122931.0,False,Regent
Lorry I. Lokey,Trustee,Santa Clara University,,,"Chairman, Business Wire",619.0,,,16269868.0,122931.0,False,Regent
Donald L. Lucas,Trustee,Santa Clara University,,"Stanford 1951 AB, 1953 MBA",,619.0,,,16269868.0,122931.0,False,Regent
"John C. ""Jack"" Lewis",Trustee,Santa Clara University,,Cal State (Fresno) 1957 BS,,619.0,,,16269868.0,122931.0,False,Regent
Bruce A. Tomason,Trustee,Seton Hall University,,,"President and Chief Executive Officer, Alterna LLC",626.0,,,12524447.0,186584.0,True,Regent
Gerald P. Buccino,Trustee,Seton Hall University,,,"President, The Buccino Foundation",626.0,,,12524447.0,186584.0,True,Regent
Thomas J. Sharkey,Trustee,Seton Hall University,,,"General Partner, Sharkey & Associates, LLC",626.0,,,12524447.0,186584.0,True,Regent
Pamela M. Swartzberg.,Secretary,Seton Hall University,,,"Chair, Womens Commission, Archdiocese of Newark",626.0,,,12524447.0,186584.0,True,Other Board Member
Joseph P. LaSala,Trustee,Seton Hall University,,St Peter's Col 1969 BS; Seton Hall 1972 JD,"Partner, McElroy, Deutsch, Mulvaney & Carpenter, LLP",626.0,,,12524447.0,186584.0,True,Regent
Kurt T. Borowsky,Trustee,Seton Hall University,,,"Chairman, Van Beuren Management, Inc",626.0,,,12524447.0,186584.0,True,Regent
Monsignor Robert Sheeran,Trustee,Seton Hall University,,,,626.0,,,12524447.0,186584.0,True,Regent
Monsignor Robert Wister,Trustee,Seton Hall University,,,,626.0,,,12524447.0,186584.0,True,Regent
Phillip Frese,Trustee,Seton Hall University,,,"Executive Vice President, Operations, Catholic Health and Human Services Corporation",626.0,,,12524447.0,186584.0,True,Regent
Monsignor James M. Cafone,Vice Chairman,Seton Hall University,,,,626.0,,,12524447.0,186584.0,True,Board Vice President
The Most Reverend John J. Myers,Chairman,Seton Hall University,,,"Archbishop, Archdiocese of Newark",626.0,,,12524447.0,186584.0,True,Board President
Rev. Joseph Reilly,Trustee,Seton Hall University,,,,626.0,,,12524447.0,186584.0,True,Regent
John J. Schimpf,Trustee,Seton Hall University,,,"Consultant and Portfolio Manager, Denholtz Associates",626.0,,,12524447.0,186584.0,True,Regent
The Most Reverend Aurthur J. Serratelli,Trustee,Seton Hall University,,Seton Hall 1965 BA; Pontifical Gregorian (Italy) DD,"Affiliation: Bishop, Diocese of Paterson",626.0,,,12524447.0,186584.0,True,Regent
Monsignor John Doran,Trustee,Seton Hall University,,,"Vicar General and Moderator of the Curia, Archdiocese of Newark",626.0,,,12524447.0,186584.0,True,Regent
Randy A. Daniels,Vice Chairman,State University Of New York System,,Southern Illinois BA,,660.0,,,1327163397.0,,False,Board Vice President
Thomas F. Egan,Trustee,State University Of New York System,,,,660.0,,,1327163397.0,,False,Member
Father John J. Cremins,Member,State University Of New York System,,,,660.0,,,1327163397.0,,False,Member
Edward F. Cox,Member,State University Of New York System,,Princeton 1968 AB: Harvard 1972 JD,,660.0,,,1327163397.0,,False,Member
Christopher Parker Conners,Member,State University Of New York System,,,Vice President. British American,660.0,,,1327163397.0,,False,Member
Thomas F. Egan,Trustee,State University of New York at Albany,,,,660.0,,,392282.0,,True,Member
Thomas F. Egan,Trustee,State University of New York at Albany,,,,660.0,,,392282.0,,True,Member
Father John J. Cremins,Member,State University of New York at Albany,,,,660.0,,,392282.0,,True,Member
Edward F. Cox,Member,State University of New York at Albany,,Princeton 1968 AB: Harvard 1972 JD,,660.0,,,392282.0,,True,Member
Christopher Parker Conners,Member,State University of New York at Albany,,,Vice President. British American,660.0,,,392282.0,,True,Member
Father John J. Cremins,Member,State University of New York at Albany,,,,660.0,,,392282.0,,True,Member
Randy A. Daniels,Vice Chairman,State University of New York at Albany,,Southern Illinois BA,,660.0,,,392282.0,,True,Board Vice President
Randy A. Daniels,Vice Chairman,State University of New York at Albany,,Southern Illinois BA,,660.0,,,392282.0,,True,Board Vice President
Father John J. Cremins,Member,State University of New York at Albany,,,,660.0,,,392282.0,,True,Member
Edward F. Cox,Member,State University of New York at Albany,,Princeton 1968 AB: Harvard 1972 JD,,660.0,,,392282.0,,True,Member
Thomas F. Egan,Trustee,State University of New York at Albany,,,,660.0,,,392282.0,,True,Member
Christopher Parker Conners,Member,State University of New York at Albany,,,Vice President. British American,660.0,,,392282.0,,True,Member
Edward F. Cox,Member,State University of New York at Albany,,Princeton 1968 AB: Harvard 1972 JD,,660.0,,,392282.0,,True,Member
Father John J. Cremins,Member,State University of New York at Albany,,,,660.0,,,392282.0,,True,Member
Randy A. Daniels,Vice Chairman,State University of New York at Albany,,Southern Illinois BA,,660.0,,,392282.0,,True,Board Vice President
Edward F. Cox,Member,State University of New York at Albany,,Princeton 1968 AB: Harvard 1972 JD,,660.0,,,392282.0,,True,Member
Christopher Parker Conners,Member,State University of New York at Albany,,,Vice President. British American,660.0,,,392282.0,,True,Member
Thomas F. Egan,Trustee,State University of New York at Albany,,,,660.0,,,392282.0,,True,Member
Christopher Parker Conners,Member,State University of New York at Albany,,,Vice President. British American,660.0,,,392282.0,,True,Member
Randy A. Daniels,Vice Chairman,State University of New York at Albany,,Southern Illinois BA,,660.0,,,392282.0,,True,Board Vice President
Edward F. Cox,Member,State University of New York at Binghamton,,Princeton 1968 AB: Harvard 1972 JD,,660.0,,,123946342.0,,True,Member
Christopher Parker Conners,Member,State University of New York at Binghamton,,,Vice President. British American,660.0,,,123946342.0,,True,Member
Thomas F. Egan,Trustee,State University of New York at Binghamton,,,,660.0,,,123946342.0,,True,Member
Father John J. Cremins,Member,State University of New York at Binghamton,,,,660.0,,,123946342.0,,True,Member
Christopher Parker Conners,Member,State University of New York at Binghamton,,,Vice President. British American,660.0,,,123946342.0,,True,Member
Thomas F. Egan,Trustee,State University of New York at Binghamton,,,,660.0,,,123946342.0,,True,Member
Thomas F. Egan,Trustee,State University of New York at Binghamton,,,,660.0,,,123946342.0,,True,Member
Edward F. Cox,Member,State University of New York at Binghamton,,Princeton 1968 AB: Harvard 1972 JD,,660.0,,,123946342.0,,True,Member
Randy A. Daniels,Vice Chairman,State University of New York at Binghamton,,Southern Illinois BA,,660.0,,,123946342.0,,True,Board Vice President
Edward F. Cox,Member,State University of New York at Binghamton,,Princeton 1968 AB: Harvard 1972 JD,,660.0,,,123946342.0,,True,Member
Christopher Parker Conners,Member,State University of New York at Binghamton,,,Vice President. British American,660.0,,,123946342.0,,True,Member
Father John J. Cremins,Member,State University of New York at Binghamton,,,,660.0,,,123946342.0,,True,Member
Randy A. Daniels,Vice Chairman,State University of New York at Binghamton,,Southern Illinois BA,,660.0,,,123946342.0,,True,Board Vice President
Randy A. Daniels,Vice Chairman,State University of New York at Binghamton,,Southern Illinois BA,,660.0,,,123946342.0,,True,Board Vice President
Father John J. Cremins,Member,State University of New York at Binghamton,,,,660.0,,,123946342.0,,True,Member
Father John J. Cremins,Member,State University of New York at Binghamton,,,,660.0,,,123946342.0,,True,Member
Thomas F. Egan,Trustee,State University of New York at Binghamton,,,,660.0,,,123946342.0,,True,Member
Randy A. Daniels,Vice Chairman,State University of New York at Binghamton,,Southern Illinois BA,,660.0,,,123946342.0,,True,Board Vice President
Edward F. Cox,Member,State University of New York at Binghamton,,Princeton 1968 AB: Harvard 1972 JD,,660.0,,,123946342.0,,True,Member
Christopher Parker Conners,Member,State University of New York at Binghamton,,,Vice President. British American,660.0,,,123946342.0,,True,Member
Randy A. Daniels,Vice Chairman,State University of New York at Buffalo,,Southern Illinois BA,,660.0,,,63190737.0,,True,Board Vice President
Randy A. Daniels,Vice Chairman,State University of New York at Buffalo,,Southern Illinois BA,,660.0,,,63190737.0,,True,Board Vice President
Thomas F. Egan,Trustee,State University of New York at Buffalo,,,,660.0,,,63190737.0,,True,Member
Christopher Parker Conners,Member,State University of New York at Buffalo,,,Vice President. British American,660.0,,,63190737.0,,True,Member
Edward F. Cox,Member,State University of New York at Buffalo,,Princeton 1968 AB: Harvard 1972 JD,,660.0,,,63190737.0,,True,Member
Edward F. Cox,Member,State University of New York at Buffalo,,Princeton 1968 AB: Harvard 1972 JD,,660.0,,,63190737.0,,True,Member
Christopher Parker Conners,Member,State University of New York at Buffalo,,,Vice President. British American,660.0,,,63190737.0,,True,Member
Father John J. Cremins,Member,State University of New York at Buffalo,,,,660.0,,,63190737.0,,True,Member
Randy A. Daniels,Vice Chairman,State University of New York at Buffalo,,Southern Illinois BA,,660.0,,,63190737.0,,True,Board Vice President
Father John J. Cremins,Member,State University of New York at Buffalo,,,,660.0,,,63190737.0,,True,Member
Edward F. Cox,Member,State University of New York at Buffalo,,Princeton 1968 AB: Harvard 1972 JD,,660.0,,,63190737.0,,True,Member
Thomas F. Egan,Trustee,State University of New York at Buffalo,,,,660.0,,,63190737.0,,True,Member
Christopher Parker Conners,Member,State University of New York at Buffalo,,,Vice President. British American,660.0,,,63190737.0,,True,Member
Randy A. Daniels,Vice Chairman,State University of New York at Buffalo,,Southern Illinois BA,,660.0,,,63190737.0,,True,Board Vice President
Father John J. Cremins,Member,State University of New York at Buffalo,,,,660.0,,,63190737.0,,True,Member
Edward F. Cox,Member,State University of New York at Buffalo,,Princeton 1968 AB: Harvard 1972 JD,,660.0,,,63190737.0,,True,Member
Christopher Parker Conners,Member,State University of New York at Buffalo,,,Vice President. British American,660.0,,,63190737.0,,True,Member
Thomas F. Egan,Trustee,State University of New York at Buffalo,,,,660.0,,,63190737.0,,True,Member
Thomas F. Egan,Trustee,State University of New York at Buffalo,,,,660.0,,,63190737.0,,True,Member
Father John J. Cremins,Member,State University of New York at Buffalo,,,,660.0,,,63190737.0,,True,Member
Thomas F. Egan,Trustee,"State University of New York, Stony Brook",,,,660.0,,,59553526.0,,True,Member
Christopher Parker Conners,Member,"State University of New York, Stony Brook",,,Vice President. British American,660.0,,,59553526.0,,True,Member
Edward F. Cox,Member,"State University of New York, Stony Brook",,Princeton 1968 AB: Harvard 1972 JD,,660.0,,,59553526.0,,True,Member
Randy A. Daniels,Vice Chairman,"State University of New York, Stony Brook",,Southern Illinois BA,,660.0,,,59553526.0,,True,Board Vice President
Edward F. Cox,Member,"State University of New York, Stony Brook",,Princeton 1968 AB: Harvard 1972 JD,,660.0,,,59553526.0,,True,Member
Thomas F. Egan,Trustee,"State University of New York, Stony Brook",,,,660.0,,,59553526.0,,True,Member
Christopher Parker Conners,Member,"State University of New York, Stony Brook",,,Vice President. British American,660.0,,,59553526.0,,True,Member
Christopher Parker Conners,Member,"State University of New York, Stony Brook",,,Vice President. British American,660.0,,,59553526.0,,True,Member
Randy A. Daniels,Vice Chairman,"State University of New York, Stony Brook",,Southern Illinois BA,,660.0,,,59553526.0,,True,Board Vice President
Father John J. Cremins,Member,"State University of New York, Stony Brook",,,,660.0,,,59553526.0,,True,Member
Randy A. Daniels,Vice Chairman,"State University of New York, Stony Brook",,Southern Illinois BA,,660.0,,,59553526.0,,True,Board Vice President
Father John J. Cremins,Member,"State University of New York, Stony Brook",,,,660.0,,,59553526.0,,True,Member
Father John J. Cremins,Member,"State University of New York, Stony Brook",,,,660.0,,,59553526.0,,True,Member
Christopher Parker Conners,Member,"State University of New York, Stony Brook",,,Vice President. British American,660.0,,,59553526.0,,True,Member
Edward F. Cox,Member,"State University of New York, Stony Brook",,Princeton 1968 AB: Harvard 1972 JD,,660.0,,,59553526.0,,True,Member
Christopher Parker Conners,Member,"State University of New York, Stony Brook",,,Vice President. British American,660.0,,,59553526.0,,True,Member
Edward F. Cox,Member,"State University of New York, Stony Brook",,Princeton 1968 AB: Harvard 1972 JD,,660.0,,,59553526.0,,True,Member
Randy A. Daniels,Vice Chairman,"State University of New York, Stony Brook",,Southern Illinois BA,,660.0,,,59553526.0,,True,Board Vice President
Father John J. Cremins,Member,"State University of New York, Stony Brook",,,,660.0,,,59553526.0,,True,Member
Randy A. Daniels,Vice Chairman,"State University of New York, Stony Brook",,Southern Illinois BA,,660.0,,,59553526.0,,True,Board Vice President
Father John J. Cremins,Member,"State University of New York, Stony Brook",,,,660.0,,,59553526.0,,True,Member
Thomas F. Egan,Trustee,"State University of New York, Stony Brook",,,,660.0,,,59553526.0,,True,Member
Thomas F. Egan,Trustee,"State University of New York, Stony Brook",,,,660.0,,,59553526.0,,True,Member
Thomas F. Egan,Trustee,"State University of New York, Stony Brook",,,,660.0,,,59553526.0,,True,Member
Edward F. Cox,Member,"State University of New York, Stony Brook",,Princeton 1968 AB: Harvard 1972 JD,,660.0,,,59553526.0,,True,Member
Timothy B. Anderson,Trustee,University Of Utah,,Southern Utah 1975 BA; J Reuben Clark Law 1978 JD,,920.0,,,223532165.0,230764.0,True,Regent
Jim M. Wall,Trustee,University Of Utah,,,,921.0,,,223532165.0,230764.0,True,Regent
Laura Snow,Secretary,University Of Utah,,,,921.0,,,223532165.0,230764.0,True,Other Board Member
Lorena Riffo-Jenson,Trustee,University Of Utah,,,,921.0,,,223532165.0,230764.0,True,Regent
Scott Parker,Trustee,University Of Utah,,,,921.0,,,223532165.0,230764.0,True,Regent
Spencer Pearson,Student Trustee,University Of Utah,,,,921.0,,,223532165.0,230764.0,True,Other Board Member
Clark D. Ivory,Trustee,University Of Utah,,,,921.0,,,223532165.0,230764.0,True,Regent
C. Hope Eccles,Trustee,University Of Utah,,,"Chairman, Salt Lake City (UT) Branch, Federal Reserve System",921.0,,,223532165.0,230764.0,True,Regent
Roger H. Boyer,Vice Chairman,University Of Utah,,,,921.0,,,223532165.0,230764.0,True,Board Vice President
Randy L. Dryer,Chairman,University Of Utah,,,,921.0,,,223532165.0,230764.0,True,Board President
Spencer Kinard,Trustee,University Of Utah,,,,921.0,,,223532165.0,230764.0,True,Regent
Richard Shipley,Chairman,Utah State University,,,"President and Chief Executive Officer, Shipley Associates",967.0,,,121980950.0,230728.0,True,Board President
Paul D. Parkinson,Trustee,Utah State University,,,,967.0,,,121980950.0,230728.0,True,Regent
Richard Nelson,Trustee,Utah State University,,,,967.0,,,121980950.0,230728.0,True,Regent
Scott R. Watterson,Trustee,Utah State University,,,,967.0,,,121980950.0,230728.0,True,Regent
Peter A. McChesney,Trustee,Utah State University,,,,967.0,,,121980950.0,230728.0,True,Regent
Douglas S. Foxley,Trustee,Utah State University,,,"Attorney, Foxley & Pignanelli",967.0,,,121980950.0,230728.0,True,Regent
Suzanne Pierce Moore,Vice Chairman,Utah State University,,,,967.0,,,121980950.0,230728.0,True,Board Vice President
Robert L. Foley,Trustee,Utah State University,,"Utah State 1972 BA, 1974 MS: Utah 1978 JD","Attorney, Foxley & Pignanelli",967.0,,,121980950.0,230728.0,True,Regent
David P. Cook,Trustee,Utah State University,,,,967.0,,,121980950.0,230728.0,True,Regent
Lee H. Burke,Secretary,Utah State University,,,"Partner, PricewaterhouseCoopers",967.0,,,121980950.0,230728.0,True,Other Board Member
David Johnson III,Trustee,Utah State University,,,"Debt Collections Office Director, Administrative Services Department, State of Utah",967.0,,,121980950.0,230728.0,True,Regent
Lori L. Wagner,Board Member,Virginia Polytechnic Institute And State University,,Virginia Tech,,980.0,,,859038795.0,233921.0,True,Member
James R. Smith,Board Member,Virginia Polytechnic Institute And State University,,Virginia Tech 1974,,979.0,,,859038795.0,233921.0,True,Member
Ryan C. Smith,Undergraduate Student Representative,Virginia Polytechnic Institute And State University,,,,979.0,,,859038795.0,233921.0,True,Other Board Member
Philip S. Thompson,Board Member,Virginia Polytechnic Institute And State University,,,,979.0,,,859038795.0,233921.0,True,Member
Morry J. Weiss,Chairman,Yeshiva University,,,"Chairman, American Greetings Corporation One American Road, Cleveland, OH 44144-2398",1030.0,,,19772626.0,197708.0,True,Board President
David Yagoda,Trustee,Yeshiva University,,,,1030.0,,,19772626.0,197708.0,True,Overseer
Sy Syms,Vice Chairman,Yeshiva University,,,"Chairman, Syms Corporation",1030.0,,,19772626.0,197708.0,True,Board Vice President
Moshael J. Straus,Trustee,Yeshiva University,,,,1030.0,,,19772626.0,197708.0,True,Overseer
Ronald P. Stanton,Trustee,Yeshiva University,,,,1030.0,,,19772626.0,197708.0,True,Overseer
Irwin Shapiro,Trustee,Yeshiva University,,,,1030.0,,,19772626.0,197708.0,True,Overseer
Mordecai D. Katz,Trustee,Yeshiva University,,,,1030.0,,,19772626.0,197708.0,True,Overseer
Jav L. Schottenstein,Trustee,Yeshiva University,,,"Chairman of the Board and Chief Executive Officer, DSW Inc4150 East Fifth Avenue, Columbus, OH 43219",1030.0,,,19772626.0,197708.0,True,Overseer
David I. Schachne,Trustee,Yeshiva University,,,,1030.0,,,19772626.0,197708.0,True,Overseer
