Name,Position,Institution,SubInstitution,Education,Other Affiliation,page,Contact,Notes,AffiliationId,FullName,carnegie_id,PrimarySample,FixedPosition
"Dr. Gerdenio M. ""Sonny"" Manuel, S.J.",Trustee,Loyola Marymount University,,U San Francisco 1971 BA; Jesuit Berkeley 1978 MDiv; Duke 1985 PhD,,320.0,,,35566140.0,Loyola Marymount University,117946.0,True,Regent
William Howard Ahmanson,Trustee,Loyola Marymount University,,,"President, The Ahmanson Foundation",319.0,,,35566140.0,Loyola Marymount University,117946.0,True,Regent
Kathleen Hannon Aikenhead,Chair,Loyola Marymount University,,Bucknell BS,,319.0,,,35566140.0,Loyola Marymount University,117946.0,True,Board President
"Sister Rita Arthur, RSHM, PhD",Trustee,Loyola Marymount University,,,,319.0,,,35566140.0,Loyola Marymount University,117946.0,True,Regent
Robert C. Baker,Trustee,Loyola Marymount University,,Yale 1956 BA. 1959 LLB,,319.0,,,35566140.0,Loyola Marymount University,117946.0,True,Regent
James R. Belardi,Trustee,Loyola Marymount University,,Stanford 1979 BA: UCLA 1981 MBA,,319.0,,,35566140.0,Loyola Marymount University,117946.0,True,Regent
"Gerald R. Blaszczak, S.J",Trustee,Loyola Marymount University,,Fordham BA: Harvard 1983 PhD,,319.0,,,35566140.0,Loyola Marymount University,117946.0,True,Regent
Alex Martin Chaves,Trustee,Loyola Marymount University,,Loyola Marymount 1986,,319.0,,,35566140.0,Loyola Marymount University,117946.0,True,Regent
Frederick B. Craves,Trustee,Loyola Marymount University,,Georgetown 1967 BS: UC San Francisco PhD,,319.0,,,35566140.0,Loyola Marymount University,117946.0,True,Regent
David W. Burcham,Trustee,Loyola Marymount University,,Loyola Marymount 1967,,319.0,,,35566140.0,Loyola Marymount University,117946.0,True,Regent
Elbridge H. Stuart III,Trustee,Loyola Marymount University,,,,320.0,,,35566140.0,Loyola Marymount University,117946.0,True,Regent
David S. DeVito,Trustee,Loyola Marymount University,,,"Executive Vice President and Chief Administrative Officer, The TCW Group, Inc865 South Figueroa Street, Suite 1800, Los Angeles, CA 90017 Education: UCLA BA",319.0,,,35566140.0,Loyola Marymount University,117946.0,True,Regent
"Rudy F. deLeon, Jr.",Trustee,Loyola Marymount University,,Loyola Marymount 1974,,319.0,,,35566140.0,Loyola Marymount University,117946.0,True,Regent
Nelly Llanos Kilroy,Trustee,Loyola Marymount University,,,,319.0,,,35566140.0,Loyola Marymount University,117946.0,True,Regent
"Gregory M. Goethals, S.JMary Elizabeth Ingham, CSJ",Trustee,Loyola Marymount University,,Loyola Marymount 1973. 1981,,319.0,,,35566140.0,Loyola Marymount University,117946.0,True,Regent
"Rev. Gerald T. ""Jerry"" Cobb, S.J",Secretary,Loyola Marymount University,,,"Associate Professor, Department of English, Seattle University",319.0,,,35566140.0,Loyola Marymount University,117946.0,True,Other Board Member
Norean V. DreierKathleen M. Duncan,Trustee,Loyola Marymount University,,,,319.0,,,35566140.0,Loyola Marymount University,117946.0,True,Regent
Karen J. DialThe Honorable Irma J. Brown Dillon,Trustee,Loyola Marymount University,,Loyola Marymount 1970. 1973,,319.0,,,35566140.0,Loyola Marymount University,117946.0,True,Regent
"Sister Mary Genino, RSHM",Trustee,Loyola Marymount University,,,,319.0,,,35566140.0,Loyola Marymount University,117946.0,True,Regent
Anthony R. Slimowicz,Trustee,New Jersey Institute Of Technology,,,"Managing Director, WCD Capital Partners, LLC",369.0,,,118118575.0,New Jersey Institute Of Technology,185828.0,True,Overseer
Vincent L. DeCaprio,Trustee,New Jersey Institute Of Technology,,NJIT 1972,"President, Vyteris Holdings",369.0,,,118118575.0,New Jersey Institute Of Technology,185828.0,True,Overseer
"Lawrence A. ""Larry"" Raia, PE",Trustee,New Jersey Institute Of Technology,,,,369.0,,,118118575.0,New Jersey Institute Of Technology,185828.0,True,Overseer
Henry A. Mauermeyer,Treasurer,New Jersey Institute Of Technology,,,"Senior Vice President, Administration and Treasurer, New Jersey Institute of Technology",369.0,,,118118575.0,New Jersey Institute Of Technology,185828.0,True,Other Board Member
"Anthony J. Knapp, Jr",Trustee,New Jersey Institute Of Technology,,,,369.0,,,118118575.0,New Jersey Institute Of Technology,185828.0,True,Overseer
"Elizabeth ""Liz"" Garcia I",Trustee,New Jersey Institute Of Technology,,,"Manager, Public Affairs, Infineum",369.0,,,118118575.0,New Jersey Institute Of Technology,185828.0,True,Overseer
Binay Sugla,Trustee,New Jersey Institute Of Technology,,,"Chief Executive Officer and Chairman, Mobile Matrix Inc",369.0,,,118118575.0,New Jersey Institute Of Technology,185828.0,True,Overseer
"Gary C. Dahms, PE, PP, CME",Trustee,New Jersey Institute Of Technology,,,"Senior Vice President and Chief Operating Officer, T&M Associates",369.0,,,118118575.0,New Jersey Institute Of Technology,185828.0,True,Overseer
Stephen P. DePalma,Vice Chairman,New Jersey Institute Of Technology,,NJIT 1972,"President and Chief Executive Officer, Schoor DePalma",369.0,,,118118575.0,New Jersey Institute Of Technology,185828.0,True,Board Vice President
"Christopher J. ""Chris"" Christie",Ex Officio Trustee,New Jersey Institute Of Technology,,Delaware 1984 BA; Seton Hall 1987 JD,"Governor, State of New Jersey; Governor (R), State of New Jersey P.O. Box 001, Trenton, NJ 08625",369.0,,,118118575.0,New Jersey Institute Of Technology,185828.0,True,"Overseer, Ex Officio"
Cory A. Booker,Ex Officio Trustee,New Jersey Institute Of Technology,,Stanford 1991 BA. 1992 MA: Yale 1997 JD,"Mayor, Office of the Mayor, City of Newark, New Jersey; Mayor (D), Office of the Mayor, City of Newark, New Jersey City Hall, 920 Broad Street, Room 200, Newark, NJ 07102",369.0,,,118118575.0,New Jersey Institute Of Technology,185828.0,True,"Overseer, Ex Officio"
Dennis M. Bone.,Trustee,New Jersey Institute Of Technology,,West Virginia Tech 1973 BS; Rutgers 1984 MBA; Johns Hopkins MS,,369.0,,,118118575.0,New Jersey Institute Of Technology,185828.0,True,Overseer
Philip K. Beachem.,Trustee,New Jersey Institute Of Technology,,,"President, New Jersey Alliance for Action",369.0,,,118118575.0,New Jersey Institute Of Technology,185828.0,True,Overseer
Anne S. Babineau,Trustee,New Jersey Institute Of Technology,,New Rochelle 1973 BA; Seton Hall 1977 JD,"Chairman, Redevelopment Law Practice Area, Wilentz Goldman & Spitzer P.APO. Box 10, Woodbridge, NJ 07095-0958",369.0,,,118118575.0,New Jersey Institute Of Technology,185828.0,True,Overseer
Holly Stern,Secretary,New Jersey Institute Of Technology,,,"General Counsel, New Jersey Institute of Technology",369.0,,,118118575.0,New Jersey Institute Of Technology,185828.0,True,Other Board Member
Peter A. Cistaro,Trustee,New Jersey Institute Of Technology,,NJIT 1968 PhD,,369.0,,,118118575.0,New Jersey Institute Of Technology,185828.0,True,Overseer
Paul Panayotatos,Faculty Representative Governor,Rutgers State University Of New Jersey,,,,445.0,,,102322142.0,Rutgers State University Of New Jersey,186380.0,True,Other Board Member
Candace L. Straight,Governor,Rutgers State University Of New Jersey,,,,446.0,,,102322142.0,Rutgers State University Of New Jersey,186380.0,True,Trustee
Daniel H. Schulman,Governor,Rutgers State University Of New Jersey,,Middlebury 1980 BA; Stern 1986 MBA,"Group President, Enterprise Growth Group, American Express Company",446.0,,,102322142.0,Rutgers State University Of New Jersey,186380.0,True,Trustee
Kenneth M. Schmidt,Governor,Rutgers State University Of New Jersey,,Rutgers 1967 BA: Western New England 1969 MBA,,445.0,,,102322142.0,Rutgers State University Of New Jersey,186380.0,True,Trustee
"Joseph J. Roberts, Jr",Governor,Rutgers State University Of New Jersey,,Rutgers BA; Pennsylvania 1986 MGA,,445.0,,,102322142.0,Rutgers State University Of New Jersey,186380.0,True,Trustee
Leslie A. Fehrenbach,Secretary,Rutgers State University Of New Jersey,,,,445.0,,,102322142.0,Rutgers State University Of New Jersey,186380.0,True,Other Board Member
Samuel Rabinowitz,Faculty Representative Governor,Rutgers State University Of New Jersey,,"Baruch Col 1973 BBA: Michigan State 1975 MA, 1979 PhD",,445.0,,,102322142.0,Rutgers State University Of New Jersey,186380.0,True,Other Board Member
Gordon Macinnes,Governor,Rutgers State University Of New Jersey,,Occidental 1963 BA: Princeton MPA,,445.0,,,102322142.0,Rutgers State University Of New Jersey,186380.0,True,Trustee
Bruce Fehn,Treasurer,Rutgers State University Of New Jersey,,Rutgers 1972 BA: Columbia 1975 JD,"Executive Vice President, Secretary and General Counsel, Breeze-Eastern Corporation 700 Liberty Avenue, Union, NJ 07083-4115 Tel: (908) 686-4000",445.0,,,102322142.0,Rutgers State University Of New Jersey,186380.0,True,Other Board Member
Mark P. Hershhorn,Governor,Rutgers State University Of New Jersey,,Rutgers 1971 BA: Wharton 1972 MBA,,445.0,,,102322142.0,Rutgers State University Of New Jersey,186380.0,True,Trustee
Gerald C. Harvey,Vice Chairman,Rutgers State University Of New Jersey,,Rutgers 1972 BA: Columbia 1975 JD,"Executive Vice President. Secretary and General Counsel. Breeze-Eastern Corporation 700 Liberty Avenue, Union, NJ 07083-4115 Tel: (908) 686-4000",445.0,,,102322142.0,Rutgers State University Of New Jersey,186380.0,True,Board Vice President
"Rev. M. William Howard, Jr",Governor,Rutgers State University Of New Jersey,,Morehouse Col 1968 BA: Princeton Sem 1972 MDiv,,445.0,,,102322142.0,Rutgers State University Of New Jersey,186380.0,True,Trustee
"Gregory ""Greg"" Brown",Governor,Rutgers State University Of New Jersey,,,,445.0,,,102322142.0,Rutgers State University Of New Jersey,186380.0,True,Trustee
"Robert L. ""Bob"" Barchi",Ex Officio Governor,Rutgers State University Of New Jersey,,,,445.0,,,102322142.0,Rutgers State University Of New Jersey,186380.0,True,"Trustee, Ex Officio"
Anthony J. DePetris,Governor,Rutgers State University Of New Jersey,,Rutgers (Camden) 1984 BA: Delaware 1986 MPA,,445.0,,,102322142.0,Rutgers State University Of New Jersey,186380.0,True,Trustee
Joseph T. Cashin,Student Representative Governor,Rutgers State University Of New Jersey,,,,445.0,,,102322142.0,Rutgers State University Of New Jersey,186380.0,True,Other Board Member
"Dr. Ralph Izzo, PhD",Chairman,Rutgers State University Of New Jersey,,"Columbia 1978 BS. 1979 MS, 1981 PhD; Rutgers MBA","Chairman, Chief Executive Officer and President, Public Service Enterprise Group Incorporated *P.O. Box 570, Newark, NJ 07101 Tel: (973) 430-7000",445.0,,,102322142.0,Rutgers State University Of New Jersey,186380.0,True,Board President
Song Woo,Regent,Saint Marys College Of California,,,"President and Chief Executive Officer, Lighthouse Management Group, Inc",457.0,,,177081203.0,Saint Marys College Of California,123554.0,False,Trustee
Judith A. Murphy,Regent,Saint Marys College Of California,,,"Chief Executive Officer and Director, Y & H Soda Foundation",457.0,,,177081203.0,Saint Marys College Of California,123554.0,False,Trustee
Sylvia Harper,Regent,Saint Marys College Of California,,St Mary's Col (CA) 1975,"Commander, Police Department, City and County of San Francisco, California",457.0,,,177081203.0,Saint Marys College Of California,123554.0,False,Trustee
Michael R. Zumbo,Regent,Saint Marys College Of California,,St Mary's Col (CA) 1982,"President, Pacific Telemanagement Service",457.0,,,177081203.0,Saint Marys College Of California,123554.0,False,Trustee
"James I. ""Jim"" Gonzalez",Regent,Saint Marys College Of California,,St Mary's Col (CA) 1972 BA: U San Francisco MPA,"President, Jim Gonzalez & Associates, LLP",457.0,,,177081203.0,Saint Marys College Of California,123554.0,False,Trustee
"James M. ""Jim"" Guyette",Regent,Saint Marys College Of California,,St Mary's Col (CA) 1967 BSBA,"Chairman, President and Chief Executive Officer, Rolls-Royce North America Inc",457.0,,,177081203.0,Saint Marys College Of California,123554.0,False,Trustee
James M. Wood,Regent,Saint Marys College Of California,,St Mary's Col (CA) 1970 BA; U San Francisco 1973 JD,"Partner, San Francisco, CA Office, Reed Smith LLP",457.0,,,177081203.0,Saint Marys College Of California,123554.0,False,Trustee
Mario F. Alioto,Regent,Saint Marys College Of California,,St Mary's Col (CA) 1982,"Senior Vice President. Revenue, San Francisco
Baseball Associates, L.PSBC Park, 24 Willie Mays Plaza. San Francisco, CA 94107",456.0,,,177081203.0,Saint Marys College Of California,123554.0,False,Trustee
Daniel R. Baradat,Regent,Saint Marys College Of California,,,"Attorney, Baradat, Edwards & Paboojian LLP
7050 N. Fresno Street, Suite 201. Fresno, CA 93720
Airaun)
Tel: (559) 431-5366
Education: St Mary's Col (CA) 1972: U San Francisco 1975 JD",456.0,,,177081203.0,Saint Marys College Of California,123554.0,False,Trustee
Mark T. Bongi.,Regent,Saint Marys College Of California,,St Mary's Col (CA) 1984,,457.0,,,177081203.0,Saint Marys College Of California,123554.0,False,Trustee
"Richard J. ""Dick"" Callahan",Regent,Saint Marys College Of California,,Waterloo BA,"Partner, Kosich & Callahan Insurance Services",457.0,,,177081203.0,Saint Marys College Of California,123554.0,False,Trustee
Arline B. Walter,Regent,Saint Marys College Of California,,,,457.0,,,177081203.0,Saint Marys College Of California,123554.0,False,Trustee
Patricia Castaneda-Davis,Regent,Saint Marys College Of California,,,,457.0,,,177081203.0,Saint Marys College Of California,123554.0,False,Trustee
Brian P. Driscoll,Regent,Saint Marys College Of California,,,"President and Chief Executive Officer, Shamrock Office Solutions",457.0,,,177081203.0,Saint Marys College Of California,123554.0,False,Trustee
Rena L. Fischer,Regent,Saint Marys College Of California,,St Mary's Col (CA) 1999,,457.0,,,177081203.0,Saint Marys College Of California,123554.0,False,Trustee
"Brother Ronald J. Gallagher, FSC",Regent,Saint Marys College Of California,,,,457.0,,,177081203.0,Saint Marys College Of California,123554.0,False,Trustee
"Silvio Garaventa, Jr",Regent,Saint Marys College Of California,,Portland 1971,"Chief Executive Officer, Garaventa Enterprises, Inc",457.0,,,177081203.0,Saint Marys College Of California,123554.0,False,Trustee
Michael J. Casey,Regent,Saint Marys College Of California,,St Mary's Col (CA) BA: Chicago-Kent JD,"President and Chief Executive Officer, Whittier Trust Company",457.0,,,177081203.0,Saint Marys College Of California,123554.0,False,Trustee
John M. Arnaudon,Regent,Saint Marys College Of California,,,"President and Chief Executive Officer, Concord
Mitsubishi
Tel: (925) 682-7100",456.0,,,177081203.0,Saint Marys College Of California,123554.0,False,Trustee
Kenneth E. Vincent,Regent,Saint Marys College Of California,,St Mary's Col (CA) 1952,,457.0,,,177081203.0,Saint Marys College Of California,123554.0,False,Trustee
"Albert J. Heeg, Jr",Vice President,Saint Marys College Of California,,St Mary's Col (CA) 1959,"Principal, Albert Heeg Investment Management",457.0,,,177081203.0,Saint Marys College Of California,123554.0,False,Board Vice President
Lauren Speeth,Regent,Saint Marys College Of California,,St Mary's Col (CA) 1989 MBA,"Founding Chief Executive Officer, Elfenworks Foundation",457.0,,,177081203.0,Saint Marys College Of California,123554.0,False,Trustee
Charles E. Moore IV,Regent,Saint Marys College Of California,,St Mary's Col (CA) 1970 BS,"President and Chief Executive Officer, McGuire Real Estate",457.0,,,177081203.0,Saint Marys College Of California,123554.0,False,Trustee
Timothy J. McCaffery,Regent,Saint Marys College Of California,,St Mary's Col (CA) 1988 BA: U San Francisco 1991 JD,"Attorney, Lombardi, Loper & Conant, LLP",457.0,,,177081203.0,Saint Marys College Of California,123554.0,False,Trustee
Reed K. Thompson,Regent,Saint Marys College Of California,,St Mary's Col (CA) 1980,"President and Chief Executive Officer, Tapln Solutions",457.0,,,177081203.0,Saint Marys College Of California,123554.0,False,Trustee
Celine D. Sabatte MacTaggart,Regent,Saint Marys College Of California,,St Mary's Col (CA) 2002,,457.0,,,177081203.0,Saint Marys College Of California,123554.0,False,Trustee
David H. Johnson,Regent,Saint Marys College Of California,,St Mary's Col (CA) 1984,,457.0,,,177081203.0,Saint Marys College Of California,123554.0,False,Trustee
"John P. ""Jack"" Kelly",Regent,Saint Marys College Of California,,,,457.0,,,177081203.0,Saint Marys College Of California,123554.0,False,Trustee
David R. Kelly.,President,Saint Marys College Of California,,St Mary's Col (CA) 1962,"Managing Partner, Kelly & Associates, LLP",457.0,,,177081203.0,Saint Marys College Of California,123554.0,False,Board President
"Odell Johnson, Jr.",Regent,Saint Marys College Of California,,,,457.0,,,177081203.0,Saint Marys College Of California,123554.0,False,Trustee
Lisa Hofmann Morgan,Regent,Saint Marys College Of California,,St Mary's Col (CA) 1981,,457.0,,,177081203.0,Saint Marys College Of California,123554.0,False,Trustee
Peter F. McAndrews.,Regent,Saint Marys College Of California,,St Mary's Col (CA) 1965,"Attorney, McAndrews, Allen & Matson, PC",457.0,,,177081203.0,Saint Marys College Of California,123554.0,False,Trustee
Ellen M. Kruger,Regent,Saint Marys College Of California,,St Mary's Col (CA) 1984,,457.0,,,177081203.0,Saint Marys College Of California,123554.0,False,Trustee
Joseph A. Motta,Regent,Saint Marys College Of California,,St Mary's Col (CA) 1984; McGeorge 1987 JD,"Attorney, Rueb, Motta & Manoukian",457.0,,,177081203.0,Saint Marys College Of California,123554.0,False,Trustee
Robert C. Power III,Regent,Saint Marys College Of California,,,,457.0,,,177081203.0,Saint Marys College Of California,123554.0,False,Trustee
Fred J. Naranjo,Regent,Saint Marys College Of California,,Cal State (Hayward) BS; St Mary's Col (CA) 2001 MBA,,457.0,,,177081203.0,Saint Marys College Of California,123554.0,False,Trustee
Wendy A. Nieto Ferrare,Regent,Saint Marys College Of California,,,"Chief Financial Officer, GroundWork Open Source",457.0,,,177081203.0,Saint Marys College Of California,123554.0,False,Trustee
Ernest J. Panasci,Regent,Saint Marys College Of California,,Saint Louis U 1973 BA; Georgetown 1976 JD 1979 LLM,"Shareholder, Jones & Keller",457.0,,,177081203.0,Saint Marys College Of California,123554.0,False,Trustee
Elizabeth R. Phelan,Regent,Saint Marys College Of California,,"St Mary's Col (CA) 1992, 1997 MSN",,457.0,,,177081203.0,Saint Marys College Of California,123554.0,False,Trustee
Rene Roman,Regent,Saint Marys College Of California,,,,457.0,,,177081203.0,Saint Marys College Of California,123554.0,False,Trustee
Gary Sabatte,Regent,Saint Marys College Of California,,,"General Partner, Berkeley Land Co",457.0,,,177081203.0,Saint Marys College Of California,123554.0,False,Trustee
Paul Hurst,Regent,Saint Marys College Of California,,St Mary's Col (CA) 1963,,457.0,,,177081203.0,Saint Marys College Of California,123554.0,False,Trustee
"Robert E. ""Bob"" Baldini",Trustee,Seton Hall University,,,,,,,12524447.0,Seton Hall University,186584.0,True,Regent
Monsignor James M. Cafone,Vice Chairman,Seton Hall University,,,"Affiliation: Vicar General and Moderator of the Curia, Archdiocese of Newark",468.0,,,12524447.0,Seton Hall University,186584.0,True,Board Vice President
Dr. Phillip Frese,Trustee,Seton Hall University,,,"Affiliation: Executive Vice President, Operations, Catholic Health and Human Services Corporation",468.0,,,12524447.0,Seton Hall University,186584.0,True,Regent
Francis J. Hager,Trustee,Seton Hall University,,,,468.0,,,12524447.0,Seton Hall University,186584.0,True,Regent
"Phillip N. ""Phil"" Maisano",Trustee,Seton Hall University,,Belmont Abbey 1969 BA; lona 1976 MBA,,468.0,,,12524447.0,Seton Hall University,186584.0,True,Regent
Patrick M. Murray,Trustee,Seton Hall University,,"Seton Hall BS, MBA","Career: Chairman and Chief Executive Officer, Dresser, Inc",468.0,,,12524447.0,Seton Hall University,186584.0,True,Regent
Pamela M. Swartzberg,Secretary,Seton Hall University,,,"Affiliation: Chair, Womens Commission, Archdiocese of Newark",468.0,,,12524447.0,Seton Hall University,186584.0,True,Other Board Member
Donna M. O'Brien,Trustee,Seton Hall University,,,,468.0,,,12524447.0,Seton Hall University,186584.0,True,Regent
Monsignor Joseph R. Reilly,Trustee,Seton Hall University,,,,468.0,,,12524447.0,Seton Hall University,186584.0,True,Regent
The Most Reverend Arthur J. Serratelli,Trustee,Seton Hall University,,Seton Hall 1965 BA; U Gregoriana DD,"Affiliation: Bishop, Diocese of Paterson",468.0,,,12524447.0,Seton Hall University,186584.0,True,Regent
Bruce A. Tomason,Trustee,Seton Hall University,,Seton Hall BA; Columbia 1971 MBA,,468.0,,,12524447.0,Seton Hall University,186584.0,True,Regent
Rev. Mark O'Malley,Trustee,Seton Hall University,,,,468.0,,,12524447.0,Seton Hall University,186584.0,True,Regent
The Most Reverend John J. Myers,Chairman,Seton Hall University,,,"Affiliation: Archbishop, Archdiocese of Newark",468.0,,,12524447.0,Seton Hall University,186584.0,True,Board President
Dr. Amado Gabriel M. Esteban,Trustee,Seton Hall University,,,,468.0,,,12524447.0,Seton Hall University,186584.0,True,Regent
Monsignor Robert Wister,Trustee,Seton Hall University,,,,468.0,,,12524447.0,Seton Hall University,186584.0,True,Regent
