Name,Position,Institution,SubInstitution,Education,Other Affiliation,page,Career,AffiliationId,carnegie_id,level_0,index,FixedPosition,PrimarySample,StateSystem
"Felker W. Ward, Jr",Board Elected Trustee,Emory University,,,"Pinnacle Investment Advisors, Inc",254.0,,150468666.0,139658.0,,,Trustee,True,
Chilton D. Varner,Board Elected Trustee,Emory University,,,"Attorney and Member, Policy Committee, King & Spalding 191 Peachtree St., Atlanta, GA 30303-1763",254.0,,150468666.0,139658.0,,,Trustee,True,
"William B. Turner, Jr",Board Elected Trustee,Emory University,,,"W. C. Bradley Company Columbus, GA",254.0,,150468666.0,139658.0,,,Trustee,True,
"Ben J. Tarbutton, Jr.",Board Elected Trustee,Emory University,,,"Sandersville Railroad Company Sandersville, GA",254.0,,150468666.0,139658.0,,,Trustee,True,
Marie Hurt,Executive Administrative Assistant,Emory University,,,,254.0,,150468666.0,139658.0,,,Trustee,True,
R. Randall Rollins,Board Elected Trustee,Emory University,,,"Chairman and Chief Executive Officer, Rollins, Inc2170 Piedmont Rd., NE, Atlanta, GA 30324",254.0,,150468666.0,139658.0,,,Trustee,True,
J. Neal Purcell,Alumni Elected Trustee,Emory University,,,KPMG Peat Marwick,254.0,,150468666.0,139658.0,,,Trustee,True,
Howard M. Jenkins,Board Elected Trustee,Emory University,,Emory BA,"Chairman and Chief Executive Officer, Publix Super Markets, Inc1936 George Jenkins Blvd., Lakeland, FL 33815",253.0,,150468666.0,139658.0,,,Trustee,True,
George D. Overend,Alumni Elected Trustee,Emory University,,,"Overend & Company, Inc",254.0,,150468666.0,139658.0,,,Trustee,True,
Robert C. Morgan,Board Elected Vice Chairman,Emory University,,,"Bishop, United Methodist Church Louisville, KY",254.0,,150468666.0,139658.0,,,Board Vice President,True,
John F. Morgan,Alumni Elected Trustee,Emory University,,,INVESCO,254.0,,150468666.0,139658.0,,,Trustee,True,
Thelma Cummings Moore,Alumni Elected Trustee,Emory University,,,Fulton County Superior Court,254.0,,150468666.0,139658.0,,,Trustee,True,
"Marshall L. Meadors, Jr",Board Elected Trustee,Emory University,,,"Bishop, United Methodist Church Jackson, MS",254.0,,150468666.0,139658.0,,,Trustee,True,
John W. McIntyre,Board Elected Secretary,Emory University,,,,254.0,,150468666.0,139658.0,,,Other Board Member,True,
"Alonzo Lowry McDonald, Jr",Board Elected Trustee,Emory University,,,"Avenir Group, IncBirmingham, MI",254.0,,150468666.0,139658.0,,,Trustee,True,
"William N. Kelley, M.D",Board Elected Trustee,Emory University,,,"Chief Executive Officer, University of Pennsylvania Health System and Dean, School of Medicine, University of Pennsylvania",254.0,,150468666.0,139658.0,,,Trustee,True,
Sam Nunn,Board Elected Trustee,Emory University,,,"Senior Partner, King & Spalding 1730 Pennsylvania Ave., NW, Ste. 1100, Washington, DC 20006-4706 Career: Member, U.S. Senate",254.0,,150468666.0,139658.0,,,Trustee,True,
Jane Carey Gleason,Trustee,Florida Institute Of Technology,,,"Director, Special Projects, Health First Physicians",257.0,,106959904.0,133881.0,,,Trustee,True,
Richard N. Baney,Vice Chairman,Florida Institute Of Technology,,,"President, Health First Physicians",257.0,,106959904.0,133881.0,,,Board Vice President,True,
James L. Fisher,Trustee,Florida Institute Of Technology,,,"President, CASE; President, Towson State University",257.0,,106959904.0,133881.0,,,Trustee,True,
Joseph M. Flammio,Trustee,Florida Institute Of Technology,,,"Vice President, A. G. Edwards & Sons, Inc",257.0,,106959904.0,133881.0,,,Trustee,True,
Lynn Edward Weaver,Trustee,Florida Institute Of Technology,,,,258.0,,106959904.0,133881.0,,,Trustee,True,
Lynn Edward Weaver,President,Florida Institute Of Technology,,,,258.0,,106959904.0,133881.0,,,Board President,True,
Judith C. Sample,Trustee,Florida Institute Of Technology,,,"President, Mystic Valley Properties, Inc",257.0,,106959904.0,133881.0,,,Trustee,True,
F. Alan Smith,Trustee,Florida Institute Of Technology,,,"Chairman, Advanced Accessory Systems, Inc",257.0,,106959904.0,133881.0,,,Trustee,True,
John L. Slack,Trustee,Florida Institute Of Technology,,,"Chairman of the Board, Ardak Corporation",257.0,,106959904.0,133881.0,,,Trustee,True,
George M. Skuria,Trustee,Florida Institute Of Technology,,,"President and Chief Operating Officer, Grumman Corporation",257.0,,106959904.0,133881.0,,,Trustee,True,
Michael Scafati,Trustee,Florida Institute Of Technology,,,"Vice President, A.G. Edwards and Sons",257.0,,106959904.0,133881.0,,,Trustee,True,
James E. Pruitt,Trustee,Florida Institute Of Technology,,,"Chief Financial Officer, Quipp, Inc",257.0,,106959904.0,133881.0,,,Trustee,True,
William C. Potter,Trustee,Florida Institute Of Technology,,,"Partner, Holland & Knight-Potter, McClelland, Marks and Healy, P.A",257.0,,106959904.0,133881.0,,,Trustee,True,
Robert F. Long,Trustee,Florida Institute Of Technology,,,Management Consultant,257.0,,106959904.0,133881.0,,,Trustee,True,
Vincent E. Spezzano,Trustee,Florida Institute Of Technology,,,"Chairman, Gannett-Rochester Newspapers and Florida Today",258.0,,106959904.0,133881.0,,,Trustee,True,
Malcolm R. Kirschenbaum,Trustee,Florida Institute Of Technology,,,"Counsel, Gray, Harris, and Robinson P.A",257.0,,106959904.0,133881.0,,,Trustee,True,
Marilyn C. Link,Trustee,Florida Institute Of Technology,,,"Director, Harbor Branch Oceanographic Institution",257.0,,106959904.0,133881.0,,,Trustee,True,
Raymond A. Armstrong,Secretary,Florida Institute Of Technology,,,Medical Associates of Brevard,257.0,,106959904.0,133881.0,,,Other Board Member,True,
Charles Clemente,Trustee,Florida Institute Of Technology,,,"Chief Operating Officer, America Online",257.0,,106959904.0,133881.0,,,Trustee,True,
Dale Dettmer,Trustee,Florida Institute Of Technology,,,Krasny & Dettmer,257.0,,106959904.0,133881.0,,,Trustee,True,
Phillip W. Farmer,Trustee,Florida Institute Of Technology,,,"Chairman, President and Chief Executive Officer, Harris Corporation",257.0,,106959904.0,133881.0,,,Trustee,True,
William C. Demetree,Trustee,Florida Institute Of Technology,,,"Chairman, Demetree Builders Inc",257.0,,106959904.0,133881.0,,,Trustee,True,
Wilbur C. Henderson,Trustee,Florida Institute Of Technology,,,"Chairman, Henderson Southeast Corporation",257.0,,106959904.0,133881.0,,,Trustee,True,
Bjernar K. Hermansen,Trustee,Florida Institute Of Technology,,,"President, Hermansen Group",257.0,,106959904.0,133881.0,,,Trustee,True,
Erik Edward Joh,Trustee,Florida Institute Of Technology,,Dartmouth; Albany JD,Attorney,257.0,,106959904.0,133881.0,,,Trustee,True,
"James G. Kennedy, Jr",Trustee,Florida Institute Of Technology,,,"President, James G. Kennedy and Company, Inc",257.0,,106959904.0,133881.0,,,Trustee,True,
John T. Hartley,Chairman,Florida Institute Of Technology,,,"Executive Committee Chairman, Harris Corporation",257.0,,106959904.0,133881.0,,,Board President,True,
Joseph A. O'Hare,President,Fordham University,,,,259.0,,164389053.0,191241.0,,,Board President,True,
Dennis G. Ruppel,Trustee,Fordham University,,,,259.0,,164389053.0,191241.0,,,Trustee,True,
Joseph A. O'Hare,Ex Officio Trustee,Fordham University,,,,259.0,,164389053.0,191241.0,,,"Trustee, Ex Officio",True,
Shirley 'Herron,Trustee,Fordham University,,,,259.0,,164389053.0,191241.0,,,Trustee,True,
Joseph P. Parkes,Trustee,Fordham University,,,,259.0,,164389053.0,191241.0,,,Trustee,True,
Eugene C. Rainis,Trustee,Fordham University,,,,259.0,,164389053.0,191241.0,,,Trustee,True,
Robert Shapiro,Trustee,Fordham University,,,,259.0,,164389053.0,191241.0,,,Trustee,True,
William D. Walsh,Trustee,Fordham University,,,,259.0,,164389053.0,191241.0,,,Trustee,True,
Sheila D. Stainback,Trustee,Fordham University,,,,259.0,,164389053.0,191241.0,,,Trustee,True,
"John E. Toffolon, Jr",Trustee,Fordham University,,,,259.0,,164389053.0,191241.0,,,Trustee,True,
Paul A. Veteri,Trustee,Fordham University,,,,259.0,,164389053.0,191241.0,,,Trustee,True,
Denzel Washington,Trustee,Fordham University,,,,259.0,,164389053.0,191241.0,,,Trustee,True,
Paul G. Williamson,Trustee,Fordham University,,,,259.0,,164389053.0,191241.0,,,Trustee,True,
William J. Wright,Trustee,Fordham University,,,,259.0,,164389053.0,191241.0,,,Trustee,True,
Patricia M. Nazemetz,Trustee,Fordham University,,,,258.0,,164389053.0,191241.0,,,Trustee,True,
Paul A. Soden,Trustee,Fordham University,,,,259.0,,164389053.0,191241.0,,,Trustee,True,
Edwin R. Mellett,Trustee,Fordham University,,,,258.0,,164389053.0,191241.0,,,Trustee,True,
Angelo Mozilo,Trustee,Fordham University,,,,258.0,,164389053.0,191241.0,,,Trustee,True,
John R. Butler,Trustee,Fordham University,,,,258.0,,164389053.0,191241.0,,,Trustee,True,
Maureen S. Bateman,Vice Chairperson,Fordham University,,,,258.0,,164389053.0,191241.0,,,Board Vice President,True,
"Rev. Gerald R. Blaszczak, SJ",Trustee,Fordham University,,,,258.0,,164389053.0,191241.0,,,Trustee,True,
James E. Buckman,Trustee,Fordham University,,,,258.0,,164389053.0,191241.0,,,Trustee,True,
Winston J. Churchill,Trustee,Fordham University,,,,258.0,,164389053.0,191241.0,,,Trustee,True,
"John J. Cook, Jr",Trustee,Fordham University,,,,258.0,,164389053.0,191241.0,,,Trustee,True,
Maurice J. Cunnifi,Trustee,Fordham University,,,,258.0,,164389053.0,191241.0,,,Trustee,True,
Mary M. McDonald,Trustee,Fordham University,,,,258.0,,164389053.0,191241.0,,,Trustee,True,
William P. Frank,Trustee,Fordham University,,,,258.0,,164389053.0,191241.0,,,Trustee,True,
Joseph J. Feeney,Secretary,Fordham University,,,,258.0,,164389053.0,191241.0,,,Other Board Member,True,
Paul B. Guenther,Chairman,Fordham University,,,"Career: President, Paine Webber Group Inc",258.0,,164389053.0,191241.0,,,Board President,True,
Thomas J. Harrington,Trustee,Fordham University,,,,258.0,,164389053.0,191241.0,,,Trustee,True,
Thomas F. Kane,Trustee,Fordham University,,,,258.0,,164389053.0,191241.0,,,Trustee,True,
"John J. Kirby, Jr",Trustee,Fordham University,,,,258.0,,164389053.0,191241.0,,,Trustee,True,
Sharon W. Lindsay,Trustee,Fordham University,,,,258.0,,164389053.0,191241.0,,,Trustee,True,
Robert F. Long,Trustee,Fordham University,,,,258.0,,164389053.0,191241.0,,,Trustee,True,
Earle L. Markey,Trustee,Fordham University,,,,258.0,,164389053.0,191241.0,,,Trustee,True,
James J. McDermott,Trustee,Fordham University,,,,258.0,,164389053.0,191241.0,,,Trustee,True,
Herbert A. Granath,Trustee,Fordham University,,,,258.0,,164389053.0,191241.0,,,Trustee,True,
The Hon. Edwin Meese III,Rector,George Mason University,,Yale BA,"Ronald Reagan Fellow in Public Policy, Heritage Foundation",264.0,,162714631.0,232186.0,,,Other Board Member,True,
W. Scott McGeary,Board Member,George Mason University,,George Washington BA; George Mason JD,Northern Virginia Building Industry Association,264.0,,162714631.0,232186.0,,,Member,True,
Robert Lauterberg,Board Member,George Mason University,,,"Acting Director, Department of Medical Assistance Services",264.0,,162714631.0,232186.0,,,Member,True,
Robert Scott LaRose,Board Member,George Mason University,,,Oracle Software Corporation,264.0,,162714631.0,232186.0,,,Member,True,
William Kristol,Board Member,George Mason University,,,"Editor and Publisher, The Weekly Standard",264.0,,162714631.0,232186.0,,,Member,True,
Richard Kelsey,Student Alternate,George Mason University,,,,264.0,,162714631.0,232186.0,,,Other Board Member,True,
James Hazel,Board Member,George Mason University,,Harvard BA; George Mason JD,"Senior Vice President, Ryan McGinn",264.0,,162714631.0,232186.0,,,Member,True,
Janice S. Golec,Board Member,George Mason University,,American U BS,,264.0,,162714631.0,232186.0,,,Member,True,
Richard H. Frank,Board Member,George Mason University,,,"Executive Vice President, Koch Industries, Inc",264.0,,162714631.0,232186.0,,,Member,True,
"Edwin J. Feulner, Jr.",Board Member,George Mason University,,Georgetown BS; Pennsylvania 1964 MBA,"President, The Heritage Foundation",264.0,,162714631.0,232186.0,,,Member,True,
Horace Cooper,Secretary,George Mason University,,,"Press Secretary and Legislative Counsel, Office of the Majority Leader",263.0,,162714631.0,232186.0,,,Other Board Member,True,
Constance M. Bedell,Board Member,George Mason University,,George Mason BA,"Vice President, RPB Company",263.0,,162714631.0,232186.0,,,Member,True,
Joann P. DiGennaro,Board Member,George Mason University,,Purdue BS; Maryland MS; George Mason JD,"President, Center for Excellence in Education",264.0,,162714631.0,232186.0,,,Member,True,
James C. Miller III,Board Member,George Mason University,,Georgia BBA; Virginia PhD,Economist,264.0,,162714631.0,232186.0,,,Member,True,
Lawrence A. Hough,Trustee,George Washington University,,,"Chairman, Stuart Mill Capital, IncMcLean, VA",266.0,,193531525.0,131469.0,,,Trustee,True,
Stephen Joel Trachtenberg,Ex Officio Trustee,George Washington University,,,,266.0,,193531525.0,131469.0,,,"Trustee, Ex Officio",True,
Stephen Joel Trachtenberg,President,George Washington University,,,,266.0,,193531525.0,131469.0,,,Board President,True,
Adrian M. Tocklin,Trustee,George Washington University,,George Washington,"President, Diversified Operations, CNA Insurance Companies",266.0,,193531525.0,131469.0,,,Trustee,True,
Jonathan D. Tarnow,Trustee,George Washington University,,,"Attorney, Beustein & Manassnit",266.0,,193531525.0,131469.0,,,Trustee,True,
William P. Rutledge,Trustee,George Washington University,,George Washington,,266.0,,193531525.0,131469.0,,,Trustee,True,
J. James Rowsey,Trustee,George Washington University,,,"Chairman and James P. and Heather Gills Professor of Ophthalmology, University of South Florida",266.0,,193531525.0,131469.0,,,Trustee,True,
Robert A. Rosenfeld,Trustee,George Washington University,,George Washington,"Chairman, Heller Ehrman White & McAuliffe",266.0,,193531525.0,131469.0,,,Trustee,True,
Sharon Percy Rockefeller,Trustee,George Washington University,,,"President and Chief Executive Officer, WETA Public Stations",266.0,,193531525.0,131469.0,,,Trustee,True,
Carolynn Reid-Wallace,Assistant Secretary,George Washington University,,,"Senior Vice President, Education and Programming, Corporation for Public Broadcasting",266.0,,193531525.0,131469.0,,,Other Board Member,True,
Mark R. Warner,Trustee,George Washington University,,,"Managing Director, Columbia Capital Corporation",266.0,,193531525.0,131469.0,,,Trustee,True,
W. Russell Ramsey,Trustee,George Washington University,,,"President and Co-Founder, Friedman, Billings, Ramsey & Co., IncArlington, VA",266.0,,193531525.0,131469.0,,,Trustee,True,
Robert G. Perry,Trustee,George Washington University,,,"President, Complete Communications, Inc",266.0,,193531525.0,131469.0,,,Trustee,True,
Alfred A. Park,Trustee,George Washington University,,,"Attorney, Keleher & McLeod, P.A",266.0,,193531525.0,131469.0,,,Trustee,True,
W. Jarvis Moody,Trustee,George Washington University,,,"Chairman and Chief Executive Officer, American Security Bank, N.A",266.0,,193531525.0,131469.0,,,Trustee,True,
Patrick J. Martin,Trustee,George Washington University,,,"Vice President; President and General Manager, Americas Customer Operations, Xerx Corporation",266.0,,193531525.0,131469.0,,,Trustee,True,
Charles T. Manatt,Vice Chairman,George Washington University,,George Washington 1962,"Chair, Management Committee, Manatt, Phelps & Phillips, LLP",266.0,,193531525.0,131469.0,,,Board Vice President,True,
Eric Lindner,Trustee,George Washington University,,George Washington,Chairman and Chief Executive OfficerCapital Transportation L.L.C,266.0,,193531525.0,131469.0,,,Trustee,True,
Theodore N. Lerner,Trustee,George Washington University,,George Washington,"President, Lerner Corporation",266.0,,193531525.0,131469.0,,,Trustee,True,
John M. Kucharski,Trustee,George Washington University,,Marquette 1958 BS; George Washington 1965 JD,"Chairman, President and Chief Executive Officer, EG&G, Inc",266.0,,193531525.0,131469.0,,,Trustee,True,
Abe Pollin,Trustee,George Washington University,,,"Chairman of the Board, Washington Sports & Entertainment, L.P",266.0,,193531525.0,131469.0,,,Trustee,True,
Clifford M. Kendall,Trustee,George Washington University,,,"Advisory Board Chairman, Computer Data Systems, Inc",266.0,,193531525.0,131469.0,,,Trustee,True,
Jin-Hyun Weatherly-Ahn,Trustee,George Washington University,,,"President, Persimmon Group, Inc",266.0,,193531525.0,131469.0,,,Trustee,True,
John D. Zeglis,Chairman,George Washington University,,Illinois 1969 BS; Harvard 1972 JD,"President, AT&T 295 N. Maple Ave., Basking Ridge, NJ 07920",267.0,,193531525.0,131469.0,,,Board President,True,
Luther W. Brady,Trustee,George Washington University,,George Washington,"Hylda Cohn/American Cancer Society Professor, Clinical Oncology, Allegheny University of the Health Sciences Philadelphia, PA",265.0,,193531525.0,131469.0,,,Trustee,True,
Joseph L. Brand,Trustee,George Washington University,,George Washington,"Partner, Patten Boggs, L.L.P2550 M St., NW, Washington, DC 20037",265.0,,193531525.0,131469.0,,,Trustee,True,
Nancy Broyhill,Secretary,George Washington University,,George Washington,"Associate Broker, Long & Foster Realtors McLean, VA",265.0,,193531525.0,131469.0,,,Other Board Member,True,
Sheldon S. Cohen,Vice Chairman,George Washington University,,George Washington 1974,"Partner and Chair, Tax Practice Area, Morgan, Lewis & Bockius 1500 N St., NW, Washington, DC 20036-5867",265.0,,193531525.0,131469.0,,,Board Vice President,True,
Elizabeth A. Cowles,Trustee,George Washington University,,,"Vice President, Cowles Publishing Company Spokane, WA",265.0,,193531525.0,131469.0,,,Trustee,True,
Myron P. Curzan,Trustee,George Washington University,,,"Chief Executive Officer, UniDev L.L.C Bethesda, MD",265.0,,193531525.0,131469.0,,,Trustee,True,
Robert M. Davidson,Trustee,George Washington University,,,"Chairman, The Davidson Group",266.0,,193531525.0,131469.0,,,Trustee,True,
Emilio A. Fernandez,Trustee,George Washington University,,,"Vice Chairman of the Board, Westinghouse Air Brake Co",266.0,,193531525.0,131469.0,,,Trustee,True,
Heather S. Foley,Trustee,George Washington University,,George Washington,"Assistant, Japan Research Institute Limited",266.0,,193531525.0,131469.0,,,Trustee,True,
J. McDonald Williams,Trustee,George Washington University,,George Washington,"Chairman, Trammell Crow Company Dallas, TX",267.0,,193531525.0,131469.0,,,Trustee,True,
Amanda M. Fugazy,Trustee,George Washington University,,,"Attorney, Jackson, Lewis, Schnitzler & Krupman",266.0,,193531525.0,131469.0,,,Trustee,True,
Morton I. Funger,Trustee,George Washington University,,George Washington,"Chairman of the Board, Community Realty Co., IncGreenbelt, MD",266.0,,193531525.0,131469.0,,,Trustee,True,
Estelle Gelman,Trustee,George Washington University,,,"President, Gelman Companies",266.0,,193531525.0,131469.0,,,Trustee,True,
David J. Gladstone,Trustee,George Washington University,,,"Chairman, American Capital Strategies",266.0,,193531525.0,131469.0,,,Trustee,True,
"Edward W. Gnehm, Jr.",Trustee,George Washington University,,George Washington,"Director General, Foreign Service, U.S. Department of State",266.0,,193531525.0,131469.0,,,Trustee,True,
Garv C. Granoft,Trustee,George Washington University,,,"Chairman of the Board and President, Elk Associates Funding Corporation",266.0,,193531525.0,131469.0,,,Trustee,True,
Edward Grebow,Trustee,George Washington University,,George Washington,"President and Chief Executive Officer, Chyron Corporation",266.0,,193531525.0,131469.0,,,Trustee,True,
Patricia D. Gurne,Trustee,George Washington University,,George Washington,"Director, Jackson & Campbell, P.C",266.0,,193531525.0,131469.0,,,Trustee,True,
Cynthia Baker,Trustee,George Washington University,,,"Washington Bureau Chief, Tribune Broadcasting",265.0,,193531525.0,131469.0,,,Trustee,True,
"Jean S. Fugett, Jr",Trustee,George Washington University,,George Washington,"General Counsel, ASF Systems, Inc",266.0,,193531525.0,131469.0,,,Trustee,True,
David G. Bradley,Director,Georgetown University,,,"Chairman, The Advisory Board Company",268.0,,184565670.0,131496.0,105.0,7954.0,Director,True,
William R. Berkley,Director,Georgetown University,,,"Chairman and Chief Executive Officer, W. R. Berkley Corporation",268.0,,184565670.0,131496.0,104.0,7953.0,Director,True,
Winston J. Churchill,Director,Georgetown University,,,"Churchill Investment Partners, Inc",268.0,,184565670.0,131496.0,109.0,7958.0,Director,True,
Jean-Yves Calvez,Director,Georgetown University,,,,268.0,,184565670.0,131496.0,106.0,7955.0,Director,True,
"William A. Baker, Jr",Director,Georgetown University,,,"President and Chief Executive Officer, The Baker Companies",268.0,,184565670.0,131496.0,103.0,7952.0,Director,True,
Edwin H. Cassem,Director,Georgetown University,,,Campion Residence and Renewal Center,268.0,,184565670.0,131496.0,107.0,7956.0,Director,True,
John J. Fauth IV,Director,Georgetown University,,,"President and Chief Executive Officer, The Churchill Companies, Inc",268.0,,184565670.0,131496.0,114.0,7963.0,Director,True,
"Robert A. Mitchell, S.J",Director,Georgetown University,,,"President, Le Moyne College",268.0,,184565670.0,131496.0,126.0,7975.0,Director,True,
Hans P. Ziegler,Director,Georgetown University,,,"Chief Executive Officer, Stein Roe & Farnham Investment 1 S. Wacker Dr., Chicago, IL 60606",268.0,,184565670.0,131496.0,137.0,7986.0,Director,True,
Stephen Wolf,Director,Georgetown University,,,"Chairman and Chief Executive Officer, USAirways Crystal Park 4, 2345 Crystal Dr., Arlington, VA 22227",268.0,,184565670.0,131496.0,136.0,7985.0,Director,True,
John W. Sullivan,Director,Georgetown University,,,Loblolly Pines Development Company,268.0,,184565670.0,131496.0,135.0,7984.0,Director,True,
Frank L. Salizzoni,Director,Georgetown University,,,"President and Chief Executive Officer, H & R Block, Inc4400 Main St., Kansas City, MO 64111",268.0,,184565670.0,131496.0,134.0,7983.0,Director,True,
Hasib J. Sabbagh,Director,Georgetown University,,,"Chairman, Consolidated Contractors International",268.0,,184565670.0,131496.0,133.0,7982.0,Director,True,
Thomas A. Reynolds III,Director,Georgetown University,,,Winston and Strawn,268.0,,184565670.0,131496.0,132.0,7981.0,Director,True,
"John W. Padberg, S.J",Director,Georgetown University,,,"Director, Institute of Jesuit Sources",268.0,,184565670.0,131496.0,131.0,7980.0,Director,True,
"Ladislas Orsy, S.J.",Faculty Director,Georgetown University,,,,268.0,,184565670.0,131496.0,130.0,7979.0,Director,True,
"Leo J. O'Donovan, S.J",Director,Georgetown University,,,,268.0,,184565670.0,131496.0,129.0,7978.0,Director,True,
"Leo J. O'Donovan, S.J",President,Georgetown University,,,,268.0,,184565670.0,131496.0,128.0,7977.0,Board President,True,
Peter P. Mullen,Director,Georgetown University,,Columbia 1951,"Practice Leader, International Practice Area, Skadden, Arps, Slate, Meagher and Flom LLP",268.0,,184565670.0,131496.0,127.0,7976.0,Director,True,
Charles M. Cawley,Director,Georgetown University,,,"Chairman and Chief Executive Officer, MBNA America Bank, N.A",268.0,,184565670.0,131496.0,108.0,7957.0,Director,True,
Robert E. McDonough,Director,Georgetown University,,,"Chairman and Chief Executive Officer, Remedy Temporary Service, Inc",268.0,,184565670.0,131496.0,125.0,7974.0,Director,True,
"J. Willard Marriott, Jr",Director,Georgetown University,,,"Chairman of the Board and Chief Executive Officer, Marriott International, Inc",268.0,,184565670.0,131496.0,124.0,7973.0,Director,True,
Charles E. Long,Vice Chairman,Georgetown University,,St John's U (NY) 1965 BS,"Vice Chairman, Citibank, N.A",268.0,,184565670.0,131496.0,122.0,7971.0,Board Vice President,True,
Carl C. Landegger,Director,Georgetown University,,,"Chairman, The Black Clawson Company",268.0,,184565670.0,131496.0,121.0,7970.0,Director,True,
"John R. Kennedy, Jr.",Chairman,Georgetown University,,,"Chairman and Chief Executive Officer, Federal Paper Board Co., Inc",268.0,,184565670.0,131496.0,120.0,7969.0,Board President,True,
Leslie H. Jacobson,Director,Georgetown University,,,"Senior Vice President, Film Programming, Home Box Office",268.0,,184565670.0,131496.0,119.0,7968.0,Director,True,
Rev. J. Bryan Hehir,Director,Georgetown University,,,Harvard Divinity School,268.0,,184565670.0,131496.0,118.0,7967.0,Director,True,
Elliot S. Hall,Director,Georgetown University,,,"Vice President, Civic and External Affairs. Ford Motor Company",268.0,,184565670.0,131496.0,117.0,7966.0,Director,True,
"Howard J. Gray, SJ",Director,Georgetown University,,,"Director, Center for Ignatian Spirituality, Boston College",268.0,,184565670.0,131496.0,116.0,7965.0,Director,True,
William P. Frank,Director,Georgetown University,,Fordham 1966,"Senior Partner, Skadden, Arps, Slate, Meagher & Flom LLP",268.0,,184565670.0,131496.0,115.0,7964.0,Director,True,
Carlos M. de la Cruz,Director,Georgetown University,,,"Chairman of the Board, Eagle BrandsInc",268.0,,184565670.0,131496.0,113.0,7962.0,Director,True,
Marshall B. Coyne,Director,Georgetown University,,,"Chairman of the Board, Madison Management and Investments",268.0,,184565670.0,131496.0,112.0,7961.0,Director,True,
Marcia Cooke,Director,Georgetown University,,,"Assistant United States Attorney, U.S Attorney's Office, Southern District of Florida",268.0,,184565670.0,131496.0,111.0,7960.0,Director,True,
Gustavo A. Cisneros,Director,Georgetown University,,,"Chairman and Chief Executive Officer, Cisneros Group of Companies",268.0,,184565670.0,131496.0,110.0,7959.0,Director,True,
Josephine Mandeville,Director,Georgetown University,,,President. The Connelly Foundation,268.0,,184565670.0,131496.0,123.0,7972.0,Director,True,
Winifred White Neisser,Overseer,Harvard University,,,"Vice President, Movies for Television and Mini-Series, Columbia Tristar Television",284.0,,136199984.0,166027.0,,,Overseer,True,
Alma H. Young,Overseer,Harvard University,,,"Coleman A. Young Professor of Urban Affairs, Wayne State University",284.0,,136199984.0,166027.0,,,Overseer,True,
Timothy E. Wirth,Overseer,Harvard University,,,President. United Nations Foundation,284.0,,136199984.0,166027.0,,,Overseer,True,
"Thomas S. Williamson, Jr",Overseer,Harvard University,,,"Partner, Covington & Burling",284.0,,136199984.0,166027.0,,,Overseer,True,
Torsten N. Wiesel,Overseer,Harvard University,,,"President, The Rockefeller University",284.0,,136199984.0,166027.0,,,Overseer,True,
William J. Rutter,Overseer,Harvard University,,,"Chairman, Chiron Corporation",284.0,,136199984.0,166027.0,,,Overseer,True,
Lauren B. Resnick,Overseer,Harvard University,,,"Professor, Psychology and Director, Learning Research and Development Center, University of Pittsburgh",284.0,,136199984.0,166027.0,,,Overseer,True,
Robert D. Reischauer,Overseer,Harvard University,,,"Senior Fellow, Economic Studies Program, The Brookings Institution",284.0,,136199984.0,166027.0,,,Overseer,True,
Richard E. Oldenburg,Overseer,Harvard University,,,"Chairman, Sotheby's North and South America",284.0,,136199984.0,166027.0,,,Overseer,True,
John D. Nichols,Overseer,Harvard University,,,"Chairman and Chief Executive Officer, Illinois Tool Works Inc. (ITW)",284.0,,136199984.0,166027.0,,,Overseer,True,
"Woodrow A. Myers, Jr",Overseer,Harvard University,,,"Director, Health Care Management, Ford Motor Company",284.0,,136199984.0,166027.0,,,Overseer,True,
Peter A. Brooke,Overseer,Harvard University,,"Harvard 1954 BA, MBA","Chairman, Advent International Corporation",283.0,,136199984.0,166027.0,,,Overseer,True,
Theodore B. Lee,Overseer,Harvard University,,,"President, Urban Land Company",283.0,,136199984.0,166027.0,,,Overseer,True,
Daniel C. Morales,Overseer,Harvard University,,,"Attorney General, State of Texas",284.0,,136199984.0,166027.0,,,Overseer,True,
John C. Baldwin,Overseer,Harvard University,,,"DeBakey Professor and Chairman, Department of Surgery, Baylor College of Medicine",283.0,,136199984.0,166027.0,,,Overseer,True,
J. Michael Bishop,Overseer,Harvard University,,,"University Professor, Microbiology and Immunology and Director, G. W. Hooper Research Foundation, University of California, San Francisco",283.0,,136199984.0,166027.0,,,Overseer,True,
Mildred S. Dresselhaus,Overseer,Harvard University,,,"Institute Professor, Electrical Engineering and Physics, Massachusetts Institute of Technology (MIT)",283.0,,136199984.0,166027.0,,,Overseer,True,
Doris Kearns Goodwin,Overseer,Harvard University,,,Author and Historian,283.0,,136199984.0,166027.0,,,Overseer,True,
Jack R. Harrison,Overseer,Harvard University,,,"Chairman, Harrison Charitable Foundation",283.0,,136199984.0,166027.0,,,Overseer,True,
Sharon Gagnon,Overseer,Harvard University,,,"Member, Board of Regents, University of Alaska",283.0,,136199984.0,166027.0,,,Overseer,True,
Walter B. Hewlett,Overseer,Harvard University,,,"Director, Center for Computer Assisted Research in the Humanities, Stanford University",283.0,,136199984.0,166027.0,,,Overseer,True,
Joan Morthland Hutchins,Overseer,Harvard University,,,"President and Chief Executive Officer, Compotite Corporation",283.0,,136199984.0,166027.0,,,Overseer,True,
