Name,Position,Institution,SubInstitution,Education,Other Affiliation,page,Career,Notes,AffiliationId,carnegie_id,PrimarySample
Mihir Chatteri,"Associate Vice President, Information Technology Services",Eastern Illinois University,,Indiana State MS,,275.0,,,153871386,144892,False
Michael R. Hoadley,"Assistant Vice President, Academic Affairs and Technology",Eastern Illinois University,,Illinois PhD,,275.0,,,153871386,144892,False
Mary Herrington-Perry,Assistant Vice President. Academic Affairs,Eastern Illinois University,,Indiana,,275.0,,,153871386,144892,False
Vacant,"Dean, Enrollment Management",Eastern Illinois University,,,,275.0,,,153871386,144892,False
Bonnie Irwin,"Dean, Honors College",Eastern Illinois University,,UC Berkeley,,275.0,,,153871386,144892,False
Allen Lanham,"Dean, Library Services",Eastern Illinois University,,Rochester PhD,,275.0,,,153871386,144892,False
William C. Hine,"Dean, School of Continuing Education",Eastern Illinois University,,Indiana EdD,,275.0,,,153871386,144892,False
Karla J. Evans,"Executive Director, Development",Eastern Illinois University,,,,275.0,,,153871386,144892,False
Brenda L. Ross,"Director, Admissions",Eastern Illinois University,,"Southern Illinois 1981 BA, 1984 MFA",,275.0,,,153871386,144892,False
Steven W. Rich,"Director, Alumni Services",Eastern Illinois University,,Southern Illinois BS,,275.0,,,153871386,144892,False
Jim Shonkwiler,"Director, Budget",Eastern Illinois University,,Illinois PhD,,275.0,,,153871386,144892,False
Vacant,"Director, Business Services and Treasurer",Eastern Illinois University,,,,275.0,,,153871386,144892,False
Linda L. Moore,"Acting Director, Career Services",Eastern Illinois University,,,,275.0,,,153871386,144892,False
Robert W. Chestnut,"Director, Grants and Research",Eastern Illinois University,,"Andrews BS, BBA; Purdue PhD; Chicago MBA",,275.0,,,153871386,144892,False
Vacant,"Director, Media Relations",Eastern Illinois University,,,,275.0,,,153871386,144892,False
Mona Davenport,"Director, Minority Affairs",Eastern Illinois University,,,,275.0,,,153871386,144892,False
Julia Abell,"Director, Planning and Institutional Studies",Eastern Illinois University,,,,275.0,,,153871386,144892,False
Joseph Barron,General Counsel,Eastern Illinois University,,Suffolk JD,,275.0,,,153871386,144892,False
Adam Due,Chief Public Safety Officer,Eastern Illinois University,,Western Illinois; Eastern Illinois,,275.0,,,153871386,144892,False
Patrice Stratton,Executive Officer,Eastern Illinois University,Eastern Illinois University Foundation,,,275.0,,,153871386,144892,False
James K. Johnson,Dean,Eastern Illinois University,College of Arts and Humanities,Kansas MFA,,275.0,,,153871386,144892,False
Diane B. Hoadley,Dean,Eastern Illinois University,Lumpkin College of Business and Applied Sciences,Illinois JD,,275.0,,,153871386,144892,False
Jacqueline Clap Joines,"Director, Development",Eastern Illinois University,Lumpkin College of Business and Applied Sciences,,,275.0,,,153871386,144892,False
Charles A. Rohn,Dean,Eastern Illinois University,College of Education and Professional Studies,Southern Illinois PhD,,275.0,,,153871386,144892,False
Mary Anne Hanner,Dean,Eastern Illinois University,College of Sciences,Indiana State PhD,,275.0,,,153871386,144892,False
Robert Augustine,Dean,Eastern Illinois University,Graduate School and International Studies,Southern Illinois PhD,,275.0,,,153871386,144892,False
Nathaniel J. Anderson,Chairman,Eastern Illinois University,,,,275.0,,,153871386,144892,False
Roger Dettro,Secretary,Eastern Illinois University,,,,275.0,,,153871386,144892,False
Adam Howell,Student Trustee,Eastern Illinois University,,,,275.0,,,153871386,144892,False
Roger L. Kratochvil,Trustee,Eastern Illinois University,,Eastern Illinois,"Principal, Mt. Olive High School",275.0,,,153871386,144892,False
Jeffery T. Lezotte,Trustee,Eastern Illinois University,,,,275.0,,,153871386,144892,False
Julie Nimmons,Trustee,Eastern Illinois University,,,"President and Chief Executive Officer, Schutt Sports Group",276.0,,,153871386,144892,False
Robert D. Webb,Trustee,Eastern Illinois University,,,,276.0,,,153871386,144892,False
Leo Welch,Trustee,Eastern Illinois University,,Eastern Illinois,"Biology Teacher, Southwestern Illinois College",276.0,,,153871386,144892,False
Craig Dean Willis,President,Eastern Michigan University,,Ohio Wesleyan BA; Ohio State MAPhD,"Vice President and Academic Dean, Concord College; Dean, University Division, Wright State University; Guest Lecturer, College Management Institute, Carnegie-Mellon University; President, Lock Haven University of Pennsylvania (1982-2004)",276.0,,,138216421,169798,True
Martha Wingard Tack,Senior Executive. Presidential Initiatives,Eastern Michigan University,,,Strategic Planning and Continuous Improvement,276.0,,,138216421,169798,True
Don Loppnow,"Senior Executive, Strategic Planning and Continuous Improvement",Eastern Michigan University,,,,276.0,,,138216421,169798,True
Paul T. Schollaert,"Provost and Vice President, Academic Affairs",Eastern Michigan University,,,,276.0,,,138216421,169798,True
Stuart J. Starner,"Vice President, Advancement and Executive Director, EMU Foundation",Eastern Michigan University,,,,276.0,,,138216421,169798,True
John Beaghan,"Vice President, Business and Finance (Interim)",Eastern Michigan University,,,,276.0,,,138216421,169798,True
Courtney O. McAnuff,"Vice President, Enrollment Services",Eastern Michigan University,,,,276.0,,,138216421,169798,True
James F. Vick,"Vice President, Student Affairs",Eastern Michigan University,,,,276.0,,,138216421,169798,True
Juanita M. Reid,"Vice President, University Relations",Eastern Michigan University,,,,276.0,,,138216421,169798,True
Robert O. Holkeboer,"Associate Vice President, Graduate Studies and Research and Dean, Graduate School",Eastern Michigan University,Graduate School,,,276.0,,,138216421,169798,True
Daniel Cooper,Assistant Vice President and Controller (Interim),Eastern Michigan University,,,,276.0,,,138216421,169798,True
Bobert J. Van Der Velde,"Assistant Vice President, Academic Affairs",Eastern Michigan University,,,,276.0,,,138216421,169798,True
Kathleen Tinney,"Assistant Vice President, University Relations",Eastern Michigan University,,,,276.0,,,138216421,169798,True
Gregory A. Peoples,Dean of Students,Eastern Michigan University,,,,276.0,,,138216421,169798,True
Daniel F. Gaymer,"Assistant Dean, Continuing Education",Eastern Michigan University,,,,276.0,,,138216421,169798,True
Margaret Cline,Chief Information Officer,Eastern Michigan University,,,,276.0,,,138216421,169798,True
Thomas R. Stevick,"Executive Director, Development",Eastern Michigan University,,,,276.0,,,138216421,169798,True
Susan Patalan,"Executive Director, Human Resources (Interim)",Eastern Michigan University,,,,276.0,,,138216421,169798,True
Mark A. Byrd,"Executive Director, Institutional Research and Information Management",Eastern Michigan University,,,,276.0,,,138216421,169798,True
Rita Abent,"Executive Director, University Marketing and Communications",Eastern Michigan University,,,,276.0,,,138216421,169798,True
Judy Benfield Tatum,"Director, Admissions",Eastern Michigan University,,,,276.0,,,138216421,169798,True
Vicki Reaume,"Director, Alumni Relations",Eastern Michigan University,,,,276.0,,,138216421,169798,True
Alvin S. Levett,"Director, Budget Management",Eastern Michigan University,,,,276.0,,,138216421,169798,True
J. Michael Erwin,"Director, Career Services Center",Eastern Michigan University,,,,276.0,,,138216421,169798,True
Whitney G. Harris,"Director, Diversity and Affirmative Action",Eastern Michigan University,,,,276.0,,,138216421,169798,True
Paul N. Moniodis,"Director, Institutional Analysis",Eastern Michigan University,,,,276.0,,,138216421,169798,True
Sandra Williams,"Director, Institutional Assessment",Eastern Michigan University,,,,276.0,,,138216421,169798,True
John Senko,"Director, Management Information Systems",Eastern Michigan University,,,,276.0,,,138216421,169798,True
Brian D. Anderson,"Director, Research Development",Eastern Michigan University,,,,276.0,,,138216421,169798,True
Shauna Wilson,"Director, Special Events",Eastern Michigan University,,,,276.0,,,138216421,169798,True
Pamela Young,"Director, University Communications",Eastern Michigan University,,,,276.0,,,138216421,169798,True
Rhonda DeLong,"Director, Web Communications",Eastern Michigan University,,,,276.0,,,138216421,169798,True
David Costanza,"Manager, Academic Budget and Operations",Eastern Michigan University,,,,276.0,,,138216421,169798,True
Kenneth A. McKanders,General Counsel,Eastern Michigan University,,,,276.0,,,138216421,169798,True
Dana Aymond,Secretary to the Board,Eastern Michigan University,,,,276.0,,,138216421,169798,True
Vacant,"Chief, Public Safety",Eastern Michigan University,,,,276.0,,,138216421,169798,True
Stuart J. Starner,"Executive Director and Vice President, Advancement",Eastern Michigan University,,,,276.0,,,138216421,169798,True
Juanita M. Reid,"Vice President, University Relations",Eastern Michigan University,,,,276.0,,,138216421,169798,True
Linda Pritchard,Dean,Eastern Michigan University,College of Arts and Sciences,,,276.0,,,138216421,169798,True
David E. Mielke,Dean,Eastern Michigan University,College of Business,Lawrence BA; Chicago 1971 MBA; Wisconsin PhD,,276.0,,,138216421,169798,True
Alane Starko,Dean (Interim),Eastern Michigan University,College of Education,,,276.0,,,138216421,169798,True
Jeanne Thomas,Dean,Eastern Michigan University,College of Health and Human Services,,,276.0,,,138216421,169798,True
John Dugger,Dean,Eastern Michigan University,College of Technology,,,276.0,,,138216421,169798,True
Robert O. Holkeboer,"Associate Vice President, Graduate Studies and Research",Eastern Michigan University,,,,276.0,,,138216421,169798,True
Joseph E. Antonini,Regent,Eastern Michigan University,,,Founder and President. Signature ONCOR International,276.0,,,138216421,169798,True
Jan A. Brandon,Regent,Eastern Michigan University,,,,276.0,,,138216421,169798,True
Steven G. Gordon,Regent,Eastern Michigan University,,,,276.0,,,138216421,169798,True
Rosalind E. Griffin,Regent,Eastern Michigan University,,,,276.0,,,138216421,169798,True
Philip A. Incarnati,Chairman,Eastern Michigan University,,,"President and Chief Executive Officer, McLaren Health Care Corporation",276.0,,,138216421,169798,True
Michael G. Morris,Regent,Eastern Michigan University,,"Eastern Michigan 1969 BS, 1973 MS; Detroit Law 1981 JD",,276.0,,,138216421,169798,True
Sharon J. Rothwell,Regent,Eastern Michigan University,,,"Director, Civic Affairs, Masco Corporation",277.0,,,138216421,169798,True
Karen Q. Valvo,Vice Chairperson,Eastern Michigan University,,,"Partner, Reach, Ranney & Carpenter, P.C",277.0,,,138216421,169798,True
Thomas Keith Meier,"President and Simeon Benjamin Professor, English Literature",Elmira College,,Texas; Columbia 1963 MA; Harvard 1967 MBA; Columbia 1971 PhD,"Officer, United States Army; Exxon Corporation; President, Castleton State College",277.0,,,69692435,190983,False
Michael Blaine Rogers,"Assistant to the President and Director, Communications",Elmira College,,,,277.0,,,69692435,190983,False
Diane Thompson,Executive Secretary,Elmira College,,,,277.0,,,69692435,190983,False
Bryan DeWitt Reddick,Vice President and Dean of Faculty,Elmira College,Faculty,,,277.0,,,69692435,190983,False
Susan Carpenter,Executive Secretary,Elmira College,,,,277.0,,,69692435,190983,False
Julianne Deegan Baumann,"Vice President and Dean, Student Life",Elmira College,Student Life,,,277.0,,,69692435,190983,False
Patricia Eileen Goble,Executive Secretary,Elmira College,,,,277.0,,,69692435,190983,False
Patricia A. Thompson,"Vice President, Athletics and Health Care Services",Elmira College,,,,277.0,,,69692435,190983,False
John Mason Hooker,"Vice President, Development and Alumni Relations",Elmira College,,,,277.0,,,69692435,190983,False
Joseph Koczan,"Vice President, Finance and Dean. Administration",Elmira College,Finance,,,277.0,,,69692435,190983,False
Shirley Weston,Executive Secretary,Elmira College,,,,277.0,,,69692435,190983,False
Julianne Deegan Baumann,"Dean, Admissions (Interim)",Elmira College,Admissions,,,277.0,,,69692435,190983,False
Glen Fried,"Dean, Continuing Education",Elmira College,Continuing Education,,,277.0,,,69692435,190983,False
Chris Van Vessem,"Director, Annual Giving",Elmira College,,,,277.0,,,69692435,190983,False
William Douglas Couchon,"Director, Counseling and Career Services",Elmira College,,,,277.0,,,69692435,190983,False
Vacant,"Director, Library",Elmira College,,,,277.0,,,69692435,190983,False
Michael Della Salla,"Director, Security",Elmira College,,,,277.0,,,69692435,190983,False
John Edward Fratarcangelo,Comptroller,Elmira College,,,E-mail: jfratarcangelo@elmira.edu,277.0,,,69692435,190983,False
Leo Lambert*,President,Elon University,,SUNY (Geneseo); Vermont; Syracuse,"Career: Acting Director, Living Learning Center and Lecturer, University of Vermont; Acting Dean, Graduate School and Director, Teaching Assistant Program, Syracuse University; Provost, Vice Chancellor, Academic Affairs and Professor, Educational Policy and Practice, University of Wisconsin-La Crosse",277.0,,,170164250,198516,False
Sandra Fields,Assistant,Elon University,,,,277.0,,,170164250,198516,False
Sara Paden Peterson,Executive Assistant,Elon University,,,,277.0,,,170164250,198516,False
Gerald L. Francis,"Provost, Assistant Secretary of the Board, Assistant Treasurer of the Board, and Vice President, Academic Affairs",Elon University,,,,277.0,,,170164250,198516,False
Dixie L. Fox,Secretary,Elon University,,,,277.0,,,170164250,198516,False
Gerald O. Whittington,"Vice President, Business, Finance, Technology and Treasurer of the Board",Elon University,,,,277.0,,,170164250,198516,False
Nan P. Perkins,"Vice President, Institutional Advancement",Elon University,,,,277.0,,,170164250,198516,False
G. Smith Jackson,"Vice President, Student Life",Elon University,,,,277.0,,,170164250,198516,False
Christopher D. Fulkerson,"Assistant Vice President, Technology",Elon University,,St John Fisher; North Carolina Greensboro,,277.0,,,170164250,198516,False
Susan Klopman,"Dean, Admissions",Elon University,Elon University,,,277.0,,,170164250,198516,False
James L. Murphy,"Director, Academic Computing Services",Elon University,,,,277.0,,,170164250,198516,False
Cindy Wall Sarwi,"Director, Alumni and Parent Relations",Elon University,,,,277.0,,,170164250,198516,False
Alan J. White,"Director, Athletics",Elon University,,,,277.0,,,170164250,198516,False
David E. Magee,"Director, Career Services",Elon University,,,,277.0,,,170164250,198516,False
Lawrence D. Vellani,"Director, Foundation Relations",Elon University,,,,277.0,,,170164250,198516,False
Ronald F. Driscoll,"Director, Information Systems and Technologies",Elon University,,,,277.0,,,170164250,198516,False
Kate Hickey,"Director, Library",Elon University,,,Fax: (336) 278-6637,277.0,,,170164250,198516,False
Richard Puchyr,"Director, Web Content and Design",Elon University,,,,277.0,,,170164250,198516,False
Jane Deaton,Comptroller,Elon University,,,,277.0,,,170164250,198516,False
Steven House,Dean,Elon University,Elon College of Arts and Sciences,,,277.0,,,170164250,198516,False
"John J. Burbridge, Jr",Dean,Elon University,Love School of Business,,,277.0,,,170164250,198516,False
Paul Parsons,Dean,Elon University,School of Communication,,,277.0,,,170164250,198516,False
Wallace L. Chandler,Trustee,Elon University,,,,278.0,,,170164250,198516,False
F. Gerald Dillashaw,Dean,Elon University,School of Education,,,278.0,,,170164250,198516,False
Noel Lee Allen,Trustee,Elon University,,,,278.0,,,170164250,198516,False
A. Christine Baker,Trustee,Elon University,,,,278.0,,,170164250,198516,False
Barbara Day Bass,Trustee,Elon University,,,,278.0,,,170164250,198516,False
Thomas E. Chandler,Trustee,Elon University,,,,278.0,,,170164250,198516,False
John R. Danieli,Trustee,Elon University,,,,278.0,,,170164250,198516,False
Robert Drakeford,Trustee,Elon University,,,,278.0,,,170164250,198516,False
Gail M. Drew,Trustee,Elon University,,,,278.0,,,170164250,198516,False
"Allen E. Gant, Jr.",Trustee,Elon University,,,"Chairman, Institute of Textile Technology",278.0,,,170164250,198516,False
Katie M. Gosselin,Youth Trustee,Elon University,,,,278.0,,,170164250,198516,False
Sherrill G. Hall,Trustee,Elon University,,,,278.0,,,170164250,198516,False
Shelly S. Hazel,Trustee,Elon University,,,,278.0,,,170164250,198516,False
William N.P. Herbert,Trustee,Elon University,,,,278.0,,,170164250,198516,False
Victoria S. Hunt,Trustee,Elon University,,,,278.0,,,170164250,198516,False
Jeanette Wallace Hyde,Trustee,Elon University,,,,278.0,,,170164250,198516,False
"Maurice N. Jennings, Jr",Trustee,Elon University,,,,278.0,,,170164250,198516,False
Leo Lambert,President and Ex Officio Trustee,Elon University,,,,278.0,,,170164250,198516,False
Mittie C. Landi,Trustee,Elon University,,Elon 1996,,278.0,,,170164250,198516,False
Robert E. LaRose,Trustee,Elon University,,,,278.0,,,170164250,198516,False
Jack R. Lindley,Trustee,Elon University,,,,278.0,,,170164250,198516,False
Donald A. Lopes,Trustee,Elon University,,,,278.0,,,170164250,198516,False
Frank R. Lyon III,Trustee,Elon University,,,,278.0,,,170164250,198516,False
Mark T. Mahaffey,Trustee,Elon University,,,,278.0,,,170164250,198516,False
James W. Maynard,Trustee,Elon University,,,,278.0,,,170164250,198516,False
Adam G. O'Dell,Trustee,Elon University,,,,278.0,,,170164250,198516,False
G. Melvin Palmer,Trustee,Elon University,,,,278.0,,,170164250,198516,False
James B. Powell,Vice Chairman,Elon University,,,,278.0,,,170164250,198516,False
Thomas E. Powell III,Secretary,Elon University,,,,278.0,,,170164250,198516,False
Warren G. Rhodes,Trustee,Elon University,,,,278.0,,,170164250,198516,False
Jeanne S. Robertson,Trustee,Elon University,,Auburn 1967,,278.0,,,170164250,198516,False
Ann Calvin Rogers-Witte,Trustee,Elon University,,,,278.0,,,170164250,198516,False
William H. Smith,Trustee,Elon University,,,,278.0,,,170164250,198516,False
Mary B. Straub,Trustee,Elon University,,,,278.0,,,170164250,198516,False
Richard L. Thompson,Trustee,Elon University,,,,278.0,,,170164250,198516,False
Zachary T. Walker III,Chairman,Elon University,,,,278.0,,,170164250,198516,False
Robert A. Ward,Trustee,Elon University,,,,278.0,,,170164250,198516,False
Jacqueline W. Liebergott,President,Emerson College,,Pittsburgh 1973,Administration,278.0,,,87650153,165662,False
Anne M. Shaughnessy,Executive Assistant,Emerson College,,,,278.0,,,87650153,165662,False
Linda Moore,"Vice President, Academic Affairs",Emerson College,,,,278.0,,,87650153,165662,False
Robert A. Silverman,"Vice President, Administration and Finance",Emerson College,,,,278.0,,,87650153,165662,False
Suzanne Swope,"Vice President, Enrollment and Student Affairs",Emerson College,,,,278.0,,,87650153,165662,False
William Gilligan,"Vice President, Information Technology",Emerson College,,,,278.0,,,87650153,165662,False
Barbara Rutberg,"Vice President, Institutional Advancement (Acting)",Emerson College,,,,278.0,,,87650153,165662,False
David M. Rosen,"Vice President, Public Affairs",Emerson College,,,,278.0,,,87650153,165662,False
Richard Zauft,"Associate Vice President, Academic Affairs",Emerson College,,"Wisconsin BS, MFA",,278.0,,,87650153,165662,False
"Michael Delleo, Jr.","Associate Vice President, Administrative Services",Emerson College,,,,278.0,,,87650153,165662,False
Geraldine McGowan,Executive Secretary,Emerson College,,,,278.0,,,87650153,165662,False
John Donohoe,"Associate Vice President, Finance",Emerson College,,,,278.0,,,87650153,165662,False
Antonietta Francis,Executive Secretary,Emerson College,,,,278.0,,,87650153,165662,False
Ronald Ludman,Dean of Students,Emerson College,,,,278.0,,,87650153,165662,False
Henry Zappala,"Executive Director, Continuing Education",Emerson College,,,,278.0,,,87650153,165662,False
Mickey Zemon,"Executive Director, Library Services",Emerson College,,,,278.0,,,87650153,165662,False
Sara Ramirez,"Director, Admissions",Emerson College,,,,278.0,,,87650153,165662,False
Margaret A. Ings,"Director, Government and Community Relations",Emerson College,,,,278.0,,,87650153,165662,False
Donna Schroth,"Director, Graduate Studies",Emerson College,,,,278.0,,,87650153,165662,False
David Glaser,"Director, Human Resources and Affirmative Action",Emerson College,,,,278.0,,,87650153,165662,False
Derek Thomas,"Director, Information Services",Emerson College,,,,279.0,,,87650153,165662,False
Richard Grossman,"Director, Networking and Telecommunications",Emerson College,,,,279.0,,,87650153,165662,False
William McCabe,"Director, Public Safety",Emerson College,,,,279.0,,,87650153,165662,False
Richard Allen,Lab Operations Manager,Emerson College,,,,279.0,,,87650153,165662,False
Jason Beals,Web Coordinator,Emerson College,,,,279.0,,,87650153,165662,False
Margaret A. Ings,"Director, Government and Community Relations",Emerson College,,,,279.0,,,87650153,165662,False
Grafton Nunes,Dean,Emerson College,School of the Arts,,,279.0,,,87650153,165662,False
Stuart Sigman,Dean,Emerson College,School of Communication,,,279.0,,,87650153,165662,False
Justin L. Altshuler,Trustee,Emerson College,,,,279.0,,,87650153,165662,False
Kevin Scott Bright,Trustee,Emerson College,,,,279.0,,,87650153,165662,False
Michael Carson,Trustee,Emerson College,,,,279.0,,,87650153,165662,False
Theodore Benard Cutler,Chairman,Emerson College,,,,279.0,,,87650153,165662,False
Vincent J. Di Bona,Trustee,Emerson College,,,,279.0,,,87650153,165662,False
Steven Goldman,Trustee,Emerson College,,,,279.0,,,87650153,165662,False
David Grain,Trustee,Emerson College,,,,279.0,,,87650153,165662,False
Jeffrey Greenhawt,Treasurer,Emerson College,,,,279.0,,,87650153,165662,False
Gary Grossman,Trustee,Emerson College,,,,279.0,,,87650153,165662,False
Doug Herzog,Trustee,Emerson College,,,,279.0,,,87650153,165662,False
Douglas V. Holloway,Trustee,Emerson College,,Emerson BS,,279.0,,,87650153,165662,False
Judith Huret,Trustee,Emerson College,,,,279.0,,,87650153,165662,False
Richard Janssen,Trustee,Emerson College,,,,279.0,,,87650153,165662,False
Sheryl S. Levy,Trustee,Emerson College,,,,279.0,,,87650153,165662,False
Peter Meade,Vice Chairman,Emerson College,,,,279.0,,,87650153,165662,False
Harry Morgan,Trustee,Emerson College,,,,279.0,,,87650153,165662,False
Lawrence Rasky,Trustee,Emerson College,,,,279.0,,,87650153,165662,False
Richard Remis,Trustee,Emerson College,,,,279.0,,,87650153,165662,False
Nancy Ryan,Trustee,Emerson College,,,,279.0,,,87650153,165662,False
Lucille S. Salhany,Trustee,Emerson College,,,,279.0,,,87650153,165662,False
Linda Schwartz,Trustee,Emerson College,,,"President and Chief Executive Officer, JHMedia",279.0,,,87650153,165662,False
Peter Smyth,Trustee,Emerson College,,,,279.0,,,87650153,165662,False
Alan L. Stanzler,Trustee,Emerson College,,,,279.0,,,87650153,165662,False
Marillyn Zacharis,Trustee,Emerson College,,,,279.0,,,87650153,165662,False
Eric Alexander,Overseer,Emerson College,,,,279.0,,,87650153,165662,False
Edward V. Baron,Overseer,Emerson College,,,,279.0,,,87650153,165662,False
C. Thomas Bauer,Overseer,Emerson College,,,,279.0,,,87650153,165662,False
William H. Berman,Overseer,Emerson College,,,,279.0,,,87650153,165662,False
Barney T. Bishop III,Overseer,Emerson College,,,"President and Chief Executive Officer, Windsor Group",279.0,,,87650153,165662,False
Kathryn Boutilier,Overseer,Emerson College,,,,279.0,,,87650153,165662,False
Alicia Denise Brown,Overseer,Emerson College,,,,279.0,,,87650153,165662,False
Susan M. Cannon,Overseer,Emerson College,,,,279.0,,,87650153,165662,False
Gayle N. Carson,Overseer,Emerson College,,,,279.0,,,87650153,165662,False
Bonnie Comley,Overseer,Emerson College,,,,279.0,,,87650153,165662,False
Edward G. Conture,Overseer,Emerson College,,,,279.0,,,87650153,165662,False
Rhoda D. Cutler,Overseer,Emerson College,,,,279.0,,,87650153,165662,False
Maria T. D'Arcangelo-Lapides,Overseer,Emerson College,,,,279.0,,,87650153,165662,False
Scott Davis,Overseer,Emerson College,,,,279.0,,,87650153,165662,False
Don DeMesquita,Overseer,Emerson College,,,,279.0,,,87650153,165662,False
John Charles Ford,Overseer,Emerson College,,,,279.0,,,87650153,165662,False
Ira H. Goldstone,Overseer,Emerson College,,,,279.0,,,87650153,165662,False
Jan E. Jacobs Greenhaw,Overseer,Emerson College,,Emerson,,279.0,,,87650153,165662,False
Albert M. Jaffe,Overseer,Emerson College,,,,279.0,,,87650153,165662,False
Gary A. Krantz,Overseer,Emerson College,,,,279.0,,,87650153,165662,False
Howard M. Liberman,Overseer,Emerson College,,,,279.0,,,87650153,165662,False
Robert Madden,Overseer,Emerson College,,,,279.0,,,87650153,165662,False
John P. McGovern,Overseer,Emerson College,,,,279.0,,,87650153,165662,False
Alan Merson,Overseer,Emerson College,,,,279.0,,,87650153,165662,False
Barry J. O'Brien,Overseer,Emerson College,,,,279.0,,,87650153,165662,False
J. William Reardin,Overseer,Emerson College,,,,279.0,,,87650153,165662,False
Robert Rudnick,Overseer,Emerson College,,,,279.0,,,87650153,165662,False
Linda Schwartz,Chairperson,Emerson College,,,,279.0,,,87650153,165662,False
Steven Shaw,Overseer,Emerson College,,,,279.0,,,87650153,165662,False
Elizabeth Solender,Overseer,Emerson College,,,,279.0,,,87650153,165662,False
David Steinberg,Overseer,Emerson College,,,,279.0,,,87650153,165662,False
Marc Summers,Overseer,Emerson College,,,,279.0,,,87650153,165662,False
Andreas Veith,Overseer,Emerson College,,,,279.0,,,87650153,165662,False
John A. Wentworth,Overseer,Emerson College,,,,279.0,,,87650153,165662,False
Richard Charles Willis,Overseer,Emerson College,,,"Senior Vice President, Media Relations, Paramount Television Group",279.0,,,87650153,165662,False
David B. Woolfson,Overseer,Emerson College,,,,279.0,,,87650153,165662,False
Muriel Kagan Zager,Overseer,Emerson College,,,,279.0,,,87650153,165662,False
James W. Wagner,President,Emory University,,"Delaware BS; Johns Hopkins MS, PhD","Chairman, Department of Materials Science and Engineering, Johns Hopkins University; Dean, Case School of Engineering, Case Western Reserve University; Interim President, Case Western Reserve University; Provost and University Vice President, Case Western Reserve University (2000-2003); Provost and Executive Vice President, Academic Affairs",279.0,,,150468666,139658,True
Earl Lewis,"Provost and Executive Vice President, Academic Affairs",Emory University,,"Concordia Col Moorhead MN 1978 BA: Minnesota 1981 MA, 1984 PhD",,279.0,,,150468666,139658,True
Michael J. Mandl,"Executive Vice President, Finance and Administration",Emory University,,George Washington; Duke MA,,279.0,,,150468666,139658,True
Michael M. E. Johns,"Executive Vice President, Health Affairs and Director, Robert W. Woodruff Health Sciences Center",Emory University,,,,279.0,,,150468666,139658,True
Kent Alexander,Senior Vice President and General Counsel,Emory University,,,,280.0,,,150468666,139658,True
John L. Ford,"Senior Vice President and Dean, Campus Life",Emory University,,,,280.0,,,150468666,139658,True
William H. Fox,"Senior Vice President, External Affairs",Emory University,,,,280.0,,,150468666,139658,True
Betty Willis,"Senior Vice President, Government and Community Affairs",Emory University,,,,280.0,,,150468666,139658,True
Johnnie D. Ray,"Senior Vice President, Institutional Advancement",Emory University,,,,280.0,,,150468666,139658,True
Gary S. Hauk,Vice President and Secretary of the University,Emory University,,,,280.0,,,150468666,139658,True
Robert G. Pennington,"Vice President, Alumni Affairs and Special Development Programs",Emory University,,,,280.0,,,150468666,139658,True
Robert W. Ethridge,"Vice President, Equal Opportunity Programs",Emory University,,,,280.0,,,150468666,139658,True
Edie Murphree,"Vice President, Finance",Emory University,,,,280.0,,,150468666,139658,True
Alice R. Miller,"Vice President, Human Resources",Emory University,,,,280.0,,,150468666,139658,True
Curtis K. Carlson,"Vice President, Public Affairs",Emory University,,,,280.0,,,150468666,139658,True
Linda Matthews,Vice Provost and Director. University Libraries,Emory University,,,,280.0,,,150468666,139658,True
Donald E. Harris,"Vice Provost, Information Technology and Chief Information Officer",Emory University,,,,280.0,,,150468666,139658,True
Stephen Stoffle,"Executive Director, Continuing Education",Emory University,,,,280.0,,,150468666,139658,True
Alan Cattier,"Director, Academic Technologies Group",Emory University,,,,280.0,,,150468666,139658,True
Francene Mangham,"Director, Administrative Information Systems",Emory University,,,,280.0,,,150468666,139658,True
Betsy Stephenson,"Director, Athletics and Recreation",Emory University,,,,280.0,,,150468666,139658,True
A. Tarig Shakoor,"Director, The Career Center",Emory University,,,,280.0,,,150468666,139658,True
Doris Kirby,"Director, Information Technology Policy and Legal Compliance",Emory University,,,,280.0,,,150468666,139658,True
Betty Troup,"Director, Operational Services",Emory University,,,,280.0,,,150468666,139658,True
John Ellis,"Director, Technical Services",Emory University,,,,280.0,,,150468666,139658,True
Jackie Bendall,"Associate Director, Sponsored Programs",Emory University,,,,280.0,,,150468666,139658,True
Robert A. Paul,Dean,Emory University,Emory College,,,280.0,,,150468666,139658,True
Dana Greene,Dean and Chief Executive Officer,Emory University,Oxford College,,,280.0,,,150468666,139658,True
Thomas S. Robertson,Dean,Emory University,Roberto C. Goizueta Business School,"Northwestern MA, PhD","Director, Business Development, Executive Education",280.0,,,150468666,139658,True
Samantha Wellbrook-Renfro,Director,Emory University,Roberto C. Goizueta Business School,,,280.0,,,150468666,139658,True
Peter Topping,Director,Emory University,Roberto C. Goizueta Business School,,,280.0,,,150468666,139658,True
Ruth Pagell,Director,Emory University,Roberto C. Goizueta Business School,,Library Center for Business Information,280.0,,,150468666,139658,True
Maria Radulovic,Administrative Director,Emory University,Roberto C. Goizueta Business School,,Executive MBA Programs,280.0,,,150468666,139658,True
Thomas C. Arthur,Dean,Emory University,School of Law,,,280.0,,,150468666,139658,True
