Name,Position,Institution,SubInstitution,Education,Other Affiliation,page,Career,Notes,AffiliationId,carnegie_id,PrimarySample,FixedPosition
"Sister Mary Allen Rosholt, CSJ",Trustee,Mount St Marys College,,,,419.0,,,4210134096.0,163462.0,False,Regent
Jack H. Schuster,Trustee,Mount St Marys College,,,"Professor of Education and Public Policy, Claremont Graduate University",419.0,,,4210134096.0,163462.0,False,Regent
Valerie Zavala,Trustee,Mount St Marys College,,,"Vice President, News and Public Affairs, KCET-TV 4401 Sunset Boulevard, Los Angeles, CA 90027-6017",419.0,,,4210134096.0,163462.0,False,Regent
John N. Bain,Vice Chairman,New Jersey Institute Of Technology,,NJIT 1953,"Partner, Carella, Byrne, Bain & Gilfillan",423.0,,,118118575.0,185828.0,True,Board Vice President
Philip K. Beachem,Trustee,New Jersey Institute Of Technology,,,"President, New Jersey Alliance for Action",423.0,,,118118575.0,185828.0,True,Overseer
Dennis M. Bone,Trustee,New Jersey Institute Of Technology,,,"President, Verizon New Jersey Inc540 Broad Street, Floor 20, Newark, NJ 07102",423.0,,,118118575.0,185828.0,True,Overseer
"Hamilton V. Bowser, Sr",Trustee,New Jersey Institute Of Technology,,NJIT 1952,"President, Evanbow Construction Company",423.0,,,118118575.0,185828.0,True,Overseer
W. Stanley Brown.,Trustee,New Jersey Institute Of Technology,,,"President, Brown Global Enterprises, LLC",423.0,,,118118575.0,185828.0,True,Overseer
Stephen P. DePalma,Trustee,New Jersey Institute Of Technology,,,,424.0,,,118118575.0,185828.0,True,Overseer
James M. Burns,Trustee,New Jersey Institute Of Technology,,,"Partner, Genova, Burns & Vernoia",424.0,,,118118575.0,185828.0,True,Overseer
Peter A. Cistaro,Trustee,New Jersey Institute Of Technology,,NJIT 1968 PhD,"Vice President, Gas Delivery, Public Service Electric and Gas Company",424.0,,,118118575.0,185828.0,True,Overseer
Vincent L. DeCaprio,Trustee,New Jersey Institute Of Technology,,NJIT 1972,"President, Vyteris",424.0,,,118118575.0,185828.0,True,Overseer
Sharpe James,Ex Officio Trustee,New Jersey Institute Of Technology,,Montclair State BS; Springfield (MA) MA,"Mayor, City of Newark, New Jersey; Mayor (D), City of Newark, New Jersey",424.0,,,118118575.0,185828.0,True,"Overseer, Ex Officio"
James A. Kennedy,Chairman,New Jersey Institute Of Technology,,,"President and Chief Executive Officer, National Starch and Chemical Company",424.0,,,118118575.0,185828.0,True,Board President
"Anthony J. Knapp, Jr.",Trustee,New Jersey Institute Of Technology,,,"Owner, Black Horse Inn",424.0,,,118118575.0,185828.0,True,Overseer
James E. McGreevey,Ex Officio Trustee,New Jersey Institute Of Technology,,Columbia 1978 BA; Georgetown 1981 JD; Harvard 1982 MA,"Governor, New Jersey; Governor (D), New Jersey",424.0,,,118118575.0,185828.0,True,"Overseer, Ex Officio"
Frank J. Ryan,Trustee,New Jersey Institute Of Technology,,,"Group Chairman, Johnson & Johnson",424.0,,,118118575.0,185828.0,True,Overseer
Kevin F. Toolan,Trustee,New Jersey Institute Of Technology,,,"President and Chairman of the Board, T&M Associates",424.0,,,118118575.0,185828.0,True,Overseer
Arthur F. Weinbach,Trustee,New Jersey Institute Of Technology,,"Pennsylvania 1965 BS, 1966 MS","Chairman and Chief Executive Officer, Automatic Data Processing, IncOne ADP Boulevard, Roseland, NJ 07068-1728",424.0,,,118118575.0,185828.0,True,Overseer
Dennis E. Murray,Trustee,Pennsylvania State System Of Higher Education,,,,476.0,,,29957033.0,,False,Governor
Judy G. Hample,Chancellor,Pennsylvania State System Of Higher Education,,,,476.0,,,29957033.0,,False,Board President
Judy G. Hample,Ex Officio Trustee,Pennsylvania State System Of Higher Education,,,,476.0,,,29957033.0,,False,"Governor, Ex Officio"
Martha A. King,Trustee,Slippery Rock University Of Pennsylvania,,,,476.0,,,169494899.0,216038.0,False,Trustee
Robert Marcus,Chairman,Slippery Rock University Of Pennsylvania,,,,476.0,,,169494899.0,216038.0,False,Board President
Orvan B. Peterson,Trustee,Slippery Rock University Of Pennsylvania,,,,476.0,,,169494899.0,216038.0,False,Trustee
Arlene Quinlan,Trustee,Slippery Rock University Of Pennsylvania,,,,476.0,,,169494899.0,216038.0,False,Trustee
Robert S. Taylor,Trustee,Slippery Rock University Of Pennsylvania,,,,476.0,,,169494899.0,216038.0,False,Trustee
John K. Thornburgh,Trustee,Slippery Rock University Of Pennsylvania,,,"Chief Executive Officer, Garrison Institutional",476.0,,,169494899.0,216038.0,False,Trustee
Suzanne A. Vessella,Trustee,Slippery Rock University Of Pennsylvania,,,,476.0,,,169494899.0,216038.0,False,Trustee
Angele Waugaman,Trustee,Slippery Rock University Of Pennsylvania,,,,476.0,,,169494899.0,216038.0,False,Trustee
Madeleine Wing Adler,President,West Chester University Of Pennsylvania,,"Northwestern BA; Wisconsin MA, PhD","Academic Vice President, Framingham State College",476.0,,,161171246.0,216764.0,True,Board President
Lawrence A. Dowdy,Executive Deputy to President,West Chester University Of Pennsylvania,,,,476.0,,,161171246.0,216764.0,True,Board President
Linda Lamwers,Provost,West Chester University Of Pennsylvania,,,,476.0,,,161171246.0,216764.0,True,Trustee
Linda Lamwers,"Vice President, Academic Affairs",West Chester University Of Pennsylvania,,,,476.0,,,161171246.0,216764.0,True,Board Vice President
Mark P. Mixner,"Vice President, Administration and Finance",West Chester University Of Pennsylvania,,,,476.0,,,161171246.0,216764.0,True,Board Vice President
Mark Pavlovich,"Vice President, Advancement",West Chester University Of Pennsylvania,,,,476.0,,,161171246.0,216764.0,True,Board Vice President
J. Frederick Gage,"Vice President, Information Services",West Chester University Of Pennsylvania,,,,476.0,,,161171246.0,216764.0,True,Board Vice President
Matthew Bricketto,"Vice President, Student Affairs",West Chester University Of Pennsylvania,,,,476.0,,,161171246.0,216764.0,True,Board Vice President
Matthew Bricketto,Dean Of Students,West Chester University Of Pennsylvania,,,,476.0,,,161171246.0,216764.0,True,Other Board Member
Sheila Patterson,"Associate Vice President, Academic Affairs",West Chester University Of Pennsylvania,,,,476.0,,,161171246.0,216764.0,True,Board Vice President
George Hong,"Associate Vice President, Sponsored Research and Faculty Development",West Chester University Of Pennsylvania,,,,476.0,,,161171246.0,216764.0,True,Board Vice President
Diane DeVestern,"Assistant Vice President, Student Affairs",West Chester University Of Pennsylvania,,,,476.0,,,161171246.0,216764.0,True,Board Vice President
Carol Aichele,Chairperson,West Chester University Of Pennsylvania,Council of Trustees,,,476.0,,,161171246.0,216764.0,True,Board President
Bernard J. Carrozza,Vice Chairman,West Chester University Of Pennsylvania,Council of Trustees,,,476.0,,,161171246.0,216764.0,True,Board Vice President
Barry C. Dozer,Trustee,West Chester University Of Pennsylvania,Council of Trustees,,,476.0,,,161171246.0,216764.0,True,Trustee
Thomas A. Fillippo,Trustee,West Chester University Of Pennsylvania,Council of Trustees,,,476.0,,,161171246.0,216764.0,True,Trustee
Dr. Judy G. Hample,Chancellor,West Chester University Of Pennsylvania,Council of Trustees,,,476.0,,,161171246.0,216764.0,True,Board President
Dr. Judy G. Hample,Ex Officio Trustee,West Chester University Of Pennsylvania,Council of Trustees,,,476.0,,,161171246.0,216764.0,True,"Trustee, Ex Officio"
Laurence Harmelin,Trustee,West Chester University Of Pennsylvania,Council of Trustees,,,476.0,,,161171246.0,216764.0,True,Trustee
David James,Trustee,West Chester University Of Pennsylvania,Council of Trustees,,,476.0,,,161171246.0,216764.0,True,Trustee
Alan Novak,Trustee,West Chester University Of Pennsylvania,Council of Trustees,,,476.0,,,161171246.0,216764.0,True,Trustee
Jessie Pincus,Secretary,West Chester University Of Pennsylvania,Council of Trustees,,,476.0,,,161171246.0,216764.0,True,Other Board Member
Elinor Z. Taylor,Trustee,West Chester University Of Pennsylvania,Council of Trustees,,,476.0,,,161171246.0,216764.0,True,Trustee
Don Taylor,Trustee,West Chester University Of Pennsylvania,Council of Trustees,West Chester 1943 BS; Temple 1958 MEd,,476.0,,,161171246.0,216764.0,True,Trustee
Cynthia A. Baldwin,Chairman,Pennsylvania State University,,,"Judge, Allegheny County Court of Common Pleas",479.0,,,130769515.0,495767.0,True,Board President
H. Jesse Arnelle,Alumni Trustee,Pennsylvania State University,,"Of Counsel, Womble Carlyle Sandridge & Rice, PLLC",Penn State 1955 BA; Dickinson 1962 LLB,479.0,,,130769515.0,495767.0,True,Trustee
Paula R. Ammerman,Associate Secretary,Pennsylvania State University,,,,479.0,,,130769515.0,495767.0,True,Other Board Member
Cynthia A. Baldwin,Governor,Pennsylvania State University,,,"Judge, Allegheny County Court of Common Pleas",479.0,,,130769515.0,495767.0,True,Trustee
Francis V. Barnes,Ex Officio Trustee,Pennsylvania State University,,,"Secretary, Education Department, Pennsylvania",479.0,,,130769515.0,495767.0,True,"Trustee, Ex Officio"
Mary G. Beahm,Alumni Trustee,Pennsylvania State University,,,"Vice President, Human Resources, C-COR.net Corp",479.0,,,130769515.0,495767.0,True,Trustee
James S. Broadhurst,Vice Chairman,Pennsylvania State University,,,"Chairman and Chief Executive Officer, Eat'n Park Hospitality Group, Inc",479.0,,,130769515.0,495767.0,True,Board Vice President
James S. Broadhurst,Industrial Trustee,Pennsylvania State University,,,"Chairman and Chief Executive Officer, Eat'n Park Hospitality Group, Inc",479.0,,,130769515.0,495767.0,True,Trustee
Charles C. Brosius,Agricultural Trustee,Pennsylvania State University,,,"President, Marlboro Mushrooms",479.0,,,130769515.0,495767.0,True,Trustee
Alvin H. Clemens,Governor Appointed Trustee,Pennsylvania State University,,,"Chairman, HealthAxis, Inc",479.0,,,130769515.0,495767.0,True,Trustee
Joan L. Coble,Assistant Secretary,Pennsylvania State University,,,,479.0,,,130769515.0,495767.0,True,Other Board Member
Walter J. Conti,Governor Appointed Trustee,Pennsylvania State University,,Penn State 1952 BS,,479.0,,,130769515.0,495767.0,True,Trustee
Michael DiBerardinis,Ex Officio Trustee,Pennsylvania State University,,,"Secretary, Conservation and Natural Resources Department, Pennsylvania",479.0,,,130769515.0,495767.0,True,"Trustee, Ex Officio"
Carolyn A. Dolbin,Assistant Secretary,Pennsylvania State University,,,,479.0,,,130769515.0,495767.0,True,Other Board Member
Joseph J. Doncsecz,Assistant Treasurer,Pennsylvania State University,,,,479.0,,,130769515.0,495767.0,True,Other Board Member
Keith W. Eckel,Agricultural Trustee,Pennsylvania State University,,,"Partner, Fred W. Eckel Sons Farms, Inc",479.0,,,130769515.0,495767.0,True,Trustee
Robert A. Fortinksy,Governor Appointed Trustee,Pennsylvania State University,,,"President, Fortune Fabrics, Inc",479.0,,,130769515.0,495767.0,True,Trustee
Steve A. Garban,"Senior Vice President, Finance And Operations",Pennsylvania State University,,Penn State 1959 BS,,479.0,,,130769515.0,495767.0,True,Board Vice President
Steve A. Garban,Treasurer Emeritus,Pennsylvania State University,,Penn State 1959 BS,,479.0,,,130769515.0,495767.0,True,Other Board Member
Steve A. Garban,And Alumni Trustee,Pennsylvania State University,,Penn State 1959 BS,,479.0,,,130769515.0,495767.0,True,Trustee
"Samuel E. Hayes, Jr",Ex Officio Trustee,Pennsylvania State University,,"Penn State 1964 BS, 1965 MEd","Secretary, Department of Agriculture, Commonwealth of Pennsylvania, Commission Members, Susquehanna River Basin Commission",479.0,,,130769515.0,495767.0,True,"Trustee, Ex Officio"
"George T. Henning, Jr",Alumni Trustee,Pennsylvania State University,,,,479.0,,,130769515.0,495767.0,True,Trustee
"Edward R. Hintz, Jr",Industrial Trustee,Pennsylvania State University,,,"President, Hintz, Holman & Hecksher. Inc",479.0,,,130769515.0,495767.0,True,Trustee
David R. Jones,Alumni Trustee,Pennsylvania State University,,Penn State 1954 BA; NYU 1961 MA,"Assistant Managing Editor, The New York Times",480.0,,,130769515.0,495767.0,True,Trustee
David M. Joyner,Alumni Trustee,Pennsylvania State University,,,"Chief Executive Officer and Chairman of the Board, Mushin, Inc",480.0,,,130769515.0,495767.0,True,Trustee
Edward P. Junker III,Industrial Trustee,Pennsylvania State University,,Penn State 1959 BS,,480.0,,,130769515.0,495767.0,True,Trustee
Nicole W. Lobaugh,Governor Appointed Trustee,Pennsylvania State University,,,,480.0,,,130769515.0,495767.0,True,Trustee
David F. Marshall,Assistant Treasurer,Pennsylvania State University,,,,480.0,,,130769515.0,495767.0,True,Other Board Member
Deborah M. Meder,Assistant Treasurer,Pennsylvania State University,,,E-mail: dmm4@psu.edu,480.0,,,130769515.0,495767.0,True,Other Board Member
Robert D. Metzgar*,Industrial Trustee,Pennsylvania State University,,,"President and Owner, North Penn Pipe & Supply, Inc",480.0,,,130769515.0,495767.0,True,Trustee
Joel N. Myers,Alumni Trustee,Pennsylvania State University,,,"President, AccuWeather, Inc",480.0,,,130769515.0,495767.0,True,Trustee
Patricia K. Poprik,Governor Appointed Trustee,Pennsylvania State University,,,"President and Chief Executive Officer, First American Municipals",480.0,,,130769515.0,495767.0,True,Trustee
Jeffrey C. Apfel,Treasurer,Rutgers State University Of New Jersey,,,,509.0,,,102322142.0,186380.0,True,Other Board Member
Jeffrey C. Apfel,Chief Financial Officer,Rutgers State University Of New Jersey,,,,509.0,,,102322142.0,186380.0,True,Trustee
Jeffrey C. Apfel,Senior Vice President,Rutgers State University Of New Jersey,,,,509.0,,,102322142.0,186380.0,True,Board Vice President
Joan L. Bildner,Governor,Rutgers State University Of New Jersey,,,,509.0,,,102322142.0,186380.0,True,Trustee
Martha A. Cotter,Faculty Representative Governor,Rutgers State University Of New Jersey,,,,509.0,,,102322142.0,186380.0,True,Other Board Member
Frederick D. DeSanti,Governor,Rutgers State University Of New Jersey,,,,509.0,,,102322142.0,186380.0,True,Trustee
Shashi K. Dholandas,Student Representative Governor,Rutgers State University Of New Jersey,,,,509.0,,,102322142.0,186380.0,True,Other Board Member
"Albert R. Gamper, Jr",Chairman,Rutgers State University Of New Jersey,,Rutgers BA,"Chairman, CIT Group IncNote: Retires December 31, 2004One CIT Drive, Livingston, NJ 07039",509.0,,,102322142.0,186380.0,True,Board President
Ronald W. Giaconia,Vice Chairman,Rutgers State University Of New Jersey,,,,509.0,,,102322142.0,186380.0,True,Board Vice President
Leslie Eugene Goodman,Governor,Rutgers State University Of New Jersey,,"Rutgers 1965 BA, 1970 MBA, 1980 JD",,509.0,,,102322142.0,186380.0,True,Trustee
"David Jefferson Harris, Jr",Governor,Rutgers State University Of New Jersey,,,,509.0,,,102322142.0,186380.0,True,Trustee
"M. William Howard, Jr",Governor,Rutgers State University Of New Jersey,,,,509.0,,,102322142.0,186380.0,True,Trustee
Paul L. Leath,Faculty Representative Governor,Rutgers State University Of New Jersey,,,,509.0,,,102322142.0,186380.0,True,Other Board Member
Duncan L. MacMillan,Governor,Rutgers State University Of New Jersey,,Montclair State 1968 BA; Rutgers (Newark) 1976 JD; NYU 1982 LLM,"Senior Vice President and General Counsel, Ingersoll-Rand Company Limited",509.0,,,102322142.0,186380.0,True,Trustee
Eugene Michael O'Hara,Governor,Rutgers State University Of New Jersey,,Rutgers 1962 BS,,509.0,,,102322142.0,186380.0,True,Trustee
Anne M. Thomas,Governor,Rutgers State University Of New Jersey,,,,509.0,,,102322142.0,186380.0,True,Trustee
Barbara Jean Ageno,Trustee,Saint Marys College Of California,,,,521.0,,,177081203.0,123554.0,False,Regent
Brother Christopher Brady,Trustee,Saint Marys College Of California,,,,521.0,,,177081203.0,123554.0,False,Regent
Denis R. Brown,Trustee,Saint Marys College Of California,,,"Career: President and Chief Executive Officer, Pinkerton Security and Investigation Services",521.0,,,177081203.0,123554.0,False,Regent
"Brother Stanislaus Campbell, FSC",Trustee,Saint Marys College Of California,,,"Affiliation: Provincial, San Francisco Province, Order of the Brothers of the Christian Schools",521.0,,,177081203.0,123554.0,False,Regent
"Brother Louis DeThomasis, FSC",Trustee,Saint Marys College Of California,,Georgetown 1963 BSFS; Union Inst PhD; Georgetown LLD,"Affiliation: President, Saint Mary's University of Minnesota Note: Until May 2005700 Terrace Heights, Winona, MN 55987-1399",521.0,,,177081203.0,123554.0,False,Regent
Sherie Dodsworth,Trustee,Saint Marys College Of California,,,"Affiliation: Chairman, Borel Private Bank & Trust Company",521.0,,,177081203.0,123554.0,False,Regent
"Brother Craig Joseph Franz, FSC",President,Saint Marys College Of California,,,,521.0,,,177081203.0,123554.0,False,Board President
"Brother Craig Joseph Franz, FSC",Trustee,Saint Marys College Of California,,,,521.0,,,177081203.0,123554.0,False,Regent
Robert Freed,Trustee,Saint Marys College Of California,,UCLA BS,"Regional President, North Bay Division, KB Home",521.0,,,177081203.0,123554.0,False,Regent
Elizabeth R. Grossman,Trustee,Saint Marys College Of California,,,"Managing Director, Soros Fund Management",521.0,,,177081203.0,123554.0,False,Regent
Salvador O. Gutierrez,Trustee,Saint Marys College Of California,,,"Principal, Western Technology Investment",521.0,,,177081203.0,123554.0,False,Regent
Linda N. Hanson,Trustee,Saint Marys College Of California,,,"President, College of Santa Fe",521.0,,,177081203.0,123554.0,False,Regent
"Brother Jose Cervantes Hernandez, FSC",Trustee,Saint Marys College Of California,,,"Rector, Universidad LaSalle Noroeste",521.0,,,177081203.0,123554.0,False,Regent
"N. W. ""Bill"" Jasper, Jr",Trustee,Saint Marys College Of California,,,"President, Dolby Laboratories",521.0,,,177081203.0,123554.0,False,Regent
"C. Raymond Larkin, Jr",Secretary,Saint Marys College Of California,,,"Principal, 3xNell, LLC; President and Chief Executive Officer, Nellcor Puritan Bennett Incorporated",521.0,,,177081203.0,123554.0,False,Other Board Member
"Brother Edmond LaRouche, FSC",Trustee,Saint Marys College Of California,,,"President, St. Mary's High School",521.0,,,177081203.0,123554.0,False,Regent
Nicholas G. Moore,Chairman,Saint Marys College Of California,,Hastings JD,"Global Chairman and Chief Executive Officer, U.S., PricewaterhouseCoopers LLP (1998-2001)",521.0,,,177081203.0,123554.0,False,Board President
James R. Quandt,Trustee,Saint Marys College Of California,,,"President and Chief Executive Officer, LeadersOnline",521.0,,,177081203.0,123554.0,False,Regent
Greg Reyes,Trustee,Saint Marys College Of California,,,"Chairman and Chief Executive Officer, Brocade Communications Systems, Inc",521.0,,,177081203.0,123554.0,False,Regent
Audrey L. Richardson,Trustee,Saint Marys College Of California,,,"Owner and Manager, ELM Enterprises",521.0,,,177081203.0,123554.0,False,Regent
George F. Schmitt,Trustee,Saint Marys College Of California,,,,521.0,,,177081203.0,123554.0,False,Regent
Raymond W. Syufy,Trustee,Saint Marys College Of California,,,"Chief Executive Officer, Century Theatres Inc",521.0,,,177081203.0,123554.0,False,Regent
Reginald V. Terrell,Trustee,Saint Marys College Of California,,,"Attorney, Law Offices of John L. Burris",521.0,,,177081203.0,123554.0,False,Regent
Michael J. Carey,Trustee,Santa Clara University,,,,529.0,,,16269868.0,122931.0,False,Regent
Louis M. Castruccio,Trustee,Santa Clara University,,,,529.0,,,16269868.0,122931.0,False,Regent
Winston H. Chen,Trustee,Santa Clara University,,,"Career: Chairman, President and Chief Executive Officer, Solectron Corporation",529.0,,,16269868.0,122931.0,False,Regent
"Father Gerald T. Cobb, SJ",Trustee,Santa Clara University,,,,529.0,,,16269868.0,122931.0,False,Regent
"Rev. Joseph P. Daoust, SJ",Trustee,Santa Clara University,,,,529.0,,,16269868.0,122931.0,False,Regent
"Robert J. Finocchio, Jr.",Trustee,Santa Clara University,,,,529.0,,,16269868.0,122931.0,False,Regent
Rebecca Guerra,Trustee,Santa Clara University,,,"Affiliation: Special Advisor to the Chief Executive Officer and Member, Board of Advisors, P-Com, Inc",529.0,,,16269868.0,122931.0,False,Regent
Salvador O. Gutierrez,Trustee,Santa Clara University,,,,529.0,,,16269868.0,122931.0,False,Regent
Ellen M. Hancock,Trustee,Santa Clara University,,,,529.0,,,16269868.0,122931.0,False,Regent
Tomas Jimenez,Trustee,Santa Clara University,,,,529.0,,,16269868.0,122931.0,False,Regent
"Rupert H. Johnson, Jr.",Trustee,Santa Clara University,,Education: Washington & Lee BA,,529.0,,,16269868.0,122931.0,False,Regent
Jennifer Konecny,Trustee,Santa Clara University,,,,529.0,,,16269868.0,122931.0,False,Regent
Jack D. Kuehler,Trustee,Santa Clara University,,,,529.0,,,16269868.0,122931.0,False,Regent
"John C. ""Jack"" Lewis",Trustee,Santa Clara University,,Education: Cal State (Fresno) 1957 BS,,529.0,,,16269868.0,122931.0,False,Regent
"Paul L. Locatelli, SJ",President,Santa Clara University,,,,529.0,,,16269868.0,122931.0,False,Board President
"Paul L. Locatelli, SJ",Trustee,Santa Clara University,,,,529.0,,,16269868.0,122931.0,False,Regent
Lorry I. Lokey,Trustee,Santa Clara University,,,,529.0,,,16269868.0,122931.0,False,Regent
Donald L. Lucas,Trustee,Santa Clara University,,"Education: Stanford 1951 AB, 1953 MBA",,529.0,,,16269868.0,122931.0,False,Regent
"A. C. ""Mike"" Markkula, Jr",Chairman,Santa Clara University,,,,529.0,,,16269868.0,122931.0,False,Board President
Michael T. McCarthy,Trustee,Santa Clara University,,,,529.0,,,16269868.0,122931.0,False,Regent
Regis McKenna,Trustee,Santa Clara University,,,,529.0,,,16269868.0,122931.0,False,Regent
Richard M. Moley,Trustee,Santa Clara University,,,,529.0,,,16269868.0,122931.0,False,Regent
Edward A. Panelli,Trustee,Santa Clara University,,,,529.0,,,16269868.0,122931.0,False,Regent
Leon E. Panetta,Trustee,Santa Clara University,,,"Affiliation: Founder and Director, The Leon and Sylvia Panetta Institute for Public Policy",529.0,,,16269868.0,122931.0,False,Regent
"Dennis R. Parnell, SJ",Rector,Santa Clara University,,,,529.0,,,16269868.0,122931.0,False,Other Board Member
"Dennis R. Parnell, SJ",Trustee,Santa Clara University,,,,529.0,,,16269868.0,122931.0,False,Regent
"John Privett, SJ",Trustee,Santa Clara University,,,,529.0,,,16269868.0,122931.0,False,Regent
P. Anthony Ridder,Trustee,Santa Clara University,,Education: Michigan 1962 BA,,529.0,,,16269868.0,122931.0,False,Regent
"Francis R. Smith, SJ",Trustee,Santa Clara University,,,,529.0,,,16269868.0,122931.0,False,Regent
Robert H. Smith,Trustee,Santa Clara University,,Education: USC,,529.0,,,16269868.0,122931.0,False,Regent
John A. Sobrato,Trustee,Santa Clara University,,,,529.0,,,16269868.0,122931.0,False,Regent
Larry W. Sonsini,Trustee,Santa Clara University,,Education: UC Berkeley 1963 AB; Bolt Hall 1966 JD,,529.0,,,16269868.0,122931.0,False,Regent
William E. Terry,Trustee,Santa Clara University,,,,529.0,,,16269868.0,122931.0,False,Regent
Agnieszka Winkler,Trustee,Santa Clara University,,,,529.0,,,16269868.0,122931.0,False,Regent
Kurt T. Borowsky,Trustee,Seton Hall University,,,"Chairman, Van Beuren Management, Inc",535.0,,,12524447.0,186584.0,True,Regent
Monsignor John J. Gilchrist,Trustee,Seton Hall University,,,"Pastor, Holy Cross Church",535.0,,,12524447.0,186584.0,True,Regent
Rev. Anthony Kulig,Trustee,Seton Hall University,,,"Pastor, Lady of Mount Carmel",535.0,,,12524447.0,186584.0,True,Regent
John J. Myers,Trustee,Seton Hall University,,,Archbishop-Elect. Archdiocese of Newark,535.0,,,12524447.0,186584.0,True,Regent
Rev. Joseph Reilly,Trustee,Seton Hall University,,,"Rector, The College Seminary, Seton Hall University",535.0,,,12524447.0,186584.0,True,Regent
Bishop Aurthur J. Serratelli,Trustee,Seton Hall University,,,Viscar General and Moderator of the Curia Archodiocese of Newark,535.0,,,12524447.0,186584.0,True,Regent
Thomas Sharkey,Trustee,Seton Hall University,,,"Chairman, Fleet Insurance Services",535.0,,,12524447.0,186584.0,True,Regent
Monsignor Robert Sheeran,President,Seton Hall University,,,,535.0,,,12524447.0,186584.0,True,Board President
Monsignor Robert Sheeran,Trustee,Seton Hall University,,,,535.0,,,12524447.0,186584.0,True,Regent
Anna Orgera,Alumni Council President,Sweet Briar College,,Swarthmore 1983 BA,,570.0,,,2125089.0,233718.0,False,Board President
Jonathan Green,Dean Of The College,Sweet Briar College,Sweet Briar College,Massachusetts MM; North Carolina Greensboro DMA; SUNY (Fredonia) BM,,570.0,,,2125089.0,233718.0,False,Member
Jonathan Green,"Vice President, Academic Affairs",Sweet Briar College,Sweet Briar College,Massachusetts MM; North Carolina Greensboro DMA; SUNY (Fredonia) BM,,570.0,,,2125089.0,233718.0,False,Board Vice President
Anna Orgera,Manager,Sweet Briar College,,Swarthmore 1983 BA,,570.0,,,2125089.0,233718.0,False,Member
Ivana Pelnar-Zaiko,"Vice President, Development and College Relations",Sweet Briar College,,McGill (Canada) BM; U Munich (Germany) PhD,,571.0,,,2125089.0,233718.0,False,Board Vice President
Paul T. Davies,"Vice President, Finance and Administration",Sweet Briar College,,,,571.0,,,2125089.0,233718.0,False,Board Vice President
Valdrie N. Walker,Vice President,Sweet Briar College,,"St Paul's Col BS; Virginia MEd, EdD",,571.0,,,2125089.0,233718.0,False,Board Vice President
Valdrie N. Walker,"Dean, Co-Curricular Life",Sweet Briar College,,"St Paul's Col BS; Virginia MEd, EdD",,571.0,,,2125089.0,233718.0,False,Member
Heidi Hansen McCrory,"Assistant Vice President, Development",Sweet Briar College,,Southern Methodist BFA; North Carolina Greensboro MA,,571.0,,,2125089.0,233718.0,False,Board Vice President
Cathy Mays,"Manager, Special Events",Sweet Briar College,,,,571.0,,,2125089.0,233718.0,False,Other Board Member
William Blake,Regent,University Of Louisiana System,,,"President, The Lacassane Company",683.0,,,2799628689.0,,False,Member
Scott Brame,Regent,University Of Louisiana System,,,,683.0,,,2799628689.0,,False,Member
Richard E. D'Aquin,Regent,University Of Louisiana System,,,,683.0,,,2799628689.0,,False,Member
Reggie Dupre,Regent,University Of Louisiana System,,,"Chief Executive Officer, Dupre Transport, LLC",683.0,,,2799628689.0,,False,Member
Frances T. Henry,Vice Chairman,University Of Louisiana System,,,,683.0,,,2799628689.0,,False,Board Vice President
Stanley J. Jacobs,Regent,University Of Louisiana System,,,,683.0,,,2799628689.0,,False,Member
Robert Levy,Regent,University Of Louisiana System,,,,683.0,,,2799628689.0,,False,Member
Jeraul Mackey,Student Regent,University Of Louisiana System,,,E-mail: jmackey@uno.edu,683.0,,,2799628689.0,,False,Other Board Member
William A. Oliver,Regent,University Of Louisiana System,,MeNeese State BS; Tulane MBA,,683.0,,,2799628689.0,,False,Member
"W. Clinton Rasberry, Jr",Regent,University Of Louisiana System,,,President and Chief Executive OfficerDryades Savings Bank,683.0,,,2799628689.0,,False,Member
"Virgil Robinson, Jr.",Regent,University Of Louisiana System,,,President and Chief Executive OfficerDryades Savings Bank,683.0,,,2799628689.0,,False,Member
William Clifford Smith,Regent,University Of Louisiana System,,,"Chairman of the Board, T. Baker Smith & Son, Inc",683.0,,,2799628689.0,,False,Member
Pat A. Strong,Secretary,University Of Louisiana System,,,,683.0,,,2799628689.0,,False,Other Board Member
"Artis Terrell, Jr.",Regent,University Of Louisiana System,,,,683.0,,,2799628689.0,,False,Member
Roger H. Boyer,Trustee,University Of Utah,,,,790.0,,,223532165.0,230764.0,True,Regent
Gary L. Crocker,Trustee,University Of Utah,,,,790.0,,,223532165.0,230764.0,True,Regent
Randy L. Dryer,Trustee,University Of Utah,,,,790.0,,,223532165.0,230764.0,True,Regent
C. Hope Eccles,Vice Chairperson,University Of Utah,,,,790.0,,,223532165.0,230764.0,True,Board Vice President
E. J. Garn,Trustee,University Of Utah,,,,790.0,,,223532165.0,230764.0,True,Regent
Amy M. Hansen,Trustee,University Of Utah,,,,790.0,,,223532165.0,230764.0,True,Regent
Jeff Hilton,Trustee,University Of Utah,,,,790.0,,,223532165.0,230764.0,True,Regent
Alex Lowe,Student Body President,University Of Utah,,,,790.0,,,223532165.0,230764.0,True,Board President
James L. Macfarlane,Chairman,University Of Utah,,,,790.0,,,223532165.0,230764.0,True,Board President
Laura Snow,Special Assistant To The President,University Of Utah,,,,790.0,,,223532165.0,230764.0,True,Board President
Laura Snow,Secretary,University Of Utah,,,,790.0,,,223532165.0,230764.0,True,Other Board Member
