Name,Position,Institution,SubInstitution,Education,Other Affiliation,page,Career,AffiliationId,carnegie_id,PrimarySample,FixedPosition
Theresa Mall Mullarkey,Trustee,Long Island University,,"President, Mall Associates",,324.0,,138873065.0,192448.0,True,Overseer
Theresa Mall Mullarkey,Executive Committee Member,Long Island University,,"President, Mall Associates",,324.0,,138873065.0,192448.0,True,Other Board Member
David Pinter,Trustee,Long Island University,,,"President and Chief Executive Officer, Zwicker Electric Company, Inc",324.0,,138873065.0,192448.0,True,Overseer
David Pinter,Executive Committee Member,Long Island University,,,"President and Chief Executive Officer, Zwicker Electric Company, Inc",324.0,,138873065.0,192448.0,True,Other Board Member
"Edmund T. Pratt, Jr",Trustee,Long Island University,,,"Chairman and Chief Executive Officer, Pfizer Inc",324.0,,138873065.0,192448.0,True,Overseer
Thomas L. Pulling,Trustee,Long Island University,,,"Managing Director, Asset Management, Salomon Smith Barney",324.0,,138873065.0,192448.0,True,Overseer
Thomas L. Pulling,Executive Committee Member,Long Island University,,,"Managing Director, Asset Management, Salomon Smith Barney",324.0,,138873065.0,192448.0,True,Other Board Member
Bruce C. Ratner,Trustee,Long Island University,,,"President and Chief Executive Officer, Forest City Ratner Companies",324.0,,138873065.0,192448.0,True,Overseer
Warren L. Schwerin,Trustee,Long Island University,,,"President and Chief Executive Officer, Related Properties Corporation",324.0,,138873065.0,192448.0,True,Overseer
Terry Semel,Trustee,Long Island University,,,"Chairman and Co-Chief Executive Officer, Warner Bros",324.0,,138873065.0,192448.0,True,Overseer
Robert F.X. Sillerman,"Chancellor, Southampton College",Long Island University,,,,324.0,,138873065.0,192448.0,True,Board President
Robert F.X. Sillerman,Trustee,Long Island University,,,,324.0,,138873065.0,192448.0,True,Overseer
Robert F.X. Sillerman,Executive Committee Member,Long Island University,,,,324.0,,138873065.0,192448.0,True,Other Board Member
Howard Silverman,Trustee,Long Island University,,,"Chairman, President and Chief Executive Officer, Gruntal & Company, Inc.",325.0,,138873065.0,192448.0,True,Overseer
The Hon. Eleanor A. Simpson,Chairman,Long Island University,,,"Mayor, Incorporated Village of Old Westbury",325.0,,138873065.0,192448.0,True,Board President
The Hon. Eleanor A. Simpson,Chief Executive Officer,Long Island University,,,"Mayor, Incorporated Village of Old Westbury",325.0,,138873065.0,192448.0,True,Other Board Member
Marvin M. Sirota,Trustee,Long Island University,,,"President and Chairman, Interactive Health Management, Inc.",325.0,,138873065.0,192448.0,True,Overseer
Howard M. Smith,Trustee,Long Island University,,,"President and Chief Executive Officer, Dr. Fabricant's Foot Health Products, Inc.",325.0,,138873065.0,192448.0,True,Overseer
Rev. Paul Smith,Trustee,Long Island University,,,"Senior Minister, First Presbyterian Church Brooklyn Heights, NY",325.0,,138873065.0,192448.0,True,Overseer
David J. Steinberg,President,Long Island University,,,,325.0,,138873065.0,192448.0,True,Board President
David J. Steinberg,Ex Officio Trustee,Long Island University,,,,325.0,,138873065.0,192448.0,True,"Overseer, Ex Officio"
Ronald J. Sylvestri,"Chancellor, Regional Campuses",Long Island University,,,"Vice President, Fleet Investment Committee Member Management",325.0,,138873065.0,192448.0,True,Board President
Ronald J. Sylvestri,Trustee And Executive,Long Island University,,,"Vice President, Fleet Investment Committee Member Management",325.0,,138873065.0,192448.0,True,Overseer
Roger Tilles,Chairman,Long Island University,,,"Director, The Tilles Investment Company",325.0,,138873065.0,192448.0,True,Board President
Roger Tilles,Executive Committee Member,Long Island University,,,"Director, The Tilles Investment Company",325.0,,138873065.0,192448.0,True,Other Board Member
Edward Travaglianti,"Chancellor, Brooklyn Campus",Long Island University,,,"Chairman and Chief Executive Officer, Committee Member",325.0,,138873065.0,192448.0,True,Board President
Edward Travaglianti,Trustee And Executive,Long Island University,,,"Chairman and Chief Executive Officer, Committee Member",325.0,,138873065.0,192448.0,True,Overseer
John O. Utendahl,Trustee,Long Island University,,,"President and Chief Executive Officer, Utendahl Capital Partners, L.P",325.0,,138873065.0,192448.0,True,Overseer
William E. Viklund,Trustee,Long Island University,,,"President and Chief Executive Officer, Rosalind P. Walter Long Island Savings Bank",325.0,,138873065.0,192448.0,True,Overseer
William E. Viklund,Executive Committee Member,Long Island University,,,"President and Chief Executive Officer, Rosalind P. Walter Long Island Savings Bank",325.0,,138873065.0,192448.0,True,Other Board Member
Dan K. Wassong,Trustee,Long Island University,,,"Chairman, President and Chief Executive Officer, Del Laboratories, Inc",325.0,,138873065.0,192448.0,True,Overseer
Edward J. Yodowitz,Affiliation: Senior Partner,Long Island University,,,"Skadden, Arps, Slate, Meagher & Flom LLP",325.0,,138873065.0,192448.0,True,Other Board Member
Scott Brame,Regent,Louisiana State University System,,,,329.0,,107341208.0,,False,Member
Harold Callais,Regent,Louisiana State University System,,,,329.0,,107341208.0,,False,Member
Richard E. D'Aquin,Vice Chairman,Louisiana State University System,,,,329.0,,107341208.0,,False,Board Vice President
Michael Dees,Regent,Louisiana State University System,,,,329.0,,107341208.0,,False,Member
Reggie Dupre,Regent,Louisiana State University System,,,,329.0,,107341208.0,,False,Member
John D. Georges,Regent,Louisiana State University System,,,,329.0,,107341208.0,,False,Member
Frances T. Henry,Regent,Louisiana State University System,,,,329.0,,107341208.0,,False,Member
Melvin Rambin,Regent,Louisiana State University System,,,,329.0,,107341208.0,,False,Member
"William T. Roberts, Jr",Secretary,Louisiana State University System,,,,329.0,,107341208.0,,False,Other Board Member
"Virgil Robinson, Jr.",Regent,Louisiana State University System,,,,329.0,,107341208.0,,False,Member
Mary Ella Sanders,Regent,Louisiana State University System,,,,329.0,,107341208.0,,False,Member
Norbert A. Simmons,Regent,Louisiana State University System,,,,329.0,,107341208.0,,False,Member
Pat A. Strong,Regent,Louisiana State University System,,,,329.0,,107341208.0,,False,Member
Roland M. Toups.,Regent,Louisiana State University System,,,,329.0,,107341208.0,,False,Member
"Rev. Joseph A. Appleyard, SJ",Trustee,Loyola Marymount University,,,Loyola Marymount University,331.0,,35566140.0,117946.0,True,Regent
Peter B. Caloyeras,Trustee,Loyola Marymount University,,,Loyola Marymount University,331.0,,35566140.0,117946.0,True,Regent
"Rev. Robert V. Caro, SJ",Secretary,Loyola Marymount University,,,Loyola Marymount University,331.0,,35566140.0,117946.0,True,Other Board Member
John F. Cosgrove,Trustee,Loyola Marymount University,,,Loyola Marymount University,331.0,,35566140.0,117946.0,True,Regent
R. Chad Dreier,Chairman,Loyola Marymount University,,,Loyola Marymount University,331.0,,35566140.0,117946.0,True,Board President
Robert J. Emmons,Vice Chairman,Loyola Marymount University,,,Loyola Marymount University,331.0,,35566140.0,117946.0,True,Board Vice President
"Rev. Michael E. Engh, SJ",Trustee,Loyola Marymount University,,,Loyola Marymount University,331.0,,35566140.0,117946.0,True,Regent
Robert Forgone,Trustee,Loyola Marymount University,,,Loyola Marymount University,331.0,,35566140.0,117946.0,True,Regent
John F. Grundhofer,Trustee,Loyola Marymount University,,,Loyola Marymount University,331.0,,35566140.0,117946.0,True,Regent
William E. Hickman,Trustee,Loyola Marymount University,,,Loyola Marymount University,331.0,,35566140.0,117946.0,True,Regent
"Ellen Jordan, CSJ",Trustee,Loyola Marymount University,,,Loyola Marymount University,331.0,,35566140.0,117946.0,True,Regent
"Thomas E. Larkin, Jr",Trustee,Loyola Marymount University,,,Loyola Marymount University,331.0,,35566140.0,117946.0,True,Regent
"Rev. Robert B. Lawton, SJ",Trustee,Loyola Marymount University,,,Loyola Marymount University,331.0,,35566140.0,117946.0,True,Regent
Fiorenza Courtright Lucas,Trustee,Loyola Marymount University,,,Loyola Marymount University,331.0,,35566140.0,117946.0,True,Regent
Kathleen L. McCarthy,Vice Chairperson,Loyola Marymount University,,,Loyola Marymount University,331.0,,35566140.0,117946.0,True,Board Vice President
John A. McMahon,Trustee,Loyola Marymount University,,,Loyola Marymount University,331.0,,35566140.0,117946.0,True,Regent
Paul W. Mikos,Trustee,Loyola Marymount University,,,Loyola Marymount University,331.0,,35566140.0,117946.0,True,Regent
Sr. Mary E. Milligan,Trustee,Loyola Marymount University,,,Loyola Marymount University,331.0,,35566140.0,117946.0,True,Regent
John F. O'Reilly,Trustee,Loyola Marymount University,,,Loyola Marymount University,331.0,,35566140.0,117946.0,True,Regent
Joan A. Payden,Trustee,Loyola Marymount University,,,Loyola Marymount University,331.0,,35566140.0,117946.0,True,Regent
"Rev. John J. Piderit, SJ",Trustee,Loyola Marymount University,,,Loyola Marymount University,331.0,,35566140.0,117946.0,True,Regent
Avedick B. Poladian,Vice Chairman,Loyola Marymount University,,,Loyola Marymount University,331.0,,35566140.0,117946.0,True,Board Vice President
Dorothy Babbitt Shea,Trustee,Loyola Marymount University,,,Loyola Marymount University,331.0,,35566140.0,117946.0,True,Regent
Clarence L. Shields,Trustee,Loyola Marymount University,,,Loyola Marymount University,331.0,,35566140.0,117946.0,True,Regent
Marilyn P. Sutton,Vice Chairperson,Loyola Marymount University,,,Loyola Marymount University,331.0,,35566140.0,117946.0,True,Board Vice President
"Joan Tracy, RSHM",Trustee,Loyola Marymount University,,,Loyola Marymount University,331.0,,35566140.0,117946.0,True,Regent
Javier R. Uribe,Trustee,Loyola Marymount University,,,Loyola Marymount University,331.0,,35566140.0,117946.0,True,Regent
"Thomas R. Von der Abe, Sr",Trustee,Loyola Marymount University,,,Loyola Marymount University,331.0,,35566140.0,117946.0,True,Regent
Christopher C. Wrather,Trustee,Loyola Marymount University,,,Loyola Marymount University,331.0,,35566140.0,117946.0,True,Regent
Rosemary Park Anatos,Trustee,Mount St Marys College,,,,362.0,,4210134096.0,163462.0,False,Regent
Louis M. Castruccio,Trustee,Mount St Marys College,,,"Affiliation: Irell & Manella, LLP",362.0,,4210134096.0,163462.0,False,Regent
"Sr. Imelda D'Agostino, CSJ",Trustee,Mount St Marys College,,,"Affiliation: Archdiocese, Los Angeles",362.0,,4210134096.0,163462.0,False,Regent
William H. Elliott,Trustee,Mount St Marys College,,,"Affiliation: WHE Associates, Inc",362.0,,4210134096.0,163462.0,False,Regent
Michael A. Enright,Trustee,Mount St Marys College,,,"Affiliation: Chartwell Partners, LLP",362.0,,4210134096.0,163462.0,False,Regent
John C. Fitzgerald.,Trustee,Mount St Marys College,,,Affiliation: Seidler-Fitzgerald Public Finance,362.0,,4210134096.0,163462.0,False,Regent
Mark Foster,Trustee,Mount St Marys College,,,Affiliation: The Seidler Companies,362.0,,4210134096.0,163462.0,False,Regent
"Sr. Mary Bridgid Fitzpatrick, CSJ",Trustee,Mount St Marys College,,,Affiliation: Archdiocese of Los Angeles,362.0,,4210134096.0,163462.0,False,Regent
"Sr. Mary Kevin Ford, CSJ",Trustee,Mount St Marys College,,,Affiliation: St. Mary's Hospital,362.0,,4210134096.0,163462.0,False,Regent
Norma Gonzales,Trustee,Mount St Marys College,,,,362.0,,4210134096.0,163462.0,False,Regent
"The Hon. Terry J. Hatter, Jr",Trustee,Mount St Marys College,,,"Affiliation: Judge, U.S. District Court",362.0,,4210134096.0,163462.0,False,Regent
Roger K. Hughes,Trustee,Mount St Marys College,,,,362.0,,4210134096.0,163462.0,False,Regent
Maria D. Hummer,Trustee,Mount St Marys College,,,"Affiliation: Manatt, Phelps & Phillips, LLP",362.0,,4210134096.0,163462.0,False,Regent
Jane Luecke Johnson,Trustee,Mount St Marys College,,,Affiliation: Los Angeles Superior Court,362.0,,4210134096.0,163462.0,False,Regent
"Sr. Mary Francis Johnson, CSJ",Trustee,Mount St Marys College,,,,362.0,,4210134096.0,163462.0,False,Regent
Sr. Miriam Therese Larkin,Trustee,Mount St Marys College,,,* Member of the Board,362.0,,4210134096.0,163462.0,False,Regent
Thomas E. Larkin,Trustee,Mount St Marys College,,,Trust Company of the West,362.0,,4210134096.0,163462.0,False,Regent
Zelda Ann Marzec,Trustee,Mount St Marys College,,,"Bradford & Marzec, Inc",362.0,,4210134096.0,163462.0,False,Regent
David L. Mcintyre,Trustee,Mount St Marys College,,,,362.0,,4210134096.0,163462.0,False,Regent
Frank Moothart,Trustee,Mount St Marys College,,,,362.0,,4210134096.0,163462.0,False,Regent
"Sr. Jill Marie Napier, CSJ",Trustee,Mount St Marys College,,,,362.0,,4210134096.0,163462.0,False,Regent
"Sr. Maureen O'Connor, CSJ",Trustee,Mount St Marys College,,,Carondelet Center,362.0,,4210134096.0,163462.0,False,Regent
Virginia B. Smith,Trustee,Mount St Marys College,,,,362.0,,4210134096.0,163462.0,False,Regent
John P. Sullivan,Trustee,Mount St Marys College,,,Keystone Mortgage Company,362.0,,4210134096.0,163462.0,False,Regent
Msgr. Royale M. Vadakin,Trustee,Mount St Marys College,,,St. Anastasia Parish,362.0,,4210134096.0,163462.0,False,Regent
Most Rev. Gabino Zavala,Trustee,Mount St Marys College,,,,362.0,,4210134096.0,163462.0,False,Regent
John N. Bain,Trustee,New Jersey Institute Of Technology,,,"Affiliation: Carella, Byrne, Bain & Gilfillan",366.0,,118118575.0,185828.0,True,Overseer
Laura Bigley Battjer,Trustee,New Jersey Institute Of Technology,,,"Affiliation: President, Battier & Associates",366.0,,118118575.0,185828.0,True,Overseer
"Hamilton V. Bowser, Sr.",Trustee,New Jersey Institute Of Technology,,,"Affiliation: President, Evanbow Construction Company, Inc",366.0,,118118575.0,185828.0,True,Overseer
W. Stanley Brown,Trustee,New Jersey Institute Of Technology,,,Affiliation: Consultant,366.0,,118118575.0,185828.0,True,Overseer
Oswald L. Cano,Trustee,New Jersey Institute Of Technology,,,"Affiliation: General Manager, Corporate Responsibilities, Public Service Electric and Gas Company",366.0,,118118575.0,185828.0,True,Overseer
The Hon. Sharpe James,Ex Officio Trustee,New Jersey Institute Of Technology,,Education: Montclair State BA; Springfield (MA) MA,"Career: Professor, Essex County College, 1968-86",366.0,,118118575.0,185828.0,True,"Overseer, Ex Officio"
James A. Kennedy,Trustee,New Jersey Institute Of Technology,,,"Affiliation: President and Chief Executive Officer, National Starch and Chemical Company",366.0,,118118575.0,185828.0,True,Overseer
"Anthony J. Knapp, Jr",Trustee,New Jersey Institute Of Technology,,,"Affiliation: Proprietor, Black Horse Inn",366.0,,118118575.0,185828.0,True,Overseer
Victor A. Pelson,Trustee,New Jersey Institute Of Technology,,,"Affiliation: Director and Senior Advisor, SBC Warburg Dillion Read IncSwiss Bank Ctr. One, 677 Washington Blvd., Stamford, CT 06901 Tel: (203) 719-3000 Fax: (203) 719-5499",366.0,,118118575.0,185828.0,True,Overseer
Martin Tuchman,Trustee,New Jersey Institute Of Technology,,,"Affiliation: Chairman and Chief Executive Officer, Interpool, Inc",366.0,,118118575.0,185828.0,True,Overseer
The Hon. Christine Todd Whitman,Ex Officio Trustee,New Jersey Institute Of Technology,,Education: Wheaton (MA) 1968 BA,,366.0,,118118575.0,185828.0,True,"Overseer, Ex Officio"
"Tahlman Krumm, Jr",Chairman,Ohio State University,,South Florida BA; Ohio State PhD,"Founder and Chairman, Inquest LLC",387.0,,52357470.0,204796.0,True,Board President
Gerald H. Gordon,Secretary,Ohio State University,,"Cleveland State BA, MA","President and Chief Operating Officer, Sun Media Corporation 5510 Cloverleaf Pkwy., Cleveland, OH 44125-4887 * Member of the Board",387.0,,52357470.0,204796.0,True,Other Board Member
Robert A. Gardner,Ex Officio Regent,Ohio State University,,Bowling Green State BA,"Member, Ohio Senate 2170 Chimney Ridge Rd., Madison, OH 44057",387.0,,52357470.0,204796.0,True,"Trustee, Ex Officio"
Jeanette Grasselli Brown,Vice Chairperson,Ohio State University,,Ohio BS; Case Western MS,Chairperson of the Board of Trustees,387.0,,52357470.0,204796.0,True,Board Vice President
Elizabeth K. Lanier,Regent,Ohio State University,,Smith BA; Columbia JD,"Vice President and General Counsel, GE Power Systems",387.0,,52357470.0,204796.0,True,Trustee
Gerald M. Miller,Regent,Ohio State University,,Dayton BA,"Chairman and Managing Partner, Miller-Valentine Group",387.0,,52357470.0,204796.0,True,Trustee
Thomas W. Noe,Regent,Ohio State University,,,"President, Vintage Coins and Cards",387.0,,52357470.0,204796.0,True,Trustee
Stephen A. Perry,Regent,Ohio State University,,Akron BS; Stanford MS,"Vice President, Human Resources and Logistics, The Timken Company",387.0,,52357470.0,204796.0,True,Trustee
J. Gilbert Reese,Regent,Ohio State University,,"Ohio State BA, JD","Senior Partner, Reese, Pyle, Drake & Mever",387.0,,52357470.0,204796.0,True,Trustee
Ralph E. Schey P,Regent,Ohio State University,,Ohio BS; Harvard MBA,"Chairman and Chief Executive Officer, The Scott Fetzer Company",387.0,,52357470.0,204796.0,True,Trustee
"Tahlman Krumm, Jr",Chairman,Ohio University,,South Florida BA; Ohio State PhD,"Founder and Chairman, Inquest LIC",389.0,,4210106879.0,204857.0,True,Board President
Gerald H. Gordon,Secretary,Ohio University,,"Cleveland State BA, MA","President and Chief Operating Officer, Sun Media Corporation",389.0,,4210106879.0,204857.0,True,Other Board Member
Robert A. Gardner,Ex Officio Regent,Ohio University,,Bowling Green State BA,"Member, Ohio Senate",389.0,,4210106879.0,204857.0,True,"Trustee, Ex Officio"
Jeanette Grasselli Brown,Vice Chairperson,Ohio University,,Ohio BS; Case Western MS,,389.0,,4210106879.0,204857.0,True,Board Vice President
Elizabeth K. Lanier,Regent,Ohio University,,Smith BA; Columbia JD,"Vice President and General Counsel, GE Power Systems",389.0,,4210106879.0,204857.0,True,Trustee
Gerald M. Miller,Regent,Ohio University,,Dayton BA,"Chairman and Managing Partner, Miller-Valentine Group",389.0,,4210106879.0,204857.0,True,Trustee
Thomas W. Noe,Regent,Ohio University,,,"President, Vintage Coins and Cards; Chairman, Lucas County Republican Party, 1992-95",389.0,,4210106879.0,204857.0,True,Trustee
Stephen A. Perry,Regent,Ohio University,,Akron BS; Stanford MS,"Vice President, Human Resources and Logistics, The Timken Company",389.0,,4210106879.0,204857.0,True,Trustee
J. Gilbert Reese,Regent,Ohio University,,"Ohio State BA, JD","Senior Partner, Reese, Pyle, Drake & Meyer",389.0,,4210106879.0,204857.0,True,Trustee
Ralph E. Schey,Regent,Ohio University,,Ohio BS; Harvard MBA,"Chairman and Chief Executive Officer, The Scott Fetzer Company",389.0,,4210106879.0,204857.0,True,Trustee
Joan L. Bildner,Governor,Rutgers State University Of New Jersey,,,,435.0,,102322142.0,186380.0,True,Trustee
Ruben Cardona,Governor,Rutgers State University Of New Jersey,,,,435.0,,102322142.0,186380.0,True,Trustee
Enrica Gloe Chretien,Assistant Secretary,Rutgers State University Of New Jersey,,,,435.0,,102322142.0,186380.0,True,Other Board Member
Kevin J. Collins,Vice Chairman,Rutgers State University Of New Jersey,,,,435.0,,102322142.0,186380.0,True,Board Vice President
Louie Crew,Faculty Representative Governor,Rutgers State University Of New Jersey,,Baylor 1958 BA; Auburn 1959 MA; Alabama 1971 PhD,"Associate Professor. Fort Valley State College, 1973-79; Associate Professor, University of Wisconsin, Stevens Point, 1979-84; Director, Writing Program, Chinese University, Hong Kong, 1984-87",435.0,,102322142.0,186380.0,True,Other Board Member
"Albert R. Gamper, Jr",Governor,Rutgers State University Of New Jersey,,Rutgers BA; Harvard PMD,,435.0,,102322142.0,186380.0,True,Trustee
Harry W. Janes,Faculty Representative Governor,Rutgers State University Of New Jersey,,,,435.0,,102322142.0,186380.0,True,Other Board Member
Francis L. Lawrence,President,Rutgers State University Of New Jersey,,Rutgers 1970 AB; Cornell 1973 JD,,435.0,,102322142.0,186380.0,True,Board President
Francis L. Lawrence,Ex Officio Governor,Rutgers State University Of New Jersey,,Rutgers 1970 AB; Cornell 1973 JD,,435.0,,102322142.0,186380.0,True,"Trustee, Ex Officio"
Richard A. Levao,Chairman,Rutgers State University Of New Jersey,,,,435.0,,102322142.0,186380.0,True,Board President
Nancy Lotstein,Governor,Rutgers State University Of New Jersey,,,,435.0,,102322142.0,186380.0,True,Trustee
Eugene Michael O'Hara,Governor,Rutgers State University Of New Jersey,,Rutgers 1962 BS,,435.0,,102322142.0,186380.0,True,Trustee
Dean J. Paranicas,Governor,Rutgers State University Of New Jersey,,,"Chairman, President and Chief Executive Officer, The Bank of New York, Inc48 Wall St., New York, NY 10005-2901 * Member of the Board",435.0,,102322142.0,186380.0,True,Trustee
Thomas A. Renvi,Governor,Rutgers State University Of New Jersey,,,,435.0,,102322142.0,186380.0,True,Trustee
John Ruvolo,Student Representative Governor,Rutgers State University Of New Jersey,,,,435.0,,102322142.0,186380.0,True,Other Board Member
Mildred R. Schildkamp,Assistant To The President,Rutgers State University Of New Jersey,,,,435.0,,102322142.0,186380.0,True,Board President
Mildred R. Schildkamp,Secretary,Rutgers State University Of New Jersey,,,,435.0,,102322142.0,186380.0,True,Other Board Member
Anne M. Thomas,Governor,Rutgers State University Of New Jersey,,,,435.0,,102322142.0,186380.0,True,Trustee
Barbara Jean Ageno,Trustee,Saint Marys College Of California,,,"Provincial, San Francisco Province of the Order of the Brothers of the Christian Schools, De La Salle Institute",445.0,,177081203.0,123554.0,False,Regent
"Br. William Beatie, FSC",Faculty Trustee,Saint Marys College Of California,,,,445.0,,177081203.0,123554.0,False,Regent
"Br. David Brennan, FSC",Trustee,Saint Marys College Of California,,,"President and Chief Executive Officer, Pinkerton Security and Investigation Services",445.0,,177081203.0,123554.0,False,Regent
Br. Christopher Brady,Trustee,Saint Marys College Of California,,,,445.0,,177081203.0,123554.0,False,Regent
Denis Brown,Trustee,Saint Marys College Of California,,,"President and Chief Executive Officer, Pinkerton Security and Investigation Services",445.0,,177081203.0,123554.0,False,Regent
B. J. Cassin,Chairman,Saint Marys College Of California,,,,445.0,,177081203.0,123554.0,False,Board President
"Br. Jose Cervantes, FSC",Trustee,Saint Marys College Of California,,,"Rector, Universidad LaSalle Noroeste",445.0,,177081203.0,123554.0,False,Regent
"Br. Craig Joseph Franz, FSC",President,Saint Marys College Of California,,,,445.0,,177081203.0,123554.0,False,Board President
"Br. Craig Joseph Franz, FSC",Trustee,Saint Marys College Of California,,,,445.0,,177081203.0,123554.0,False,Regent
"Br. James Gaffney, FSC",Trustee,Saint Marys College Of California,,,"President, Lewis University",445.0,,177081203.0,123554.0,False,Regent
"N.W. Bill Jasper, Jr",Chairman,Saint Marys College Of California,,,"President, Dolby Laboratories",445.0,,177081203.0,123554.0,False,Board President
"C. Raymond Larkin, Jr.",Trustee,Saint Marys College Of California,,,"President and Chief Executive Officer, Nellcor Puritan Bennett",445.0,,177081203.0,123554.0,False,Regent
Elizabeth R. Larson,Trustee,Saint Marys College Of California,,,"Managing Director, Soros Fund Management",445.0,,177081203.0,123554.0,False,Regent
Giles Miller,Trustee,Saint Marys College Of California,,,Cardiologist,445.0,,177081203.0,123554.0,False,Regent
Nicholas G. Moore,Secretary,Saint Marys College Of California,,,"Chairman, PricewaterhouseCoopers",445.0,,177081203.0,123554.0,False,Other Board Member
James R. Quandt,Trustee,Saint Marys College Of California,,,"Chief Operating Officer, Futurestep",445.0,,177081203.0,123554.0,False,Regent
Audrey L. Richardson,Trustee,Saint Marys College Of California,,,"Owner and Manager, ELM Enterprises",445.0,,177081203.0,123554.0,False,Regent
Reginald V. Terrell,Trustee,Saint Marys College Of California,,,"Attorney, Law Offices of John L Burns",445.0,,177081203.0,123554.0,False,Regent
Edward M. Alvarez,Trustee,Santa Clara University,,,,454.0,,16269868.0,122931.0,False,Regent
Ann S. Bowers,Trustee,Santa Clara University,,,,454.0,,16269868.0,122931.0,False,Regent
Michael J. Carey,Trustee,Santa Clara University,,,,454.0,,16269868.0,122931.0,False,Regent
Louis M. Castruccio,Trustee,Santa Clara University,,,,454.0,,16269868.0,122931.0,False,Regent
"Gerald F. Cavanagh, SJ",Trustee,Santa Clara University,,,,454.0,,16269868.0,122931.0,False,Regent
Winston H. Chen,Trustee,Santa Clara University,,,,454.0,,16269868.0,122931.0,False,Regent
"Gerald T. Cobb, SJ",Trustee,Santa Clara University,,,,454.0,,16269868.0,122931.0,False,Regent
"John A. Coleman, SJ",Trustee,Santa Clara University,,,,454.0,,16269868.0,122931.0,False,Regent
"Joseph P. Daoust, SJ",Trustee,Santa Clara University,,,,454.0,,16269868.0,122931.0,False,Regent
"John R. Donahue, SJ",Trustee,Santa Clara University,,,,454.0,,16269868.0,122931.0,False,Regent
"Frank S. Greene, Jr",Trustee,Santa Clara University,,,,454.0,,16269868.0,122931.0,False,Regent
"Edwin A. Heafey, Jr",Trustee,Santa Clara University,,,,454.0,,16269868.0,122931.0,False,Regent
"Rupert H. Johnson, Jr",Trustee,Santa Clara University,,,,454.0,,16269868.0,122931.0,False,Regent
Jennifer Koneny-Costa,Trustee,Santa Clara University,,,,454.0,,16269868.0,122931.0,False,Regent
Jack D. Kuehler,Trustee,Santa Clara University,,,,454.0,,16269868.0,122931.0,False,Regent
John C. Lewis,Trustee,Santa Clara University,,,,454.0,,16269868.0,122931.0,False,Regent
"Paul L. Locatelli, SJ",President,Santa Clara University,,,,454.0,,16269868.0,122931.0,False,Board President
"Paul L. Locatelli, SJ",Trustee,Santa Clara University,,,,454.0,,16269868.0,122931.0,False,Regent
"A. C. Markkula, Jr",Trustee,Santa Clara University,,,,454.0,,16269868.0,122931.0,False,Regent
"John M. Martin, SJ",Trustee,Santa Clara University,,,,454.0,,16269868.0,122931.0,False,Regent
Michael T. McCarthy,Trustee,Santa Clara University,,,,454.0,,16269868.0,122931.0,False,Regent
Regis McKenna,Trustee,Santa Clara University,,,,454.0,,16269868.0,122931.0,False,Regent
"Gerald McKevitt, SJ",Rector,Santa Clara University,,,,454.0,,16269868.0,122931.0,False,Other Board Member
"Gerald McKevitt, SJ",Trustee,Santa Clara University,,,,454.0,,16269868.0,122931.0,False,Regent
Richard Moley,Trustee,Santa Clara University,,,,454.0,,16269868.0,122931.0,False,Regent
Guisselle V. Nunez,Trustee,Santa Clara University,,,,454.0,,16269868.0,122931.0,False,Regent
John M. Ottoboni,Trustee,Santa Clara University,,,,454.0,,16269868.0,122931.0,False,Regent
Edward A. Panelli,Chairman,Santa Clara University,,,,454.0,,16269868.0,122931.0,False,Board President
Glenn E. Penisten,Trustee,Santa Clara University,,,,454.0,,16269868.0,122931.0,False,Regent
P. Anthony Ridder,Trustee,Santa Clara University,,,,454.0,,16269868.0,122931.0,False,Regent
"Anthony P. Sauer, SJ",Trustee,Santa Clara University,,,,454.0,,16269868.0,122931.0,False,Regent
Stephen C. Schott,Trustee,Santa Clara University,,,,454.0,,16269868.0,122931.0,False,Regent
"Francis R. Smith, SJ",Trustee,Santa Clara University,,,,454.0,,16269868.0,122931.0,False,Regent
Robert H. Smith,Trustee,Santa Clara University,,,,454.0,,16269868.0,122931.0,False,Regent
John A. Sobrato,Trustee,Santa Clara University,,,,454.0,,16269868.0,122931.0,False,Regent
William E. Terry,Trustee,Santa Clara University,,,,454.0,,16269868.0,122931.0,False,Regent
Agnieszka Winkler,Trustee,Santa Clara University,,,,454.0,,16269868.0,122931.0,False,Regent
Martha C. Choe,Trustee,Seattle University,,,,459.0,,58610484.0,236595.0,False,Regent
"Fr. Jerry Cobb, SJ",Trustee,Seattle University,,,,459.0,,58610484.0,236595.0,False,Regent
Theodore J. Collins,Trustee,Seattle University,,,,459.0,,58610484.0,236595.0,False,Regent
Boh Dickey,Trustee,Seattle University,,,,459.0,,58610484.0,236595.0,False,Regent
James Dwyer,Trustee,Seattle University,,,,459.0,,58610484.0,236595.0,False,Regent
John Ellis,Trustee,Seattle University,,,,459.0,,58610484.0,236595.0,False,Regent
Patrick Fahey,Trustee,Seattle University,,,,459.0,,58610484.0,236595.0,False,Regent
Joseph Gaffney,Trustee,Seattle University,,,,459.0,,58610484.0,236595.0,False,Regent
Fr. James Harbaugh,Trustee,Seattle University,,,,459.0,,58610484.0,236595.0,False,Regent
Joanne Harrell,Trustee,Seattle University,,,,459.0,,58610484.0,236595.0,False,Regent
Steven Hooper,Trustee,Seattle University,,,,459.0,,58610484.0,236595.0,False,Regent
