Name,Position,Institution,SubInstitution,Education,Other Affiliation,page,Notes,Career,AffiliationId,carnegie_id,PrimarySample,FixedPosition
Thomas F. Egan,Trustee,"State University of New York, Stony Brook",,,,660.0,,,59553526.0,,True,Member
Thomas F. Egan,Trustee,"State University of New York, Stony Brook",,,,660.0,,,59553526.0,,True,Member
Edward F. Cox,Member,"State University of New York, Stony Brook",,Princeton 1968 AB: Harvard 1972 JD,,660.0,,,59553526.0,,True,Member
Lori L. Wagner,Board Member,Virginia Polytechnic Institute And State University,,Virginia Tech,,980.0,,,859038795.0,233921.0,True,Member
James R. Smith,Board Member,Virginia Polytechnic Institute And State University,,Virginia Tech 1974,,979.0,,,859038795.0,233921.0,True,Member
Ryan C. Smith,Undergraduate Student Representative,Virginia Polytechnic Institute And State University,,,,979.0,,,859038795.0,233921.0,True,Other Board Member
Philip S. Thompson,Board Member,Virginia Polytechnic Institute And State University,,,,979.0,,,859038795.0,233921.0,True,Member
Morry J. Weiss,Chairman,Yeshiva University,,,"Chairman, American Greetings Corporation One American Road, Cleveland, OH 44144-2398",1030.0,,,19772626.0,197708.0,True,Board President
David Yagoda,Trustee,Yeshiva University,,,,1030.0,,,19772626.0,197708.0,True,Overseer
Sy Syms,Vice Chairman,Yeshiva University,,,"Chairman, Syms Corporation",1030.0,,,19772626.0,197708.0,True,Board Vice President
Moshael J. Straus,Trustee,Yeshiva University,,,,1030.0,,,19772626.0,197708.0,True,Overseer
Ronald P. Stanton,Trustee,Yeshiva University,,,,1030.0,,,19772626.0,197708.0,True,Overseer
Irwin Shapiro,Trustee,Yeshiva University,,,,1030.0,,,19772626.0,197708.0,True,Overseer
Mordecai D. Katz,Trustee,Yeshiva University,,,,1030.0,,,19772626.0,197708.0,True,Overseer
Jav L. Schottenstein,Trustee,Yeshiva University,,,"Chairman of the Board and Chief Executive Officer, DSW Inc4150 East Fifth Avenue, Columbus, OH 43219",1030.0,,,19772626.0,197708.0,True,Overseer
David I. Schachne,Trustee,Yeshiva University,,,,1030.0,,,19772626.0,197708.0,True,Overseer
Lance L. Hirt,Trustee,Yeshiva University,,,,1030.0,,,19772626.0,197708.0,True,Overseer
Ira M. Millstein,Trustee,Yeshiva University,,Columbia 1949 LLB,"Senior Partner, Weil, Gotshal & Manges LLP",1030.0,,,19772626.0,197708.0,True,Overseer
J. Ezra Merkin,Trustee,Yeshiva University,,,"Managing Partner, Gabriel Capital Group",1030.0,,,19772626.0,197708.0,True,Overseer
Matthew J. Maryles,Trustee,Yeshiva University,,Brooklyn BS; Brooklyn Law JD,"Member, Wolf Maryles & Associates, LLC",1030.0,,,19772626.0,197708.0,True,Overseer
Bernard L. Madoff,Treasurer,Yeshiva University,,,"Principal/Member, Bernard L. Madoff Investment Securities LLC",1030.0,,,19772626.0,197708.0,True,Other Board Member
Norman Lamm,Trustee,Yeshiva University,,,,1030.0,,,19772626.0,197708.0,True,Overseer
Ira Kukin,Vice Chairman,Yeshiva University,,,"Chairman, Apollo Technologies International",1030.0,,,19772626.0,197708.0,True,Board Vice President
Henry Kressel,Trustee,Yeshiva University,,,"Managing Director, Warburg Pincus LLC",1030.0,,,19772626.0,197708.0,True,Overseer
Marcos D. Katz,Trustee,Yeshiva University,,,,1030.0,,,19772626.0,197708.0,True,Overseer
Vivian Glueck Rosenberg,Trustee,Yeshiva University,,,,1030.0,,,19772626.0,197708.0,True,Overseer
Richard M. Joel,Trustee,Yeshiva University,,,,1030.0,,,19772626.0,197708.0,True,Overseer
Warren Eisenberg,Trustee,Yeshiva University,,,"Co-Chairman, Bed Bath & Beyond Inc650 Liberty Avenue, Union, NJ 07083",1030.0,,,19772626.0,197708.0,True,Overseer
E. Billi Ivry,Trustee,Yeshiva University,,,,1030.0,,,19772626.0,197708.0,True,Overseer
Joshua L. Muss,Trustee,Yeshiva University,,,,1030.0,,,19772626.0,197708.0,True,Overseer
Ronnie Heyman,Trustee,Yeshiva University,,,,1030.0,,,19772626.0,197708.0,True,Overseer
Josh S. Weston,Trustee,Yeshiva University,,CCNY 1950 BS,"Honorary Chairman, Automatic Data Processing, Inc. (1998-2004)",1030.0,,,19772626.0,197708.0,True,Overseer
David J. Azrieli,Trustee,Yeshiva University,,,,1030.0,,,19772626.0,197708.0,True,Overseer
Jayne G. Beker,Trustee,Yeshiva University,,,,1030.0,,,19772626.0,197708.0,True,Overseer
Jack A. Belz,Trustee,Yeshiva University,,,,1030.0,,,19772626.0,197708.0,True,Overseer
Robert M. Beren,Trustee,Yeshiva University,,,,1030.0,,,19772626.0,197708.0,True,Overseer
Julius Berman,Trustee,Yeshiva University,,,,1030.0,,,19772626.0,197708.0,True,Overseer
Marvin S. Bienenfeld,Trustee,Yeshiva University,,,,1030.0,,,19772626.0,197708.0,True,Overseer
Marjorie Diener Blenden,Trustee,Yeshiva University,,,,1030.0,,,19772626.0,197708.0,True,Overseer
Ludwig Bravmann,Vice Chairman,Yeshiva University,,,,1030.0,,,19772626.0,197708.0,True,Board Vice President
Sender Z. Cohen,Trustee,Yeshiva University,,,,1030.0,,,19772626.0,197708.0,True,Overseer
David Eshaghian,Trustee,Yeshiva University,,,,1030.0,,,19772626.0,197708.0,True,Overseer
Jeffrey J. Feil,Trustee,Yeshiva University,,,,1030.0,,,19772626.0,197708.0,True,Overseer
Felix L. Glaubach,Trustee,Yeshiva University,,,,1030.0,,,19772626.0,197708.0,True,Overseer
Alan E. Goldberg,Trustee,Yeshiva University,,NYU BA. MBA: Yeshiva JD,"Co-Managing Partner, Lindsay Goldberg & Bessemer G.P. LLC",1030.0,,,19772626.0,197708.0,True,Overseer
David S. Gottesman,Trustee,Yeshiva University,,,"Senior Managing Director, First Manhattan Co",1030.0,,,19772626.0,197708.0,True,Overseer
Kathryn O. Greenberg,Trustee,Yeshiva University,,,"Founder and Honorary Chairman, New York Legal Assistance Group450 West 33rd Street, 11th Floor, New York, NY 10001",1030.0,,,19772626.0,197708.0,True,Overseer
Fanva Gottesfeld Heller,Trustee,Yeshiva University,,,,1030.0,,,19772626.0,197708.0,True,Overseer
Michael G. Jesselson,Trustee,Yeshiva University,,,"President, Jesselson Capital Corporation",1030.0,,,19772626.0,197708.0,True,Overseer
Joseph Wilf,Vice Chairman,Yeshiva University,,,"Chief Executive Officer, Garden Homes Management Corporation",1030.0,,,19772626.0,197708.0,True,Board Vice President
