Name,Position,Institution,SubInstitution,Education,Other Affiliation,page,Contact,Notes,AffiliationId,FullName,carnegie_id,PrimarySample,level_0,index,StateSystem,FixedPosition
Henry Mendoza,Trustee,California State University Long Beach,,,"Managing Partner, Mendoza Berger & Company, LLP",185.0,,,59897056.0,California State University System,,True,,,,Trustee
Dr. Peter G. Mehas,Trustee,California State University Long Beach,,Cal State (Fresno) BS: UCLA MA: USC EdD,"Superintendent, Office of the Superintendent of Schools, County of Fresno, California",185.0,,,59897056.0,California State University System,,True,,,,Trustee
Charles B. Reed,Ex Officio Trustee,California State University Long Beach,,,,185.0,,,59897056.0,California State University System,,True,,,,"Trustee, Ex Officio"
Cipriano Vargas,Student Trustee,California State University Long Beach,,,,185.0,,,59897056.0,California State University System,,True,,,,Trustee
"Thomas ""Tom"" Torlakson",Ex Officio Trustee,California State University Long Beach,,,"State Superintendent of Public Instruction (D)Department of Education, State Board of Education, State of California",185.0,,,59897056.0,California State University System,,True,,,,"Trustee, Ex Officio"
Glen O. Toney,Trustee,California State University Long Beach,,"Cal State (Chico) 1966; San Jose State 1971, 1973; USC 1975","Group Vice President, Corporate Affairs, Applied Materials, Inc. (1995-2002)",185.0,,,59897056.0,California State University System,,True,,,,Trustee
Lou Monville,Trustee,California State University Long Beach,,Cal State (San Bernardino) 1994,"Vice President, OReilly Public Relations",185.0,,,59897056.0,California State University System,,True,,,,Trustee
John A. Perez,Ex Officio Trustee,California State University Long Beach,,,,185.0,,,59897056.0,California State University System,,True,,,,"Trustee, Ex Officio"
James Norton,Trustee,California State University Long Beach,,San Jose State MA,,185.0,,,59897056.0,California State University System,,True,,,,Trustee
Jillian Ruddell,Student Trustee,California State University Long Beach,,,,185.0,,,59897056.0,California State University System,,True,,,,Trustee
Margaret Fortune,Trustee,California State University Long Beach,,UC Berkeley BA; Harvard 1996 MPP,,185.0,,,59897056.0,California State University System,,True,,,,Trustee
"William Hauck, Jr",Trustee,California State University Long Beach,,San Jose State 1963 AB,"President, California Business Roundtable",185.0,,,59897056.0,California State University System,,True,,,,Trustee
Lou Monville,Trustee,California State University Long Beach,,Cal State (San Bernardino) 1994,"Vice President, OReilly Public Relations",185.0,,,59897056.0,California State University System,,True,,,,Trustee
J. Lawrence Norton,Trustee,California State University Long Beach,,UC Berkeley BA: San Jose State MA,,185.0,,,59897056.0,California State University System,,True,,,,Trustee
Linda A. Lang,Trustee,California State University Long Beach,,UC Berkeley 1980 BS; San Diego State 1991 MBA,,185.0,,,59897056.0,California State University System,,True,,,,Trustee
Hugo N. Morales,Trustee,California State University Long Beach,,Harvard 1972 BA. 1975 JD,"Founder and Executive Director, Radio Bilingue",185.0,,,59897056.0,California State University System,,True,,,,Trustee
Steven M. Glazer,Trustee,California State University Long Beach,,,"President, Glazer & Associates",185.0,,,59897056.0,California State University System,,True,,,,Trustee
"Edmund Gerald ""Jerry"" Brown, Jr",President,California State University Long Beach,,UC Berkeley 1961 BA: Yale 1964 LLB,"Governor, State of California; Governor",185.0,,,59897056.0,California State University System,,True,,,,Board President
Steven Dixon,Student Trustee,California State University Long Beach,,,,185.0,,,59897056.0,California State University System,,True,,,,Trustee
"William Hauck, Jr",Trustee,California State University Long Beach,,San Jose State 1963 AB,"President, California Business Roundtable",185.0,,,59897056.0,California State University System,,True,,,,Trustee
Debra S. Farar,Trustee,California State University Long Beach,,Cal State (Northridge) BA. MA; Pepperdine EdD,,185.0,,,59897056.0,California State University System,,True,,,,Trustee
"Edmund Gerald ""Jerry"" Brown, Jr",Ex Officio Trustee,California State University Long Beach,,UC Berkeley 1961 BA: Yale 1964 LLB,"Governor, State of California; Governor",185.0,,,59897056.0,California State University System,,True,,,,"Trustee, Ex Officio"
Roberta Achtenberg,Trustee,California State University Long Beach,,UC Berkeley 1972 BA; Utah 1975 JD,"Director, Board of Directors, Bank of San Francisco",185.0,,,59897056.0,California State University System,,True,,,,Trustee
James Norton,Trustee,California State University Long Beach,,San Jose State MA,,185.0,,,59897056.0,California State University System,,True,,,,Trustee
John A. Perez,Ex Officio Trustee,California State University Long Beach,,,,185.0,,,59897056.0,California State University System,,True,,,,"Trustee, Ex Officio"
Glen O. Toney,Trustee,California State University Long Beach,,"Cal State (Chico) 1966; San Jose State 1971, 1973; USC 1975","Group Vice President, Corporate Affairs, Applied Materials, Inc. (1995-2002)",185.0,,,59897056.0,California State University System,,True,,,,Trustee
"Thomas ""Tom"" Torlakson",Ex Officio Trustee,California State University Long Beach,,,"State Superintendent of Public Instruction (D)Department of Education, State Board of Education, State of California",185.0,,,59897056.0,California State University System,,True,,,,"Trustee, Ex Officio"
Jillian Ruddell,Student Trustee,California State University Long Beach,,,,185.0,,,59897056.0,California State University System,,True,,,,Trustee
Charles B. Reed,Ex Officio Trustee,California State University Long Beach,,,,185.0,,,59897056.0,California State University System,,True,,,,"Trustee, Ex Officio"
Dr. Peter G. Mehas,Trustee,California State University Long Beach,,Cal State (Fresno) BS: UCLA MA: USC EdD,"Superintendent, Office of the Superintendent of Schools, County of Fresno, California",185.0,,,59897056.0,California State University System,,True,,,,Trustee
Rebecca Eisen,Trustee,California State University Long Beach,,UC Berkeley 1971 BA: San Francisco State U 1973 MA: U San Francisco 1980 JD,"San Francisco Leader, Labor and Employment Law Practice Group. Morgan, Lewis & Bockius LLP",185.0,,,59897056.0,California State University System,,True,,,,Trustee
Lupe Garcia,Trustee,California State University Long Beach,,U San Francisco JD,,185.0,,,59897056.0,California State University System,,True,,,,Trustee
"Edmund Gerald ""Jerry"" Brown, Jr",President,California State University Long Beach,,UC Berkeley 1961 BA: Yale 1964 LLB,"Governor, State of California; Governor",185.0,,,59897056.0,California State University System,,True,,,,Board President
Kenneth Fong,Trustee,California State University Long Beach,,"San Francisco State U 1971 BS: Indiana, 1977 PhD","President, Kenson Ventures, LLC",185.0,,,59897056.0,California State University System,,True,,,,Trustee
Cipriano Vargas,Student Trustee,California State University Long Beach,,,,185.0,,,59897056.0,California State University System,,True,,,,Trustee
Linda A. Lang,Trustee,California State University San Bernardino,,UC Berkeley 1980 BS; San Diego State 1991 MBA,,185.0,,,43369023.0,California State University System,,True,,,,Trustee
"William Hauck, Jr",Trustee,California State University San Bernardino,,San Jose State 1963 AB,"President, California Business Roundtable",185.0,,,43369023.0,California State University System,,True,,,,Trustee
"Edmund Gerald ""Jerry"" Brown, Jr",President,California State University San Bernardino,,UC Berkeley 1961 BA: Yale 1964 LLB,"Governor, State of California; Governor",185.0,,,43369023.0,California State University System,,True,,,,Board President
Roberta Achtenberg,Trustee,California State University San Bernardino,,UC Berkeley 1972 BA; Utah 1975 JD,"Director, Board of Directors, Bank of San Francisco",185.0,,,43369023.0,California State University System,,True,,,,Trustee
Steven M. Glazer,Trustee,California State University San Bernardino,,,"President, Glazer & Associates",185.0,,,43369023.0,California State University System,,True,,,,Trustee
Hugo N. Morales,Trustee,California State University San Bernardino,,Harvard 1972 BA. 1975 JD,"Founder and Executive Director, Radio Bilingue",185.0,,,43369023.0,California State University System,,True,,,,Trustee
A. Robert Linscheid,Chairman,California State University San Bernardino,,Cal State (Chico) 1976 BA. 1978 MA,,185.0,,,43369023.0,California State University System,,True,,,,Board President
Rebecca Eisen,Trustee,California State University San Bernardino,,UC Berkeley 1971 BA: San Francisco State U 1973 MA: U San Francisco 1980 JD,"San Francisco Leader, Labor and Employment Law Practice Group. Morgan, Lewis & Bockius LLP",185.0,,,43369023.0,California State University System,,True,,,,Trustee
"Thomas ""Tom"" Torlakson",Ex Officio Trustee,California State University San Bernardino,,,"State Superintendent of Public Instruction (D)Department of Education, State Board of Education, State of California",185.0,,,43369023.0,California State University System,,True,,,,"Trustee, Ex Officio"
Lou Monville,Trustee,California State University San Bernardino,,Cal State (San Bernardino) 1994,"Vice President, OReilly Public Relations",185.0,,,43369023.0,California State University System,,True,,,,Trustee
Gavin Christopher Newsom,Ex Officio Trustee,California State University San Bernardino,,Santa Clara U 1989 BA,"Lieutenant Governor (D), State of California",185.0,,,43369023.0,California State University System,,True,,,,"Trustee, Ex Officio"
James Norton,Trustee,California State University San Bernardino,,San Jose State MA,,185.0,,,43369023.0,California State University System,,True,,,,Trustee
Glen O. Toney,Trustee,California State University San Bernardino,,"Cal State (Chico) 1966; San Jose State 1971, 1973; USC 1975","Group Vice President, Corporate Affairs, Applied Materials, Inc. (1995-2002)",185.0,,,43369023.0,California State University System,,True,,,,Trustee
Bernadette Cheyne,Faculty Trustee,California State University San Bernardino,,Texas 1990 MFA,,185.0,,,43369023.0,California State University System,,True,,,,Trustee
Jillian Ruddell,Student Trustee,California State University San Bernardino,,,,185.0,,,43369023.0,California State University System,,True,,,,Trustee
Henry Mendoza,Trustee,California State University San Bernardino,,,"Managing Partner, Mendoza Berger & Company, LLP",185.0,,,43369023.0,California State University System,,True,,,,Trustee
Steven Dixon,Student Trustee,California State University San Bernardino,,,,185.0,,,43369023.0,California State University System,,True,,,,Trustee
Henry Mendoza,Trustee,California State University San Bernardino,,,"Managing Partner, Mendoza Berger & Company, LLP",185.0,,,43369023.0,California State University System,,True,,,,Trustee
Debra S. Farar,Trustee,California State University San Bernardino,,Cal State (Northridge) BA. MA; Pepperdine EdD,,185.0,,,43369023.0,California State University System,,True,,,,Trustee
Jillian Ruddell,Student Trustee,California State University San Bernardino,,,,185.0,,,43369023.0,California State University System,,True,,,,Trustee
J. Lawrence Norton,Trustee,California State University San Bernardino,,UC Berkeley BA: San Jose State MA,,185.0,,,43369023.0,California State University System,,True,,,,Trustee
James Norton,Trustee,California State University San Bernardino,,San Jose State MA,,185.0,,,43369023.0,California State University System,,True,,,,Trustee
John A. Perez,Ex Officio Trustee,California State University San Bernardino,,,,185.0,,,43369023.0,California State University System,,True,,,,"Trustee, Ex Officio"
Dr. Peter G. Mehas,Trustee,California State University San Bernardino,,Cal State (Fresno) BS: UCLA MA: USC EdD,"Superintendent, Office of the Superintendent of Schools, County of Fresno, California",185.0,,,43369023.0,California State University System,,True,,,,Trustee
Glen O. Toney,Trustee,California State University San Bernardino,,"Cal State (Chico) 1966; San Jose State 1971, 1973; USC 1975","Group Vice President, Corporate Affairs, Applied Materials, Inc. (1995-2002)",185.0,,,43369023.0,California State University System,,True,,,,Trustee
"Thomas ""Tom"" Torlakson",Ex Officio Trustee,California State University San Bernardino,,,"State Superintendent of Public Instruction (D)Department of Education, State Board of Education, State of California",185.0,,,43369023.0,California State University System,,True,,,,"Trustee, Ex Officio"
Cipriano Vargas,Student Trustee,California State University San Bernardino,,,,185.0,,,43369023.0,California State University System,,True,,,,Trustee
Charles B. Reed,Ex Officio Trustee,California State University San Bernardino,,,,185.0,,,43369023.0,California State University System,,True,,,,"Trustee, Ex Officio"
Lou Monville,Trustee,California State University San Bernardino,,Cal State (San Bernardino) 1994,"Vice President, OReilly Public Relations",185.0,,,43369023.0,California State University System,,True,,,,Trustee
Gavin Christopher Newsom,Ex Officio Trustee,California State University San Bernardino,,Santa Clara U 1989 BA,"Lieutenant Governor (D), State of California",185.0,,,43369023.0,California State University System,,True,,,,"Trustee, Ex Officio"
A. Robert Linscheid,Chairman,California State University San Bernardino,,Cal State (Chico) 1976 BA. 1978 MA,,185.0,,,43369023.0,California State University System,,True,,,,Board President
Charles B. Reed,Ex Officio Trustee,California State University San Bernardino,,,,185.0,,,43369023.0,California State University System,,True,,,,"Trustee, Ex Officio"
John A. Perez,Ex Officio Trustee,California State University San Bernardino,,,,185.0,,,43369023.0,California State University System,,True,,,,"Trustee, Ex Officio"
Lupe Garcia,Trustee,California State University San Bernardino,,U San Francisco JD,,185.0,,,43369023.0,California State University System,,True,,,,Trustee
Margaret Fortune,Trustee,California State University San Bernardino,,UC Berkeley BA; Harvard 1996 MPP,,185.0,,,43369023.0,California State University System,,True,,,,Trustee
Kenneth Fong,Trustee,California State University San Bernardino,,"San Francisco State U 1971 BS: Indiana, 1977 PhD","President, Kenson Ventures, LLC",185.0,,,43369023.0,California State University System,,True,,,,Trustee
"Edmund Gerald ""Jerry"" Brown, Jr",Ex Officio Trustee,California State University San Bernardino,,UC Berkeley 1961 BA: Yale 1964 LLB,"Governor, State of California; Governor",185.0,,,43369023.0,California State University System,,True,,,,"Trustee, Ex Officio"
Steven Dixon,Student Trustee,California State University San Bernardino,,,,185.0,,,43369023.0,California State University System,,True,,,,Trustee
J. Lawrence Norton,Trustee,California State University San Bernardino,,UC Berkeley BA: San Jose State MA,,185.0,,,43369023.0,California State University System,,True,,,,Trustee
Lupe Garcia,Trustee,California State University San Bernardino,,U San Francisco JD,,185.0,,,43369023.0,California State University System,,True,,,,Trustee
Cipriano Vargas,Student Trustee,California State University San Bernardino,,,,185.0,,,43369023.0,California State University System,,True,,,,Trustee
Linda A. Lang,Trustee,California State University San Bernardino,,UC Berkeley 1980 BS; San Diego State 1991 MBA,,185.0,,,43369023.0,California State University System,,True,,,,Trustee
Hugo N. Morales,Trustee,California State University San Bernardino,,Harvard 1972 BA. 1975 JD,"Founder and Executive Director, Radio Bilingue",185.0,,,43369023.0,California State University System,,True,,,,Trustee
Steven M. Glazer,Trustee,California State University San Bernardino,,,"President, Glazer & Associates",185.0,,,43369023.0,California State University System,,True,,,,Trustee
Roberta Achtenberg,Trustee,California State University San Bernardino,,UC Berkeley 1972 BA; Utah 1975 JD,"Director, Board of Directors, Bank of San Francisco",185.0,,,43369023.0,California State University System,,True,,,,Trustee
"Edmund Gerald ""Jerry"" Brown, Jr",President,California State University San Bernardino,,UC Berkeley 1961 BA: Yale 1964 LLB,"Governor, State of California; Governor",185.0,,,43369023.0,California State University System,,True,,,,Board President
Rebecca Eisen,Trustee,California State University San Bernardino,,UC Berkeley 1971 BA: San Francisco State U 1973 MA: U San Francisco 1980 JD,"San Francisco Leader, Labor and Employment Law Practice Group. Morgan, Lewis & Bockius LLP",185.0,,,43369023.0,California State University System,,True,,,,Trustee
Dr. Peter G. Mehas,Trustee,California State University San Bernardino,,Cal State (Fresno) BS: UCLA MA: USC EdD,"Superintendent, Office of the Superintendent of Schools, County of Fresno, California",185.0,,,43369023.0,California State University System,,True,,,,Trustee
Bernadette Cheyne,Faculty Trustee,California State University San Bernardino,,Texas 1990 MFA,,185.0,,,43369023.0,California State University System,,True,,,,Trustee
"Edmund Gerald ""Jerry"" Brown, Jr",Ex Officio Trustee,California State University San Bernardino,,UC Berkeley 1961 BA: Yale 1964 LLB,"Governor, State of California; Governor",185.0,,,43369023.0,California State University System,,True,,,,"Trustee, Ex Officio"
Debra S. Farar,Trustee,California State University San Bernardino,,Cal State (Northridge) BA. MA; Pepperdine EdD,,185.0,,,43369023.0,California State University System,,True,,,,Trustee
Kenneth Fong,Trustee,California State University San Bernardino,,"San Francisco State U 1971 BS: Indiana, 1977 PhD","President, Kenson Ventures, LLC",185.0,,,43369023.0,California State University System,,True,,,,Trustee
"William Hauck, Jr",Trustee,California State University San Bernardino,,San Jose State 1963 AB,"President, California Business Roundtable",185.0,,,43369023.0,California State University System,,True,,,,Trustee
Margaret Fortune,Trustee,California State University San Bernardino,,UC Berkeley BA; Harvard 1996 MPP,,185.0,,,43369023.0,California State University System,,True,,,,Trustee
Aristides S. Candris,Trustee,Carnegie Mellon University,,"Transylvania 1974 BA; Carnegie Mellon MS, PhD","Senior Advisor, Westinghouse Electric Company",190.0,,,74973139.0,Carnegie Mellon University,211440.0,True,,,,Trustee
E. Kears Pollock,Vice Chairman,Carnegie Mellon University,,Carnegie Mellon 1962,"Executive Vice President, PPG Industries, Inc",191.0,,,74973139.0,Carnegie Mellon University,211440.0,True,,,,Board Vice President
Roy Shanker,Trustee,Carnegie Mellon University,,,,191.0,,,74973139.0,Carnegie Mellon University,211440.0,True,,,,Trustee
Dirk I. Gates,Trustee,Carnegie Mellon University,,Cal State (Northridge) BSEE; Pepperdine 1990 MBA,"Chief Executive Officer and Founder, Xirrus, Inc370 North Westlake Boulevard, Suite 200, Westlake Village, CA 91362",190.0,,,74973139.0,Carnegie Mellon University,211440.0,True,,,,Trustee
Thomas J. Tull,Trustee,Carnegie Mellon University,,Hamilton 1992,"Chairman and Chief Executive Officer, Legendary Pictures",191.0,,,74973139.0,Carnegie Mellon University,211440.0,True,,,,Trustee
Howard L. Ellin,Trustee,Carnegie Mellon University,,Carnegie Mellon 1985 BA; Harvard 1988 JD,"Chair, Hiring Committee, Skadden, Arps, Slate Meagher & Flom LLP",190.0,,,74973139.0,Carnegie Mellon University,211440.0,True,,,,Trustee
Richard D. McCullough,Trustee,Carnegie Mellon University,,,"Vice Provost, Research, Harvard University",191.0,,,74973139.0,Carnegie Mellon University,211440.0,True,,,,Trustee
Andress Appolon,Trustee,Carnegie Mellon University,,,,190.0,,,74973139.0,Carnegie Mellon University,211440.0,True,,,,Trustee
Joel P. Adams,Trustee,Carnegie Mellon University,,,"President, Adams Capital Management, Inc",190.0,,,74973139.0,Carnegie Mellon University,211440.0,True,,,,Trustee
"James N. ""Jim"" Gianopulos",Trustee,Carnegie Mellon University,,,"Chairman and Chief Executive Officer, Twentieth Century Fox Film Corporation",190.0,,,74973139.0,Carnegie Mellon University,211440.0,True,,,,Trustee
Jeanne M. Cunicelli,Trustee,Carnegie Mellon University,,Carnegie Mellon BS; U San Francisco MBA,"Investment Partner, Bay City Capital LLC",190.0,,,74973139.0,Carnegie Mellon University,211440.0,True,,,,Trustee
Mary Jo Dively,Trustee,Carnegie Mellon University,,,,190.0,,,74973139.0,Carnegie Mellon University,211440.0,True,,,,Trustee
"Raymond J. ""Ray"" Lane",Chairman,Carnegie Mellon University,,West Virginia,"Managing Partner, Kleiner Perkins Caufield & Byers 2750 Sand Hill Road, Menlo Park. CA 94025",190.0,,,74973139.0,Carnegie Mellon University,211440.0,True,,,,Board President
"Oscar L. Harris, Jr",Trustee,Carnegie Mellon University,,Carnegie Mellon 1971,"Founder and Chairman, Turner Assoc. Architects and Planners. Inc",190.0,,,74973139.0,Carnegie Mellon University,211440.0,True,,,,Trustee
Luis H. Ball,Trustee,Carnegie Mellon University,,Choate Rosemary (Wallingford. CT) 1978,,190.0,,,74973139.0,Carnegie Mellon University,211440.0,True,,,,Trustee
Mark S. Kamlet,Trustee,Carnegie Mellon University,,,,190.0,,,74973139.0,Carnegie Mellon University,211440.0,True,,,,Trustee
Evan S. Frazier,Trustee,Carnegie Mellon University,,Carnegie Mellon 1996 MPM,"President and Chief Executive Officer, Hill House Association",190.0,,,74973139.0,Carnegie Mellon University,211440.0,True,,,,Trustee
Cheryl M. Hays,Secretary,Carnegie Mellon University,,,,190.0,,,74973139.0,Carnegie Mellon University,211440.0,True,,,,Other Board Member
Jared L. Cohon,Ex Officio Trustee,Carnegie Mellon University,,,,190.0,,,74973139.0,Carnegie Mellon University,211440.0,True,,,,"Trustee, Ex Officio"
James E. Rohr,Vice Chairman,Carnegie Mellon University,,Notre Dame 1970 BA; Ohio State 1972 MBA,"Chairman and Chief Executive Officer, The PNC Financial Services Group, Inc",191.0,,,74973139.0,Carnegie Mellon University,211440.0,True,,,,Board Vice President
David A. Coulter,Trustee,Carnegie Mellon University,,,"Managing Director, Financial Services, Warburg Pincus LLC",190.0,,,74973139.0,Carnegie Mellon University,211440.0,True,,,,Trustee
Anne M. Molloy,Trustee,Carnegie Mellon University,,,,191.0,,,74973139.0,Carnegie Mellon University,211440.0,True,,,,Trustee
Attila Molnar,Trustee,Carnegie Mellon University,,,"President and Chief Executive Officer, Bayer Corporation (2002-2008)",191.0,,,74973139.0,Carnegie Mellon University,211440.0,True,,,,Trustee
Michael C. Murphy,Trustee,Carnegie Mellon University,,,,191.0,,,74973139.0,Carnegie Mellon University,211440.0,True,,,,Trustee
Lip-Bu Tan,Trustee,Carnegie Mellon University,,Nanyang Tech (Singapore) BS; MIT MS; U San Francisco MBA,"President and Chief Executive Officer, Cadence Design Systems, Inc",191.0,,,74973139.0,Carnegie Mellon University,211440.0,True,,,,Trustee
Manoi P. Singh,Trustee,Carnegie Mellon University,,Carnegie Mellon MSIA,"Regional Managing Partner, Deloitte Asia Pacific, Deloitte Touche Tohmatsu Limited",191.0,,,74973139.0,Carnegie Mellon University,211440.0,True,,,,Trustee
Dr. Ajit S. Shetty,Trustee,Carnegie Mellon University,,"Cambridge (UK) BA, PhD; Carnegie Mellon 1976 MBA","Corporate Vice President, Worldwide Operations and Enterprise Supply Chain, Johnson & Johnson",191.0,,,74973139.0,Carnegie Mellon University,211440.0,True,,,,Trustee
Bruce McWilliams,Trustee,Carnegie Mellon University,,,,191.0,,,74973139.0,Carnegie Mellon University,211440.0,True,,,,Trustee
Rohet Tolani,Trustee,Carnegie Mellon University,,Carnegie Mellon 1977,"Vice Chairman, Tolani Group",191.0,,,74973139.0,Carnegie Mellon University,211440.0,True,,,,Trustee
Gordon Rule,Ex Officio Trustee,Carnegie Mellon University,,,,191.0,,,74973139.0,Carnegie Mellon University,211440.0,True,,,,"Trustee, Ex Officio"
David L. Porges,Trustee,Carnegie Mellon University,,Northwestern BSIE; Stanford 1981 MBA,"Chairman, President and Chief Executive Officer, EOT Corporation",191.0,,,74973139.0,Carnegie Mellon University,211440.0,True,,,,Trustee
Luke Ravenstahl,Ex Officio Trustee,Carnegie Mellon University,,Washington & Jefferson 2002 BA,"Mayor, Office of the Mayor, City of Pittsburgh, Pennsylvania; Mayor (D), Office of the Mayor, City of Pittsburgh, Pennsylvania",191.0,,,74973139.0,Carnegie Mellon University,211440.0,True,,,,"Trustee, Ex Officio"
Steven Price,Ex Officio Trustee,Carnegie Mellon University,,,,191.0,,,74973139.0,Carnegie Mellon University,211440.0,True,,,,"Trustee, Ex Officio"
"Larry E. Jennings, Jr.",Trustee,Carnegie Mellon University,,Carnegie Mellon 1987 MSIA,"Senior Managing Director, Touchstone Partners 260 East Brown Street, Suite 250, Birmingham, MI 48009",190.0,,,74973139.0,Carnegie Mellon University,211440.0,True,,,,Trustee
Dr. J. Michael McQuade,Trustee,Carnegie Mellon University,,,"Senior Vice President, Science and Technology, United Technologies Corporation",191.0,,,74973139.0,Carnegie Mellon University,211440.0,True,,,,Trustee
Elizabeth A. Milavec,Assistant Treasurer,Carnegie Mellon University,,,,191.0,,,74973139.0,Carnegie Mellon University,211440.0,True,,,,Other Board Member
David McCormick,Trustee,Carnegie Mellon University,,,,191.0,,,74973139.0,Carnegie Mellon University,211440.0,True,,,,Trustee
"Russell T. Crockett, Jr",Trustee,Carnegie Mellon University,,Carnegie Mellon 1987 BS: Michigan MBA,"Senior Vice President, Commercial, TPC Group Inc5151 San Felipe, Suite 800, Houston, TX 77056",190.0,,,74973139.0,Carnegie Mellon University,211440.0,True,,,,Trustee
Francisco D'Souza,Trustee,Carnegie Mellon University,,Carnegie Mellon MBA,,190.0,,,74973139.0,Carnegie Mellon University,211440.0,True,,,,Trustee
Candance Matthews,Trustee,Carnegie Mellon University,,,,191.0,,,74973139.0,Carnegie Mellon University,211440.0,True,,,,Trustee
Roy W. Haleyon,Trustee,Carnegie Mellon University,,MIT 1969 BS,"Executive Chairman, WESCO International. Inc(2009-2011)",190.0,,,74973139.0,Carnegie Mellon University,211440.0,True,,,,Trustee
Charles A. Kennedy,Trustee,Carnegie Mellon University,,,,190.0,,,74973139.0,Carnegie Mellon University,211440.0,True,,,,Trustee
Darlene M. Harris,Ex Officio Trustee,Carnegie Mellon University,,,,190.0,,,74973139.0,Carnegie Mellon University,211440.0,True,,,,"Trustee, Ex Officio"
Robbee Baker Kosak,Trustee,Carnegie Mellon University,,,,190.0,,,74973139.0,Carnegie Mellon University,211440.0,True,,,,Trustee
William L. Meaney,Trustee,Carnegie Mellon University,,Rensselaer Poly 1982 BSME; Carnegie Mellon MBA,,191.0,,,74973139.0,Carnegie Mellon University,211440.0,True,,,,Trustee
Erren Lester,Trustee,Carnegie Mellon University,,,,190.0,,,74973139.0,Carnegie Mellon University,211440.0,True,,,,Trustee
Eric C. Cooper,Trustee,Carnegie Mellon University,,"Carnegie Mellon 1971 BS, 1971 MS","Managing Director, Financial Services, Warburg Pincus LLC",190.0,,,74973139.0,Carnegie Mellon University,211440.0,True,,,,Trustee
Karen T. Khan,Assistant Secretary,Carnegie Mellon University,,,,190.0,,,74973139.0,Carnegie Mellon University,211440.0,True,,,,Other Board Member
Stephen M. Campbell,"Vice President, Campus Planning and Operations",Case Western Reserve University,,Maryland; Johns Hopkins MBA,,191.0,,,58956616.0,Case Western Reserve University,201645.0,True,,,,Board Vice President
Charles E. Rozek,"Vice Provost, Graduate Education",Case Western Reserve University,,,,192.0,,,58956616.0,Case Western Reserve University,201645.0,True,,,,Trustee
Donald L. Feke,"Vice Provost, Undergraduate Education",Case Western Reserve University,,,,192.0,,,58956616.0,Case Western Reserve University,201645.0,True,,,,Trustee
Charles D. Fowler,Vice Chairman,Case Western Reserve University,,,President and Chief Executive Officer. Fairmount Minerals,193.0,,,58956616.0,Case Western Reserve University,201645.0,True,,,,Board Vice President
Gregory L. Eastwood,Trustee,Case Western Reserve University,,Albion 1962 BA; Case Western 1966 MD,"President, Upstate Medical University (1993-2006)",193.0,,,58956616.0,Case Western Reserve University,201645.0,True,,,,Trustee
Thalia Dorwick,Trustee,Case Western Reserve University,,,"Vice President and Editor-in-Chief, Humanities, Social Sciences, Foreign Language and ESOL, McGraw-Hill Higher Education, The McGraw-Hill Companies, Inc",193.0,,,58956616.0,Case Western Reserve University,201645.0,True,,,,Trustee
Lynn T. Singer,"Vice President, Academic Programs",Case Western Reserve University,,,,192.0,,,58956616.0,Case Western Reserve University,201645.0,True,,,,Board Vice President
Suzanne Marie Rivera,"Associate Vice President, Research",Case Western Reserve University,,,,192.0,,,58956616.0,Case Western Reserve University,201645.0,True,,,,Board Vice President
Carol A. Williams,Trustee,Case Western Reserve University,,,,191.0,,,58956616.0,Case Western Reserve University,201645.0,True,,,,Trustee
Arnold Hirshon,University Librarian,Case Western Reserve University,,,,192.0,,,58956616.0,Case Western Reserve University,201645.0,True,,,,Other Board Member
"Dr. Ronald I. Dozoretz, M.D",Trustee,Case Western Reserve University,,,"Chairman and Chief Executive Officer, FHC Health Systems, Inc.",193.0,,,58956616.0,Case Western Reserve University,201645.0,True,,,,Trustee
Lynn T. Singer,Deputy Provost,Case Western Reserve University,,,,192.0,,,58956616.0,Case Western Reserve University,201645.0,True,,,,Trustee
David A. Daberko,Trustee,Case Western Reserve University,,Denison 1967 BA: Case Western 1970 MBA,Chairman and Chief Executive Officer. National City Corporation (1995-2007),193.0,,,58956616.0,Case Western Reserve University,201645.0,True,,,,Trustee
Robert Clarke Brown,Treasurer,Case Western Reserve University,,,,192.0,,,58956616.0,Case Western Reserve University,201645.0,True,,,,Other Board Member
James C. Diggs,Trustee,Case Western Reserve University,,"Case Western 1970 BA, 1973 JD","Senior Vice President and General Counsel. PPG Industries, Inc. (1997-2010)",193.0,,,58956616.0,Case Western Reserve University,201645.0,True,,,,Trustee
Samir N. Jadallah,Trustee,Case Western Reserve University,,,,193.0,,,58956616.0,Case Western Reserve University,201645.0,True,,,,Trustee
Scott A. Wolstein,Trustee,Case Western Reserve University,,Wharton 1974 BS: Michigan 1977 JD,"Executive Chairman, Developers Diversified Realty Corporation (2010-2011)",194.0,,,58956616.0,Case Western Reserve University,201645.0,True,,,,Trustee
Andrew Wasynczuk,Trustee,Case Western Reserve University,,,"Senior Lecturer, Business Administration, Harvard Business School Soldiers Field, Boston, MA 02163",194.0,,,58956616.0,Case Western Reserve University,201645.0,True,,,,Trustee
Barbara R. Snyder,Ex Officio Trustee,Case Western Reserve University,,,,194.0,,,58956616.0,Case Western Reserve University,201645.0,True,,,,"Trustee, Ex Officio"
Lawrence M. Sears,Trustee,Case Western Reserve University,,,,194.0,,,58956616.0,Case Western Reserve University,201645.0,True,,,,Trustee
