Name,Position,Institution,SubInstitution,Education,Other Affiliation,page,Career,AffiliationId,carnegie_id,FixedPosition,StateSystem,PrimarySample
Harry W. Janes,Faculty Representative Governor,Rutgers State University Of New Jersey,,,,435.0,,102322142.0,186380.0,Other Board Member,,True
Francis L. Lawrence,President,Rutgers State University Of New Jersey,,Rutgers 1970 AB; Cornell 1973 JD,,435.0,,102322142.0,186380.0,Board President,,True
Francis L. Lawrence,Ex Officio Governor,Rutgers State University Of New Jersey,,Rutgers 1970 AB; Cornell 1973 JD,,435.0,,102322142.0,186380.0,"Trustee, Ex Officio",,True
Richard A. Levao,Chairman,Rutgers State University Of New Jersey,,,,435.0,,102322142.0,186380.0,Board President,,True
Nancy Lotstein,Governor,Rutgers State University Of New Jersey,,,,435.0,,102322142.0,186380.0,Trustee,,True
Eugene Michael O'Hara,Governor,Rutgers State University Of New Jersey,,Rutgers 1962 BS,,435.0,,102322142.0,186380.0,Trustee,,True
Dean J. Paranicas,Governor,Rutgers State University Of New Jersey,,,"Chairman, President and Chief Executive Officer, The Bank of New York, Inc48 Wall St., New York, NY 10005-2901 * Member of the Board",435.0,,102322142.0,186380.0,Trustee,,True
Thomas A. Renvi,Governor,Rutgers State University Of New Jersey,,,,435.0,,102322142.0,186380.0,Trustee,,True
John Ruvolo,Student Representative Governor,Rutgers State University Of New Jersey,,,,435.0,,102322142.0,186380.0,Other Board Member,,True
Mildred R. Schildkamp,Assistant To The President,Rutgers State University Of New Jersey,,,,435.0,,102322142.0,186380.0,Board President,,True
Mildred R. Schildkamp,Secretary,Rutgers State University Of New Jersey,,,,435.0,,102322142.0,186380.0,Other Board Member,,True
Anne M. Thomas,Governor,Rutgers State University Of New Jersey,,,,435.0,,102322142.0,186380.0,Trustee,,True
Most Rev. Paul G. Bootkoski,Trustee,Seton Hall University,,,"Vicar General and Moderator of the Curia, Archdiocese of Newark",460.0,,12524447.0,186584.0,Regent,,True
Kurt T. Borovsky,Trustee,Seton Hall University,,,"Chairman, Van Beuren Management, Inc",460.0,,12524447.0,186584.0,Regent,,True
"Msgr. John W. Flesey, STD",Rector,Seton Hall University,Immaculate Conception Seminary School Of Theology,,,460.0,,12524447.0,186584.0,Other Board Member,,True
"Msgr. John W. Flesey, STD",Dean,Seton Hall University,Immaculate Conception Seminary School Of Theology,,,460.0,,12524447.0,186584.0,Regent,,True
Msgr. John J. Gilchrist,Trustee,Seton Hall University,,,"Pastor, Holy Cross Church",460.0,,12524447.0,186584.0,Regent,,True
Joseph P. LaSala,Trustee,Seton Hall University,,,"Partner, McElroy, Deutsch & Mulvaney",460.0,,12524447.0,186584.0,Regent,,True
Msgr. Richard Liddy,Trustee,Seton Hall University,Center for Catholic Studies,,,460.0,,12524447.0,186584.0,Regent,,True
Msgr. Richard Liddy,Director,Seton Hall University,Center for Catholic Studies,,,460.0,,12524447.0,186584.0,Regent,,True
Kent Manahan,Trustee,Seton Hall University,,,"Senior Anchor, New Jersey Network",460.0,,12524447.0,186584.0,Regent,,True
Most Rev. Theodore E. McCarrick,Chairman,Seton Hall University,,,Archbishop of Newark,460.0,,12524447.0,186584.0,Board President,,True
"Very Rev. Thomas R. Peterson, OP",Chancellor,Seton Hall University,,,,460.0,,12524447.0,186584.0,Board President,,True
"Very Rev. Thomas R. Peterson, OP",Trustee,Seton Hall University,,,,460.0,,12524447.0,186584.0,Regent,,True
George Ring,Trustee,Seton Hall University,,,"President and Chief Executive Officer, Wireless Cable International, Inc",460.0,,12524447.0,186584.0,Regent,,True
Thomas Sharkey,Trustee,Seton Hall University,,,"Chairman and Chief Executive Officer, Meeker Sharkey Financial Group, Inc",460.0,,12524447.0,186584.0,Regent,,True
"Msgr. Robert T. Sheeran, STD",President,Seton Hall University,,,,460.0,,12524447.0,186584.0,Board President,,True
"Msgr. Robert T. Sheeran, STD",Trustee,Seton Hall University,,,,460.0,,12524447.0,186584.0,Regent,,True
"Frank E. Walsh, Jr.",Trustee,Seton Hall University,,,"Chairman, Sandy Hill Foundation",460.0,,12524447.0,186584.0,Regent,,True
A. Zachary Yamba,Trustee,Seton Hall University,,,"President, Essex County College",460.0,,12524447.0,186584.0,Regent,,True
The Hon. Steve Adams,Member,Tennessee State University,,Austin Pay State 1973 BS,"Treasurer, State of Tennessee",506.0,,75256744.0,221838.0,Regent,,True
The Hon. Riley C. Darnell,Member,Tennessee State University,,Austin Pay State 1962 BS; Vanderbilt 1965 JD,"Secretary, State of Tennessee",506.0,,75256744.0,221838.0,Regent,,True
Tony Scott England,Member,Tennessee State University,,,,506.0,,75256744.0,221838.0,Regent,,True
William Ransom Jones,Member,Tennessee State University,,,,506.0,,75256744.0,221838.0,Regent,,True
Dale Kelley,Member,Tennessee State University,,,,506.0,,75256744.0,221838.0,Regent,,True
Debby Patterson Koch,Secretary,Tennessee State University,,,,506.0,,75256744.0,221838.0,Other Board Member,,True
Joe Lancaster,Member,Tennessee State University,,,,506.0,,75256744.0,221838.0,Regent,,True
Wanda McMahan,Vice Chairperson,Tennessee State University,,,,506.0,,75256744.0,221838.0,Board Vice President,,True
John G. Morgan,Member,Tennessee State University,,Austin Pay State 1974 BS,"Comptroller, State of Tennessee",506.0,,75256744.0,221838.0,Regent,,True
June Scobee Rodgers,Member,Tennessee State University,,,,506.0,,75256744.0,221838.0,Regent,,True
J. V. Sailors,Ex Officio Member,Tennessee State University,,,"Executive Director, State Board of Education",506.0,,75256744.0,221838.0,"Regent, Ex Officio",,True
Lisa P. Verble,Member,Tennessee State University,,,,506.0,,75256744.0,221838.0,Regent,,True
"A. C. Wharton, Jr",Chairman,Tennessee State University,,,"Chief Public Defender, County of Shelby, Tennessee",506.0,,75256744.0,221838.0,Board President,,True
Brad Windley,Member,Tennessee State University,,,,506.0,,75256744.0,221838.0,Regent,,True
Vacant,Student Member,Tennessee State University,,,,506.0,,75256744.0,221838.0,Other Board Member,,True
The Hon. Steve Adams,Treasurer,Tennessee Technological University,,Austin Pay State 1973 BS,"Treasurer, State of Tennessee",508.0,,63920570.0,221847.0,Other Board Member,,True
The Hon. Riley C. Darnell,Member,Tennessee Technological University,,Austin Pay State 1962 BS; Vanderbilt 1965 JD,"Secretary, State of Tennessee",508.0,,63920570.0,221847.0,Regent,,True
Tony Scott England,Member,Tennessee Technological University,,,,508.0,,63920570.0,221847.0,Regent,,True
William Ransom Jones,Member,Tennessee Technological University,,,,508.0,,63920570.0,221847.0,Regent,,True
Dale Kelley,Member,Tennessee Technological University,,,,508.0,,63920570.0,221847.0,Regent,,True
Debby Patterson Koch,Secretary,Tennessee Technological University,,,,508.0,,63920570.0,221847.0,Other Board Member,,True
Joe Lancaster,Member,Tennessee Technological University,,,,508.0,,63920570.0,221847.0,Regent,,True
Wanda McMahan,Vice Chairperson,Tennessee Technological University,,,,508.0,,63920570.0,221847.0,Board Vice President,,True
John Morgan,Member,Tennessee Technological University,,Austin Pea State 1974 BS,"Comptroller, State of Tennessee",508.0,,63920570.0,221847.0,Regent,,True
June Scobee Rodgers,Member,Tennessee Technological University,,,,508.0,,63920570.0,221847.0,Regent,,True
J. V. Sailors,Ex Officio Member,Tennessee Technological University,,,"Executive Director, State Board of Education",508.0,,63920570.0,221847.0,"Regent, Ex Officio",,True
Lisa Verble,Member,Tennessee Technological University,,,,508.0,,63920570.0,221847.0,Regent,,True
"A. C. Wharton, Jr.",Chairman,Tennessee Technological University,,,"Chief Public Defender, County of Shelby, Tennessee",508.0,,63920570.0,221847.0,Board President,,True
Brad Windley,Member,Tennessee Technological University,,,,508.0,,63920570.0,221847.0,Regent,,True
Vacant,Student Member,Tennessee Technological University,,,,508.0,,63920570.0,221847.0,Other Board Member,,True
Mark N. Apte,Trustee,University Of Akron,,,Member of the Board,533.0,,110152177.0,200800.0,Regent,,True
Alex R. Arshinkoff,Chairman,University Of Akron,,,,533.0,,110152177.0,200800.0,Board President,,True
Donald E. Demkee,Trustee,University Of Akron,,,Member of the Board,533.0,,110152177.0,200800.0,Regent,,True
John A. Fink,Trustee,University Of Akron,,,,533.0,,110152177.0,200800.0,Regent,,True
Howard L. Flood,Co-Chairman,University Of Akron,,,,533.0,,110152177.0,200800.0,Board President,,True
Michael L. Gonidakis,Student Trustee,University Of Akron,,,,533.0,,110152177.0,200800.0,Other Board Member,,True
Patricia L. Graves,Trustee,University Of Akron,,,,533.0,,110152177.0,200800.0,Regent,,True
Clifford J. Isroff,Trustee,University Of Akron,,,,533.0,,110152177.0,200800.0,Regent,,True
Raymond D. Meyo,Trustee,University Of Akron,,,,533.0,,110152177.0,200800.0,Regent,,True
"Tahlman Krumm, Jr",Chairman,University Of Cincinnati,,South Florida BA; Ohio State PhD,"Founder and Chairman, Inquest LLC",554.0,,63135867.0,201885.0,Board President,,True
Gerald H. Gordon,Secretary,University Of Cincinnati,,"Cleveland State BA, MA","President and Chief Operating Officer, Sun Media Corporation",554.0,,63135867.0,201885.0,Other Board Member,,True
Robert A. Gardner,Ex Officio Regent,University Of Cincinnati,,Bowling Green State BA,"Member, Ohio Senate",554.0,,63135867.0,201885.0,"Trustee, Ex Officio",,True
Jeanette Grasselli Brown,Vice Chairperson,University Of Cincinnati,,Ohio BS; Case Western MS,,554.0,,63135867.0,201885.0,Board Vice President,,True
Elizabeth K. Lanier,Regent,University Of Cincinnati,,Smith BA; Columbia JD,"Vice President and General Counsel, GE Power Systems",554.0,,63135867.0,201885.0,Trustee,,True
Gerald M. Miller,Regent,University Of Cincinnati,,Dayton BA,"Chairman and Managing Partner, Miller-Valentine Group",554.0,,63135867.0,201885.0,Trustee,,True
Thomas W. Noe,Regent,University Of Cincinnati,,,"President, Vintage Coins and Cards; Chairman, Lucas County Republican Party, 1992-95",554.0,,63135867.0,201885.0,Trustee,,True
Stephen A. Perry,Regent,University Of Cincinnati,,Akron BS; Stanford MS,"Vice President, Human Resources and Logistics, The Timken Company; Chairman, Timken Mercy Medical Center; Chairman, Stark County District Library Board",554.0,,63135867.0,201885.0,Trustee,,True
J. Gilbert Reese,Regent,University Of Cincinnati,,"Ohio State BA, JD","Senior Partner, Reese, Pyle, Drake and Mever",555.0,,63135867.0,201885.0,Trustee,,True
Ralph E. Schey,Regent,University Of Cincinnati,,Ohio BS; Harvard MBA,Chairman and Chief Executive Officer The Scott Fetzer Company,555.0,,63135867.0,201885.0,Trustee,,True
The Hon. Steve Adams,Member,University Of Memphis,,Austin Pay State 1973 BS,"Treasurer, State of Tennessee",590.0,,94658018.0,220862.0,Regent,,True
The Hon. Riley C. Darnell,Member,University Of Memphis,,Austin Pay State 1962 BS; Vanderbilt 1965 JD,"Secretary, State of Tennessee",590.0,,94658018.0,220862.0,Regent,,True
Tony Scott England,Member,University Of Memphis,,,,590.0,,94658018.0,220862.0,Regent,,True
William Ransom Jones,Member,University Of Memphis,,,,590.0,,94658018.0,220862.0,Regent,,True
Dale Kelley,Member,University Of Memphis,,,,590.0,,94658018.0,220862.0,Regent,,True
Debby Patterson Koch,Secretary,University Of Memphis,,,,590.0,,94658018.0,220862.0,Other Board Member,,True
Joe Lancaster,Member,University Of Memphis,,,,590.0,,94658018.0,220862.0,Regent,,True
Wanda McMahan,Vice Chairperson,University Of Memphis,,,,590.0,,94658018.0,220862.0,Board Vice President,,True
John Morgan,Member,University Of Memphis,,Austin Peay State 1974 BS,"Comptroller, State of Tennessee",590.0,,94658018.0,220862.0,Regent,,True
June Scobee Rodgers,Member,University Of Memphis,,,,590.0,,94658018.0,220862.0,Regent,,True
J. V. Sailors,Ex Officio Member,University Of Memphis,,,"Executive Director, State Board of Education",590.0,,94658018.0,220862.0,"Regent, Ex Officio",,True
Lisa Verble,Member,University Of Memphis,,,,590.0,,94658018.0,220862.0,Regent,,True
"A C Wharton, Jr",Chairman,University Of Memphis,,,"Chief Public Defender, County of Shelby, Tennessee",590.0,,94658018.0,220862.0,Board President,,True
Brad Windley,Member,University Of Memphis,,,Student Member,590.0,,94658018.0,220862.0,Regent,,True
The Hon. Steve Adams,Member,University Of Tennessee System,,Austin Pay State 1973 BS,"Treasurer, State of Tennessee",648.0,,2799495847.0,,Trustee,,True
The Hon. Riley C. Darnell,Member,University Of Tennessee System,,Austin Pay State 1962 BS; Vanderbilt 1965 JD,"Secretary, State of Tennessee",648.0,,2799495847.0,,Trustee,,True
Tony Scott England,Member,University Of Tennessee System,,,,648.0,,2799495847.0,,Trustee,,True
William Ransom Jones,Member,University Of Tennessee System,,,,648.0,,2799495847.0,,Trustee,,True
Dale Kelley,Member,University Of Tennessee System,,,,648.0,,2799495847.0,,Trustee,,True
Debby Patterson Koch,Secretary,University Of Tennessee System,,,,648.0,,2799495847.0,,Other Board Member,,True
Joe Lancaster,Member,University Of Tennessee System,,,,648.0,,2799495847.0,,Trustee,,True
Wanda McMahan,Vice Chairperson,University Of Tennessee System,,,,648.0,,2799495847.0,,Board Vice President,,True
John Morgan,Member,University Of Tennessee System,,Austin Pay State 1974 BS,"Comptroller, State of Tennessee",648.0,,2799495847.0,,Trustee,,True
June Scobee Rodgers,Member,University Of Tennessee System,,,,648.0,,2799495847.0,,Trustee,,True
J. V. Sailors,Ex Officio Member,University Of Tennessee System,,,"Executive Director, State Board of Education",648.0,,2799495847.0,,"Trustee, Ex Officio",,True
Lisa Verble,Member,University Of Tennessee System,,,,648.0,,2799495847.0,,Trustee,,True
"A. C. Wharton, Jr",Chairman,University Of Tennessee System,,,"Chief Public Defender, County of Shelby, Tennessee",648.0,,2799495847.0,,Board President,,True
Brad Windley,Member,University Of Tennessee System,,,,648.0,,2799495847.0,,Trustee,,True
Vacant,Student Member,University Of Tennessee System,,,,648.0,,2799495847.0,,Other Board Member,,True
"Tahlman Krumm, Jr",Chairman,University Of Toledo,,South Florida BA; Ohio State PhD,"Founder and Chairman, Inquesta LLC",659.0,,90871651.0,206084.0,Board President,,True
Gerald H. Gordon,Secretary,University Of Toledo,,"Cleveland State BA, MA","President and Chief Operating Officer, Sun Media Corporation",659.0,,90871651.0,206084.0,Other Board Member,,True
Robert A. Gardner,Ex Officio Regent,University Of Toledo,,Bowling Green State BA,"Member, Ohio Senate",659.0,,90871651.0,206084.0,"Trustee, Ex Officio",,True
Jeanette Grasselli Brown,Vice Chairperson,University Of Toledo,,Ohio BS; Case Western MS,Chairperson of the Board of Trustees,659.0,,90871651.0,206084.0,Board Vice President,,True
Elizabeth K. Lanier,Regent,University Of Toledo,,Smith BA; Columbia JD,"Vice President and General Counsel, GE Power Systems",659.0,,90871651.0,206084.0,Trustee,,True
Gerald M. Miller,Regent,University Of Toledo,,Dayton BA,"Chairman and Managing Partner, Miller-Valentine Group",659.0,,90871651.0,206084.0,Trustee,,True
Thomas W. Noe,Regent,University Of Toledo,,,"President, Vintage Coins and Cards",659.0,,90871651.0,206084.0,Trustee,,True
Stephen A. Perry,Regent,University Of Toledo,,Akron BS; Stanford MS,"Vice President, Human Resources and Logistics, The Timken Company",659.0,,90871651.0,206084.0,Trustee,,True
J. Gilbert Reese,Regent,University Of Toledo,,"Ohio State BA, JD","Senior Partner, Reese, Pyle, Drake and Meyer",659.0,,90871651.0,206084.0,Trustee,,True
Ralph E. Schey,Regent,University Of Toledo,,Ohio BS; Harvard MBA,"Chairman and Chief Executive Officer, The Scott Fetzer Company",659.0,,90871651.0,206084.0,Trustee,,True
Sally R. Burbidge,Trustee,University Of Utah,,,Experior,661.0,,223532165.0,230764.0,Regent,,True
David L. Buhler,Trustee,University Of Utah,,,,661.0,,223532165.0,230764.0,Regent,,True
Gary L. Crocker,Vice Chairman,University Of Utah,,,Crocker Ventures. LLC,661.0,,223532165.0,230764.0,Board Vice President,,True
Randy L. Dryer,Trustee,University Of Utah,,,Parsons. Behle & Latimer,661.0,,223532165.0,230764.0,Regent,,True
E. J. Garn,Trustee,University Of Utah,,,Huntsman Corporation,661.0,,223532165.0,230764.0,Regent,,True
Claudia S. Luttrell,Trustee,University Of Utah,,,,661.0,,223532165.0,230764.0,Regent,,True
James L. Macfarlane,Trustee,University Of Utah,,,IC Group,662.0,,223532165.0,230764.0,Regent,,True
Ben McAdams,Trustee,University Of Utah,,,American Investment Bank,662.0,,223532165.0,230764.0,Regent,,True
Shelley Thomas,Trustee,University Of Utah,,,Salt Lake Organizing Committee,662.0,,223532165.0,230764.0,Regent,,True
Nathanael J. Anderson,Trustee,Utah State University,,,,687.0,,121980950.0,230728.0,Regent,,True
Barre G. Burgon,Trustee,Utah State University,,,,687.0,,121980950.0,230728.0,Regent,,True
Lee H. Burke,Secretary,Utah State University,,,,687.0,,121980950.0,230728.0,Other Board Member,,True
Willis G. Candland,Trustee,Utah State University,,,,687.0,,121980950.0,230728.0,Regent,,True
Claudette Eastman,Trustee,Utah State University,,,,687.0,,121980950.0,230728.0,Regent,,True
L. J. Godfrey,Trustee,Utah State University,,,,687.0,,121980950.0,230728.0,Regent,,True
Carl A. Lundahl,Trustee,Utah State University,,,,687.0,,121980950.0,230728.0,Regent,,True
Gayle McKeachnie,Trustee,Utah State University,,,,687.0,,121980950.0,230728.0,Regent,,True
R. Brent Nyman,Trustee,Utah State University,,,,687.0,,121980950.0,230728.0,Regent,,True
Lowell S. Peterson,Trustee,Utah State University,,,,687.0,,121980950.0,230728.0,Regent,,True
Sara V. Sinclair,Trustee,Utah State University,,,,687.0,,121980950.0,230728.0,Regent,,True
Jayne G. Beker,Governor,Yeshiva University,Ferkauf Graduate School of Psychology,,,733.0,,19772626.0,197708.0,Overseer,,True
Martin B. Bernstein,Governor,Yeshiva University,Ferkauf Graduate School of Psychology,,,733.0,,19772626.0,197708.0,Overseer,,True
Samson Bitensky,Chairman,Yeshiva University,Ferkauf Graduate School of Psychology,,,733.0,,19772626.0,197708.0,Board President,,True
Lillian Chutick,Governor,Yeshiva University,Ferkauf Graduate School of Psychology,,,733.0,,19772626.0,197708.0,Overseer,,True
Jerry Clair,Governor,Yeshiva University,Ferkauf Graduate School of Psychology,,,733.0,,19772626.0,197708.0,Overseer,,True
David S. Gottesman,Governor,Yeshiva University,Ferkauf Graduate School of Psychology,,,733.0,,19772626.0,197708.0,Overseer,,True
Frank S. Greenberg,Governor,Yeshiva University,Ferkauf Graduate School of Psychology,,,733.0,,19772626.0,197708.0,Overseer,,True
Irma R. Hilton,Governor,Yeshiva University,Ferkauf Graduate School of Psychology,,,733.0,,19772626.0,197708.0,Overseer,,True
Barbara Levine Kamen,Vice Chairperson,Yeshiva University,Ferkauf Graduate School of Psychology,,,733.0,,19772626.0,197708.0,Board Vice President,,True
Phyllis Gelman Kukin,Governor,Yeshiva University,Ferkauf Graduate School of Psychology,,,733.0,,19772626.0,197708.0,Overseer,,True
Leonard Marcus,Governor,Yeshiva University,Ferkauf Graduate School of Psychology,,,733.0,,19772626.0,197708.0,Overseer,,True
Beth Myers,Governor,Yeshiva University,Ferkauf Graduate School of Psychology,,,733.0,,19772626.0,197708.0,Overseer,,True
Aaron Parnes,Governor,Yeshiva University,Ferkauf Graduate School of Psychology,,,733.0,,19772626.0,197708.0,Overseer,,True
David Pernick,Governor,Yeshiva University,Ferkauf Graduate School of Psychology,,,733.0,,19772626.0,197708.0,Overseer,,True
Kathie Kramer Rudy,Governor,Yeshiva University,Ferkauf Graduate School of Psychology,,,733.0,,19772626.0,197708.0,Overseer,,True
Samuel Skura,Governor,Yeshiva University,Ferkauf Graduate School of Psychology,,,733.0,,19772626.0,197708.0,Overseer,,True
Ruth H. Skydell,Governor,Yeshiva University,Ferkauf Graduate School of Psychology,,,733.0,,19772626.0,197708.0,Overseer,,True
Benay Lindenauer,Career Development Coordinator,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,Overseer,,True
David A. Alpert,Governor,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,Overseer,,True
Edward Anfang,Governor,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,Overseer,,True
Herbert Barbanel,Governor,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,Overseer,,True
Joseph Bartlett,Governor,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,Overseer,,True
Froma Benerofe,Governor,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,Overseer,,True
Joel Daner,Governor,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,Overseer,,True
Dan Davis,Governor,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,Overseer,,True
David Goldman,Governor,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,Overseer,,True
Philip P. Goodkin,Governor,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,Overseer,,True
David S. Gottesman,Governor,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,Overseer,,True
Arthur Joseph,Governor,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,Overseer,,True
Saul Kagan,Governor,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,Overseer,,True
Joan Sadinoff Katz,Vice ChairPerson,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,Board Vice President,,True
Lawrence A. Kobrin,Vice Chairman,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,Board Vice President,,True
Meri Kraidman,Governor,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,Overseer,,True
Ira Kukin,Governor,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,Overseer,,True
Norman Lamm,President,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,Board President,,True
Norman Lamm,Governor,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,Overseer,,True
Fredda S. Leff,Governor,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,Overseer,,True
Israel MillerJoan O'Donnel,Governor,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,Overseer,,True
Eileen Rhulen,Governor,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,Overseer,,True
Peter RhulenIrving M. Rosenbaun,Governor,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,Overseer,,True
David I. Schachne,Governor,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,Overseer,,True
Chal mar,Governor,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,Overseer,,True
Robert Schwalbe,Governor,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,Overseer,,True
Richard Segall,Governor,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,Overseer,,True
Ronald Shear.,Governor,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,Overseer,,True
Stephen D. Solender,Governor,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,Overseer,,True
Lilly Tempelsman,Governor,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,Overseer,,True
Roselyn Weitzner,Secretary,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,Other Board Member,,True
Ira Yavarkovsky,Governor,Yeshiva University,Wurzweiler School of Social Work,,,733.0,,19772626.0,197708.0,Overseer,,True
